IDHabitacion,IDReserva
946,2227
564,2131
229,2228
475,2829
778,2698
432,2960
933,2823
731,2420
257,2374
248,2804
300,2649
614,2737
390,2698
447,2093
397,2467
636,2785
234,2811
185,2654
481,2914
922,2345
981,2383
312,2914
364,2738
389,2603
953,2490
257,2338
749,2067
594,2705
600,2074
398,2492
725,2050
64,2985
785,2484
948,2263
958,2670
60,2273
812,2391
298,2101
875,2254
774,2822
300,2100
914,2232
982,2383
55,2711
142,2801
255,2190
734,2976
222,2570
297,2850
119,2700
996,2783
758,2429
464,2136
602,2835
454,2401
282,2526
545,2565
401,2765
49,2703
679,2685
83,2768
477,2401
608,2728
209,2841
756,2228
812,2002
37,2179
813,2441
819,2859
86,2510
910,2465
204,2359
890,2869
711,2799
586,2223
137,2669
317,2657
371,2871
280,2216
701,2771
888,2891
63,2204
155,2878
874,2543
296,2155
801,2412
587,2612
528,2713
452,2318
26,2968
908,2614
549,2650
111,2144
303,2330
930,2478
921,2858
102,2254
476,2052
398,2985
681,2592
745,2554
178,2598
54,2181
297,2879
57,2018
740,2194
303,2257
4,2265
868,2401
656,2258
718,2801
446,2048
468,2840
792,2913
403,2580
285,2178
861,2065
386,2766
184,2563
449,2819
972,2194
23,2064
230,2806
649,2357
954,2047
180,2233
937,2760
993,2193
991,2041
803,2901
882,2580
351,2375
404,2977
789,2959
157,2115
974,2165
810,2132
857,2178
383,2556
865,2215
205,2195
168,2510
248,2073
320,2156
117,2821
186,2958
745,2536
823,2181
926,2850
564,2553
977,2691
693,2217
330,2676
687,2432
868,2549
65,2839
615,2850
782,2316
841,2685
520,2690
88,2375
665,2216
259,2923
674,2620
466,2543
709,2989
874,2729
59,2441
737,2781
227,2508
687,2401
809,2262
669,2516
843,2637
559,2457
766,2324
62,2979
77,2447
291,2972
221,2762
670,2397
734,2262
638,2423
990,2865
588,2569
108,2900
680,2628
685,2242
455,2715
466,2177
641,2906
109,2268
451,2438
195,2205
337,2987
753,2906
618,2212
807,2583
35,2723
644,2365
492,2547
638,2719
948,2639
385,2409
153,2210
196,2818
134,2960
120,2340
578,2222
201,2389
152,2670
254,2257
736,2379
174,2263
953,2699
473,2643
518,2020
42,2436
183,2003
203,2932
238,2861
844,2410
63,2804
429,2951
530,2454
758,2179
372,2878
730,2311
597,2724
132,2952
824,2876
699,2770
450,2268
626,2316
954,2876
137,2933
115,2480
33,2343
321,2091
117,2738
68,2388
101,2634
253,2337
122,2178
192,2108
582,2600
109,2976
3,2248
286,2043
226,2617
837,2101
696,2830
949,2233
441,2859
197,2729
387,2618
600,2431
234,2531
555,2379
481,2988
821,2040
602,2394
835,2151
613,2158
773,2778
193,2005
87,2212
134,2102
862,2803
827,2085
694,2750
424,2773
355,2301
528,2179
714,2388
154,2935
876,2647
536,2477
916,2327
432,2734
693,2062
53,2737
437,2349
41,2756
621,2326
370,2854
282,2052
680,2948
490,2276
593,2821
581,2406
488,2554
699,2765
896,2707
86,2630
876,2310
348,2605
315,2969
762,2631
684,2338
176,2468
162,2160
259,2039
24,2381
275,2693
186,2054
266,2008
455,2815
747,2139
628,2424
448,2638
833,2375
338,2330
230,2242
134,2353
861,2167
672,2090
976,2451
319,2590
529,2128
20,2049
838,2859
596,2090
797,2867
669,2977
370,2506
512,2782
504,2528
323,2673
673,2879
596,2048
168,2732
731,2036
614,2618
468,2131
232,2288
970,2919
518,2249
38,2296
75,2401
884,2027
369,2065
228,2471
245,2661
185,2271
762,2982
87,2816
642,2239
644,2698
369,2535
649,2187
83,2459
170,2173
668,2507
130,2606
688,2423
327,2768
5,2704
548,2263
970,2666
916,2287
402,2107
109,2309
782,2751
839,2606
174,2284
900,2786
239,2803
85,2176
890,2562
376,2327
358,2791
113,2695
553,2150
965,2851
621,2871
72,2092
169,2256
901,2836
819,2520
367,2012
999,2204
227,2677
631,2602
921,2104
369,2036
954,2567
399,2649
933,2251
278,2173
340,2205
313,2405
233,2639
543,2604
303,2725
641,2706
342,2366
734,2044
839,2024
554,2661
87,2817
430,2326
196,2653
115,2344
675,2025
343,2973
253,2101
976,2620
508,2470
71,2095
473,2540
258,2257
32,2641
632,2893
646,2688
879,2691
429,2734
275,2681
875,2754
308,2586
820,2005
395,2150
256,2750
923,2283
492,2264
298,2294
794,2024
735,2318
255,2766
564,2255
646,2236
899,2360
478,2628
628,2851
697,2748
362,2973
600,2954
283,2489
628,2756
1,2263
129,2971
199,2063
997,2938
392,2470
178,2746
825,2505
884,2600
361,2633
268,2615
74,2688
706,2743
488,2251
972,2488
716,2709
251,2343
15,2462
913,2195
886,2592
634,2768
176,2531
95,2991
383,2392
137,2500
474,2716
335,2053
147,2585
84,2753
585,2829
613,2062
908,2512
394,2040
761,2656
848,2699
661,2971
439,2222
251,2130
650,2990
113,2833
372,2586
195,2751
589,2219
521,2732
608,2774
564,2090
845,2420
32,2232
831,2318
697,2275
961,2307
406,2062
489,2678
723,2168
317,2097
310,2643
662,2078
177,2978
98,2869
819,2891
301,2926
212,2975
24,2330
920,2589
335,2533
237,2232
732,2995
506,2088
399,2818
568,2632
41,2377
281,2279
870,2374
551,2660
477,2841
475,2217
700,2905
476,2900
739,2709
203,2150
617,2601
537,2285
69,2007
149,2646
746,2646
102,2563
110,2318
132,2336
732,2271
930,2348
3,2192
699,2741
595,2567
132,2433
684,2155
669,2462
198,2124
204,2809
920,2373
576,2001
897,2656
172,2107
436,2759
696,2592
827,2417
328,2928
759,2267
587,2346
694,2647
206,2937
261,2350
920,2211
878,2338
714,2184
767,2439
369,2013
577,2647
793,2976
532,2778
60,2067
244,2659
971,2504
159,2578
507,2856
550,2117
359,2566
877,2574
839,2722
971,2591
336,2270
363,2099
130,2142
631,2953
528,2108
310,2342
407,2357
148,2991
672,2133
440,2002
290,2524
972,2555
333,2361
443,2782
751,2148
437,2285
241,2137
359,2904
726,2073
98,2012
137,2741
517,2210
310,2565
82,2406
762,2751
484,2763
335,2990
517,2461
330,2275
276,2284
644,2377
297,2437
869,2860
876,2517
7,2198
845,2102
681,2962
959,2643
629,2149
868,2540
753,2927
891,2046
774,2928
702,2361
102,2371
746,2773
92,2240
694,2344
688,2502
661,2056
535,2059
288,2726
772,2293
730,2702
701,2780
776,2623
