id,capacidad,precio,tamanio,diasReservados,fechaCreacion,habilitada,operador
2162,6,609.41,83.7,30,2019-11-05,1,_-smurrellrd
2163,17,620.39,123.4,93,2017-09-24,1,_-cclashbg
2164,19,990.79,141.3,94,2019-01-23,1,_-mdonneko
2165,13,840.95,397.4,44,2018-03-03,0,_-etrubshawof
2166,3,221.16,142.4,47,2020-01-14,1,_-sgwylltp7
2167,9,872.85,384.7,78,2018-08-29,0,_-ccreaney1v
2168,15,927.92,296.6,13,2018-04-13,0,_-acancellieri5l
2169,16,956.61,33.5,11,2019-10-01,0,_-cepelettev
2170,3,731.24,157.9,17,2020-04-23,0,_-tperetlt
2171,14,444.4,417.2,22,2017-11-07,1,_-ylyburnfd
2172,17,75.02,457.1,44,2020-04-13,0,_-fparsleyia
2173,13,456.39,33.5,59,2017-12-25,0,_-kshovelleriw
2174,19,481.75,223.6,43,2018-01-24,0,_-ttenmanc2
2175,20,933.59,481.2,55,2018-01-11,0,_-codgaard45
2176,18,715.63,114.4,17,2018-03-02,1,_-sowens91
2177,20,387.24,73.2,7,2018-12-05,1,_-jlabdenkm
2178,18,648.9,493.9,33,2018-03-31,0,_-dwestbergct
2179,15,318.09,161.7,19,2019-01-28,1,_-smolloy8d
2180,17,555.74,121.0,64,2019-10-10,1,_-broomep1
2181,18,453.75,329.3,48,2017-12-20,0,_-zsprowles1a
2182,20,160.08,125.7,18,2018-03-19,0,_-kloftieoo
2183,12,310.15,238.1,95,2018-04-19,0,_-apelzdc
2184,8,795.92,235.1,95,2018-07-17,0,_-bellaml5
2185,10,765.22,297.0,70,2018-12-07,0,_-clobell3n
2186,8,352.56,294.8,75,2017-08-05,1,_-smolloy8d
2187,10,185.02,205.8,65,2017-11-22,0,_-mpittkv
2188,4,975.71,32.8,44,2018-04-12,0,_-aohanvey1b
2189,15,543.78,131.9,99,2017-08-02,1,_-hpaynes50
2190,14,349.26,469.9,55,2018-04-15,1,_-pbeameshx
2191,18,537.06,317.4,37,2019-05-03,1,_-fhugnet4c
2192,6,849.95,441.4,75,2020-05-09,1,_-ddelythg3
2193,2,448.41,427.7,3,2018-12-14,1,_-fcoccim4
2194,10,84.98,140.0,35,2019-05-05,1,_-cmorvillegh
2195,9,833.79,65.4,21,2018-04-20,1,_-hjaggs6e
2196,14,840.67,117.8,68,2018-03-02,1,_-afeldhuhn1x
2197,2,135.49,89.8,37,2018-12-09,0,_-fburnsides1h
2198,16,151.7,126.7,45,2018-02-12,0,_-scarvil66
2199,13,270.79,37.5,60,2017-11-19,0,_-laveriesgd
2200,13,631.67,128.0,59,2018-07-15,0,_-rborell1d
2201,13,47.55,48.5,81,2018-05-24,0,_-lwherrymb
2202,12,29.39,367.1,12,2020-05-10,1,_-jfletchere2
2203,12,941.61,284.7,86,2018-12-09,1,_-mmaaszefm
2204,13,671.42,318.3,55,2018-07-07,0,_-maxbyjg
2205,12,788.15,113.3,5,2019-01-03,0,_-aatyeodg
2206,16,709.22,420.1,58,2018-12-20,0,_-caimable7
2207,3,460.21,266.1,16,2019-09-03,1,_-cepelettev
2208,3,315.44,45.3,9,2018-01-17,1,_-lkoubekfk
2209,17,331.04,322.3,97,2019-10-02,0,_-ddelythg3
2210,7,447.17,203.9,99,2018-07-22,1,_-lmackinderr1
2211,14,914.41,68.2,98,2017-08-21,0,_-tcosgriveor
2212,17,728.77,68.6,92,2018-01-07,1,_-mbycraftn2
2213,5,533.03,142.1,56,2019-07-02,1,_-jlivockz
2214,8,275.72,309.5,47,2020-02-18,0,_-dmougetip
2215,14,15.63,67.3,23,2017-10-22,1,_-eaismanib
2216,1,710.43,354.5,39,2017-08-28,0,_-cfaichnie3z
2217,8,30.09,369.6,99,2019-07-13,1,_-wgoble5x
2218,10,141.84,388.1,80,2019-10-09,0,_-wleake6x
2219,16,343.15,490.9,33,2018-02-23,0,_-tshercliffqb
2220,2,891.01,197.4,17,2018-04-23,0,_-lgrovenke
2221,3,35.81,118.4,92,2019-08-06,1,_-tenriqueshz
2222,12,239.2,416.6,99,2020-05-02,1,_-ltiptaftik
2223,7,340.9,120.3,50,2019-04-14,1,_-pperham51
2224,12,21.09,146.4,45,2017-08-08,0,_-dbrimicombely
2225,12,85.64,170.3,64,2019-05-03,0,_-ggirogettiig
2226,11,374.86,435.9,79,2017-10-05,0,_-myankishinf
2227,5,307.34,235.4,94,2019-05-05,0,_-cissardbt
2228,1,762.84,33.8,26,2018-01-17,0,_-asamwayes1j
2229,2,771.95,51.3,99,2017-11-04,1,_-jeynaud88
2230,19,182.99,429.2,5,2019-06-16,0,_-amarrian17
2231,10,849.29,449.0,4,2018-02-11,0,_-tdonohues
2232,9,260.65,191.4,41,2020-01-26,1,_-hscotney8u
2233,15,575.16,336.4,51,2020-05-03,1,_-fbull3d
2234,19,531.87,302.4,55,2018-02-09,1,_-wcarrattbu
2235,19,602.27,160.1,64,2019-07-06,1,_-mdriffill8w
2236,7,93.12,55.7,76,2020-02-26,1,_-rirwingm
2237,11,897.9,277.2,8,2017-11-26,0,_-zklimkov2h
2238,10,17.82,325.4,46,2019-12-26,1,_-tperetlt
2239,10,880.23,340.1,74,2017-09-20,0,_-gclemonpv
2240,9,904.34,315.3,91,2019-05-30,0,_-ttayeb0
2241,20,880.29,402.7,92,2018-05-11,0,_-kmcwardqr
2242,20,294.36,390.7,49,2018-03-29,0,_-abrandreth5k
2243,4,371.62,446.0,44,2017-09-27,0,_-tbernardipz
2244,20,89.88,295.6,56,2018-08-13,1,_-wrathkepl
2245,4,810.2,102.6,37,2019-04-07,1,_-fgouck1f
2246,7,137.67,109.0,14,2018-04-23,1,_-cbockmann5s
2247,9,349.29,248.9,18,2019-09-28,1,_-ykittlemk
2248,11,476.39,263.3,69,2018-01-09,0,_-mmaha2x
2249,18,47.4,60.7,85,2019-10-09,0,_-ameralijk
2250,5,295.57,104.0,2,2018-04-27,0,_-beuplateab
2251,10,366.22,112.8,97,2020-02-11,0,_-tcosgriveor
2252,18,466.03,478.0,90,2017-10-08,0,_-myankishinf
2253,19,734.44,291.5,23,2020-03-25,1,_-gohalligangl
2254,6,362.52,33.6,30,2020-02-07,0,_-jwinterbottompe
2255,20,160.47,69.3,2,2018-06-17,0,_-utewesni
2256,11,243.76,296.2,91,2018-09-26,1,_-jfaughnyej
2257,18,79.24,154.6,70,2020-02-16,1,_-fslingsbyhj
2258,20,79.1,377.5,73,2020-03-29,1,_-kdawdarykd
2259,10,202.09,199.5,61,2018-09-25,1,_-rcastagnierlr
2260,14,904.89,425.5,19,2019-02-11,1,_-gtapsono5
2261,1,571.85,481.7,15,2019-01-11,0,_-bchiplen86
2262,13,189.47,114.5,78,2019-06-07,1,_-slerwill2f
2263,19,519.48,273.6,14,2017-08-16,1,_-ljewitt2l
2264,11,487.16,192.0,93,2018-06-09,1,_-cquilliganre
2265,17,202.66,431.0,30,2018-02-11,0,_-tcajkler7e
2266,13,345.13,210.4,49,2018-12-10,0,_-estubs2d
2267,10,105.7,188.3,84,2017-09-12,0,_-gtapsono5
2268,16,644.13,273.8,88,2019-12-07,0,_-orebbeckop
2269,3,56.23,256.8,12,2018-07-01,0,_-kheavyside7q
2270,9,729.86,211.3,78,2019-01-27,1,_-mfarrears28
2271,13,38.32,486.0,80,2018-08-30,1,_-uphelipon
2272,9,226.22,493.3,12,2019-05-07,0,_-wmenci3l
2273,4,976.09,134.9,54,2019-03-23,0,_-gblindtcs
2274,13,507.43,403.1,39,2017-09-18,0,_-dreddochl8
2275,16,363.56,364.3,54,2018-05-13,1,_-apetriellol1
2276,18,797.33,209.2,92,2017-09-25,0,_-tbromeheadk0
2277,9,726.59,312.2,66,2018-07-05,0,_-nrodericki6
2278,3,266.36,448.4,22,2018-11-18,1,_-sshwalbeq6
2279,18,404.41,400.3,17,2020-01-12,1,_-cperfectf0
2280,3,636.27,287.3,76,2018-08-19,1,_-lkeunemann3f
2281,14,524.53,228.3,20,2018-10-05,1,_-aasker5n
2282,2,804.24,86.1,51,2017-11-05,1,_-mdebneyqv
2283,10,613.93,128.7,49,2018-04-03,1,_-rcastagnierlr
2284,11,565.36,477.9,86,2019-11-17,1,_-lsola8y
2285,5,44.41,427.7,15,2019-05-17,0,_-acalrowki
2286,19,680.83,455.5,46,2018-07-06,1,_-cgoodinsoni9
2287,15,470.56,320.0,4,2017-11-14,0,_-myuryatin60
2288,4,229.54,79.5,17,2018-06-14,0,_-hcasserly8
2289,18,934.49,116.4,95,2020-03-28,1,_-dplunkettms
2290,19,464.68,261.8,81,2017-08-13,0,_-ltant3u
2291,2,790.19,280.6,61,2020-04-01,1,_-rryce2e
2292,13,325.02,378.9,13,2019-11-13,0,_-tgimsonpx
2293,1,647.86,337.9,2,2018-12-16,0,_-mgibbinsca
2294,7,264.96,77.8,52,2019-01-02,0,_-akirmanrj
2295,10,19.66,275.3,38,2017-10-04,1,_-fdollardp8
2296,11,362.99,279.9,2,2018-08-11,1,_-sattewillq5
2297,3,154.87,344.2,11,2018-02-21,0,_-vmcphadenkz
2298,17,652.23,444.2,68,2018-12-24,1,_-aohernau
2299,3,888.8,76.8,78,2019-02-09,1,_-zduckerqd
2300,14,676.8,256.5,22,2018-03-24,1,_-eoddamw
2301,13,197.67,440.3,9,2020-05-16,1,_-amcguckenmf
2302,6,502.71,157.6,74,2019-01-11,0,_-jcrockeraf
2303,2,517.03,416.2,72,2018-01-26,1,_-jrosen1y
2304,7,442.22,365.7,75,2017-09-08,1,_-rhagarda3
2305,3,301.59,462.2,45,2018-07-03,0,_-jboughen6h
2306,17,382.69,451.8,13,2019-04-13,0,_-mcoldbatheap
2307,5,132.51,108.2,25,2018-08-22,0,_-dplunkettms
2308,14,931.31,265.4,80,2019-10-03,1,_-eoddamw
2309,2,299.87,474.9,46,2020-04-16,0,_-apellitt3g
2310,11,26.88,183.4,14,2018-07-05,0,_-gallnercl
2311,12,302.21,240.6,72,2018-11-19,0,_-qjerroltr0
2312,9,587.84,321.2,69,2018-11-23,1,_-tpridgeonkq
2313,12,914.56,162.6,40,2017-12-12,1,_-abloomfielde9
2314,10,253.56,40.5,37,2018-07-23,1,_-jhanlin9h
2315,17,31.59,175.9,23,2020-04-17,0,_-hcapellei0
2316,5,148.6,392.1,6,2019-11-23,1,_-sedmondsonpn
2317,7,352.81,185.9,74,2017-08-23,1,_-hberthouloume4d
2318,20,360.96,154.2,98,2018-04-08,0,_-dastbury7v
2319,8,98.22,123.4,1,2017-11-09,0,_-pkynstonpk
2320,4,489.5,333.0,46,2018-12-21,1,_-eescaleoa
2321,6,320.43,150.7,39,2018-03-21,0,_-ljacobso6
2322,16,950.72,184.9,38,2019-08-11,1,_-pmacfaulh0
2323,14,533.68,387.3,92,2019-04-11,0,_-bhuckabeqe
2324,3,983.83,268.4,39,2020-03-01,1,_-spedder19
2325,14,736.39,331.5,70,2018-01-02,0,_-ckerweni2
2326,15,551.6,498.5,33,2019-05-26,1,_-cfansy8v
2327,9,556.94,333.7,84,2019-10-07,1,_-sconstantinourb
2328,10,199.96,271.6,14,2018-10-17,1,_-cepelettev
2329,3,217.67,180.5,14,2019-07-09,1,_-mmcmilliangz
2330,15,816.71,438.4,33,2019-12-14,0,_-ncaswillj1
2331,6,659.22,63.4,91,2018-04-07,0,_-fcrosdillnc
2332,17,217.88,289.4,46,2018-04-04,1,_-kburdhu
2333,7,52.32,342.4,71,2018-06-23,0,_-iloosmorege
2334,5,971.88,295.8,45,2018-10-12,1,_-ayekelix
2335,18,968.94,257.5,13,2020-03-04,0,_-dmcelroy85
2336,3,410.61,45.2,48,2017-08-04,1,_-tpearle4
2337,8,984.96,291.3,55,2020-04-29,1,_-rlockhurst76
2338,4,15.7,497.8,9,2019-06-19,0,_-sdraytonk2
2339,15,656.18,202.6,5,2018-05-10,0,_-rcoviljp
2340,15,708.93,189.6,45,2020-03-05,0,_-ipenella3t
2341,9,714.43,280.2,30,2018-06-04,0,_-rcoviljp
2342,1,995.06,295.5,32,2018-02-02,0,_-cmcquillenga
2343,8,90.56,466.3,77,2018-12-10,1,_-bfengeqp
2344,11,857.17,329.2,15,2019-10-27,0,_-cfaichnie3z
2345,13,518.52,383.6,62,2018-10-28,1,_-lregikj
2346,14,70.82,306.2,15,2018-07-03,0,_-rlaingmaidkn
2347,11,408.53,227.0,62,2020-04-14,0,_-jwestbury9v
2348,13,568.03,243.2,17,2019-02-06,1,_-tdanilenkorn
2349,1,351.92,386.1,6,2019-06-18,1,_-dberendsendf
2350,12,337.72,354.2,32,2019-06-11,0,_-rcowen6a
2351,16,911.7,315.4,55,2017-11-21,1,_-dshone4h
2352,11,442.05,133.8,72,2019-09-25,1,_-dstummeyer92
2353,2,352.68,250.4,0,2019-02-06,1,_-amarlandgv
2354,8,715.93,21.0,25,2017-11-16,0,_-ddikleskc
2355,5,728.15,185.1,28,2018-05-27,0,_-kmcguffa0
2356,7,819.28,99.4,81,2019-05-11,0,_-bestickr9
2357,20,239.83,18.3,17,2018-05-31,0,_-ipenella3t
2358,14,765.32,432.4,28,2020-05-11,0,_-ajorryjt
2359,17,346.61,78.4,0,2017-09-13,0,_-dastbury7v
2360,7,159.39,140.3,28,2020-05-13,0,_-tweakleyqo
2361,18,487.43,412.4,99,2019-08-07,0,_-dpachecons
2362,17,962.98,69.2,41,2017-12-18,1,_-cmadocjonesif
2363,13,180.9,312.7,44,2018-10-26,0,_-sfarrington59
2364,17,496.75,321.0,67,2017-12-24,1,_-mwestrawgu
2365,9,520.89,414.6,44,2018-01-29,0,_-smcgroartyf5
2366,5,876.98,321.8,76,2020-02-22,1,_-abruin5b
2367,6,496.23,446.6,67,2019-01-07,0,_-dberendsendf
2368,20,262.61,181.9,50,2019-07-13,1,_-byanov9o
2369,14,920.11,226.5,37,2019-07-02,1,_-vmcphadenkz
2370,14,339.21,474.8,34,2020-03-13,0,_-sbaudinotph
2371,1,734.41,217.6,68,2018-11-03,0,_-krainford2s
2372,3,192.16,296.8,2,2018-01-01,1,_-ldible10
2373,19,190.72,409.4,21,2019-03-04,1,_-gallnercl
2374,20,617.3,69.7,19,2019-06-29,0,_-cepelettev
2375,17,297.62,275.9,3,2018-02-27,1,_-dfosse32
2376,4,474.17,71.9,15,2019-02-10,1,_-dscogingsdq
2377,12,583.42,62.1,68,2019-04-22,1,_-bmccuffiex
2378,10,529.4,339.6,50,2018-09-26,1,_-usuccamorekx
2379,6,869.62,425.9,49,2019-01-15,1,_-laveriesgd
2380,19,377.37,284.6,26,2018-06-18,0,_-tscoyleser
2381,18,741.54,361.9,44,2019-09-28,0,_-wclear4a
2382,11,406.94,295.8,33,2019-01-29,0,_-fkernaghannv
2383,8,766.48,444.3,18,2017-11-02,0,_-mscudderslf
2384,9,266.16,282.0,47,2020-03-21,0,_-dwimbushnq
2385,2,335.34,476.5,50,2017-12-04,0,_-bmatousekh5
2386,2,57.82,71.2,65,2017-12-27,0,_-jrosen1y
2387,1,474.35,414.5,99,2018-08-29,0,_-htuke9c
2388,9,360.78,49.8,83,2019-07-11,0,_-scarvil66
2389,18,189.03,369.8,53,2020-01-03,1,_-vsibleyh7
2390,10,620.72,76.4,45,2017-12-01,1,_-tmaidlowbs
2391,1,383.56,230.4,40,2019-11-27,1,_-dkettqn
2392,11,738.27,443.1,23,2020-02-14,0,_-ahlavacal
2393,15,603.47,133.6,48,2018-06-16,0,_-dkettqn
2394,17,445.46,253.2,66,2019-05-08,1,_-tboog46
2395,5,430.62,58.5,78,2019-12-30,1,_-aohanvey1b
2396,17,595.94,260.6,73,2019-06-21,0,_-tdron44
2397,20,41.64,325.4,0,2017-12-13,1,_-sshayeso0
2398,20,422.51,446.2,85,2019-08-27,1,_-cgillimghamr7
2399,7,316.28,387.0,97,2020-01-31,0,_-adudmeshne
2400,3,768.45,54.9,64,2017-12-06,1,_-rgosforth48
2401,3,954.68,276.9,40,2017-10-06,1,_-dwillcockli
2402,16,322.45,129.7,99,2019-05-28,0,_-abembridgego
2403,13,286.02,151.6,69,2019-12-18,0,_-ohebdenc4
2404,17,50.04,284.0,4,2020-05-14,0,_-mdriffill8w
2405,11,575.61,200.2,92,2018-04-13,1,_-hberthouloume4d
2406,18,802.74,251.4,74,2020-01-31,0,_-fmourant2w
2407,2,829.59,396.6,15,2018-01-03,0,_-scalveleybb
2408,2,504.31,456.0,44,2017-10-28,1,_-lspoltonpm
2409,20,369.46,441.9,26,2019-09-27,1,_-ftayloed0
2410,4,240.51,26.2,21,2017-09-16,1,_-ggunninghamog
2411,10,251.37,390.9,81,2018-01-27,1,_-dstummeyer92
2412,12,835.57,166.2,12,2019-05-03,1,_-fpheasantmx
2413,6,908.65,323.4,39,2018-11-16,1,_-locorrinb6
2414,20,991.63,289.2,27,2018-06-19,0,_-bhufton9y
2415,13,249.14,379.7,78,2017-11-10,0,_-sdennisonnm
2416,10,357.49,373.3,61,2018-07-12,1,_-tscoyleser
2417,20,150.34,87.6,29,2019-03-22,0,_-tconvillegi
2418,13,244.25,472.6,78,2018-01-28,0,_-rbulluck2u
2419,8,223.23,296.4,80,2020-02-19,1,_-zduckerqd
