IDAPARTAMENTO,IDRESERVA
3167,1759
3045,1914
3651,1733
3420,1506
3789,1741
3794,1130
3143,1302
3623,1231
3095,1996
3026,1105
3841,1725
3509,1646
3239,1054
3616,1971
3523,1677
3938,1942
3294,1483
3214,1155
3454,1578
3483,1147
3419,1836
3508,1178
3356,1845
3054,1016
3507,1226
3452,1297
3634,1702
3212,1644
3063,1785
3611,1163
3074,1342
3672,1608
3053,1708
3246,1951
3090,1574
3115,1681
3142,1204
3131,1592
3965,1116
3700,1012
3157,1201
3173,1468
3025,1562
3111,1041
3993,1501
3058,1755
3948,1560
3117,1338
3250,1829
3316,1800
3067,1189
3930,1547
3190,1069
3952,1543
3615,1865
3120,1425
3798,1830
3203,1373
3932,1382
3187,1309
3202,1618
3270,1623
3372,1641
3041,1200
3576,1834
3946,1631
3666,1379
3723,1321
3896,1963
3299,1602
3872,1484
3184,1188
3352,1034
3373,1920
3124,1523
3182,1587
3879,1761
3970,1528
3617,1522
3544,1045
3143,1199
3038,1549
3369,1242
3170,1893
3307,1590
3647,1274
3224,1113
3492,1483
3379,1392
3576,1512
3791,1879
3647,1365
3082,1577
3323,1316
3284,1354
3949,1571
3679,1704
3173,1300
3353,1162
3989,1982
3653,1735
3875,1088
3602,1006
3956,1279
3800,1561
3152,1273
3603,1096
3506,1809
3596,1259
3190,1370
3266,1506
3698,1829
3556,1182
3396,1017
3761,1556
3198,1373
3247,1697
3773,1627
3301,1069
3749,1965
3877,1762
3624,1459
3104,1135
3695,1517
3075,1669
3411,1509
3679,1774
3213,1866
3629,1616
3770,1812
3254,1687
3033,1316
3633,1256
3197,1983
3102,1041
3311,1787
3022,1743
3743,1010
3052,1840
3339,1738
3258,1570
3632,1827
3468,1863
3924,1830
3989,1301
3537,1259
3281,1145
3381,1304
3800,1320
3831,1903
3594,1799
3489,1848
3440,1134
3922,1708
3944,1080
3964,1528
3578,1549
3383,1204
3051,1191
3633,1140
3263,1889
3511,1741
3776,1365
3949,1101
3262,1078
3768,1676
3546,1871
3444,1288
3701,1457
3252,1855
3888,1675
3476,1047
3263,1400
3799,1633
3533,1321
3131,1214
3954,1855
3741,1661
3941,1905
3567,1770
3292,1766
3275,1132
3584,1633
3710,1345
3297,1041
3676,1705
3103,1598
3510,1503
3187,1014
3508,1086
3426,1284
3489,1643
3185,1639
3070,1761
3301,1112
3911,1737
3109,1401
3910,1713
3257,1549
3032,1028
3842,1474
3508,1439
3594,1549
3550,1992
3364,1124
3701,1457
3226,1133
3764,1348
3632,1325
3988,1075
3064,1733
3375,1631
3185,1456
3326,1526
3762,1822
3560,1430
3553,1381
3563,1612
3623,1620
3191,1203
3406,1027
3351,1114
3454,1228
3482,1775
3926,1815
3111,1450
3142,1779
3111,1985
3352,1391
3926,1460
3596,1194
3646,1966
3817,1085
3778,1857
3367,1845
3585,1230
3760,1959
3995,1514
3654,1198
3459,1469
3256,1631
3229,1634
3244,1861
3609,1945
3124,1319
3123,1619
3602,1534
3108,1986
3204,1890
3806,1848
3832,1901
3166,1036
3300,1922
3991,1844
3405,1922
3474,1757
3187,1860
3919,1961
3258,1086
3264,1254
3129,1243
3421,1151
3699,1957
3757,1613
3785,1608
3748,1703
3394,1328
3906,1133
3020,1490
3297,1226
3894,1798
3227,1580
3490,1373
3086,1973
3750,1124
3685,1611
3517,1202
3140,1442
3841,1488
3934,1965
3212,1297
3617,1096
3817,1790
3979,1675
3091,1036
3883,1075
3447,1274
3350,1867
3068,1139
3975,1344
3198,1524
3786,1840
3525,1912
3231,1975
3541,1841
3514,1866
3018,1663
3100,1783
3915,1858
3728,1735
3823,1701
3243,1567
3597,1075
3718,1680
3234,1269
3265,1382
3797,1025
3367,1017
3227,1062
3982,1802
3779,1105
3789,1008
3186,1319
3995,1807
3967,1784
3357,1701
3131,1871
3354,1171
3103,1608
3225,1334
3840,1483
3586,1677
3324,1449
3456,1266
3899,1906
3375,1958
3173,1303
3101,1186
3658,1154
3211,1513
3583,1073
3752,1835
3324,1246
3979,1371
3214,1269
3344,1364
3785,1340
3083,1361
3681,1758
3667,1126
3145,1459
3778,1824
3563,1515
3391,1967
3782,1456
3728,1720
3526,1012
3559,1847
3892,1287
3259,1792
3513,1754
3892,1694
3400,1698
3513,1540
3669,1260
3244,1888
3615,1681
3060,1913
3821,1993
3861,1025
3966,1364
3639,1603
3492,1455
3169,1248
3744,1951
3429,1091
3133,1669
3349,1744
3634,1613
3735,1841
3928,1484
3116,1188
3876,1582
3462,1401
3487,1242
3017,1764
3440,1795
3232,1538
3843,1981
3175,1015
3125,1321
3007,1700
3405,1459
3624,1878
3910,1576
3091,1709
3619,1595
3677,1432
3444,1156
3243,1257
3363,1934
3891,1787
3259,1605
3613,1819
3008,1415
3150,1494
3557,1232
3491,1041
3269,1134
3912,1212
3130,1153
3513,1285
3446,1786
3632,1075
3091,1901
3917,1034
3850,1150
3117,1953
3079,1613
3912,1274
3382,1410
3975,1050
3946,1441
3541,1611
3780,1899
3069,1908
3744,1001
3262,1215
3994,1231
3867,1762
3714,1172
3420,1079
3637,1026
3014,2000
3937,1570
3650,1085
3264,1823
3123,1176
3676,1358
3836,1081
3572,1825
3282,1453
3420,1684
3013,1998
3681,1953
3064,1325
3607,1930
3573,1227
3351,1862
3722,1712
3590,1282
3236,1977
3747,1989
3547,1477
3554,1260
3418,1830
3308,1632
3290,1367
3435,1047
3609,1657
3206,1693
3220,1201
3595,1965
3552,1822
3173,1965
3872,1755
3854,1961
3839,1522
3349,1161
3815,1404
3013,1983
3584,1864
3295,1975
3245,1925
3279,1923
3777,1230
3636,1458
3899,1231
3232,1985
3088,1390
3958,1738
3438,1622
3497,1478
3633,1145
3028,1065
3188,1147
3151,1590
3535,1971
3164,1315
3397,1014
3564,1215
3736,1199
3369,1655
3190,1018
3191,1873
3152,1679
3778,1540
3073,1125
3130,1672
3840,1899
3827,1034
3443,1624
3426,1761
3306,1947
3199,1440
3762,1060
3724,1339
3058,1309
3769,1101
3931,1992
3271,1626
3994,1578
3040,1951
3885,1812
3045,1104
3709,1149
3215,1119
3009,1385
3396,1502
3540,1482
3480,1314
3478,1522
3842,1303
3643,1910
3621,1227
3448,1885
3899,1198
3929,1822
3994,1304
3634,1208
3648,1610
3701,1303
3718,1708
3436,1766
3928,1021
3801,1683
3652,1775
3777,1264
3826,1896
3539,1467
3313,1899
3421,1442
3773,1389
3520,1948
4000,1539
3881,1587
3329,1197
3480,1876
3139,1389
3422,1011
3014,1602
3495,1751
3108,1745
3300,1879
3376,1767
3975,1005
3957,1984
3417,1896
3519,1205
3537,1614
3714,1609
3738,1137
3421,1308
3178,1343
3372,1861
3812,1385
3992,1600
3522,1674
3441,1448
3647,1350
3786,1142
3795,1894
3871,1692
3565,1792
3993,1927
3684,1052
3819,1614
3004,1985
3556,1442
3798,1977
3106,1175
3755,1503
3067,1972
3758,1608
3281,1308
3090,1711
3121,1455
3108,1166
3154,1651
3746,1249
3930,1216
3032,1823
3565,1022
3893,1591
3427,1933
3150,1915
3971,1405
3346,1231
3676,1946
3451,1815
3770,1435
3513,1266
3436,1460
3202,1455
3577,1929
3603,1477
3452,1269
3071,1930
3737,1391
3667,1143
3443,1803
3365,1079
3485,1063
3721,1545
3143,1483
3803,1284
3246,1965
3868,1261
3327,1999
3860,1356
3061,1240
3341,1917
3982,1453
3656,1424
3335,1241
3050,1335
3063,1360
3985,1086
3108,1430
3148,1003
3700,1980
3853,1793
3503,1331
3411,1378
3318,1704
3542,1111
3946,1698
3286,1215
3132,1852
3138,1512
3746,1720
3237,1693
3510,1842
3600,1686
3537,1185
3441,1758
3915,1329
3660,1403
3971,1583
3818,1631
3008,1409
3901,1819
3587,1964
3673,1539
3688,1927
3950,1899
3386,1305
3713,1694
3538,1996
