IDHabitacion,IDReserva
71,3642
574,3667
84,3328
223,3217
297,3835
556,3889
726,3938
688,3997
499,3856
877,3671
944,3327
607,3058
944,3236
696,3414
631,3171
419,3078
875,3211
573,3359
898,3004
227,3033
160,3042
121,3072
172,3089
477,3242
564,3762
973,3262
515,3833
784,3439
745,3361
132,3855
575,3215
196,3729
601,3316
660,3576
898,3226
195,3266
522,3127
228,3870
165,3622
415,3386
779,3778
236,3313
519,3300
977,3575
980,3435
544,3689
354,3352
638,3749
319,3164
478,3285
448,3597
407,3164
230,3667
229,3509
646,3523
298,3884
915,3392
462,3484
219,3602
446,3268
43,3570
349,3831
830,3548
488,3612
279,3077
733,3912
825,3981
889,3740
879,3347
512,3220
32,3462
741,3298
703,3320
58,3806
551,3814
342,3751
311,3539
390,3371
158,3228
975,3645
370,3987
765,3476
529,3817
513,3567
306,3638
684,3349
849,3260
70,3762
300,3879
622,3683
179,3553
437,3729
705,3645
13,3162
7,3803
505,3827
826,3700
289,3570
478,3224
186,3863
730,3521
659,3926
160,3068
945,3625
