id,tipo,precio,intervalo pago,propiedad
127,Jewelery,257.61,66,3966
128,Beauty,490.24,5,3405
129,Jewelery,470.99,78,3527
130,Beauty,318.69,57,3151
131,Clothing,9.71,77,3992
132,Outdoors,91.75,67,3561
133,Toys,237.48,34,3451
134,Sports,80.24,52,3967
135,Music,229.56,6,3623
136,Home,398.63,36,3008
137,Outdoors,306.04,66,3034
138,Outdoors,94.04,79,3330
139,Beauty,245.82,6,3429
140,Shoes,413.2,47,3634
141,Automotive,435.73,34,3087
142,Toys,281.51,69,3037
143,Clothing,425.34,2,3847
144,Home,264.43,19,3309
145,Shoes,39.21,90,3886
146,Books,418.68,87,3322
147,Baby,416.02,41,3499
148,Books,346.8,81,3223
149,Garden,116.91,7,3722
150,Music,43.34,2,3959
151,Tools,339.67,81,3848
152,Tools,482.77,57,3774
153,Baby,124.23,15,3121
154,Home,408.66,43,3986
155,Outdoors,476.19,11,3351
156,Baby,44.42,11,3475
157,Kids,264.66,5,3227
158,Kids,80.36,6,3447
159,Clothing,459.54,70,3568
160,Kids,228.82,71,3833
161,Movies,310.58,22,3551
162,Garden,290.15,15,3204
163,Games,133.74,48,3496
164,Movies,115.12,44,3885
165,Books,8.46,48,3571
166,Home,222.45,58,3860
167,Outdoors,480.86,26,3989
168,Home,244.61,61,3781
169,Health,465.49,79,3910
170,Sports,47.41,14,3137
171,Baby,248.98,29,3616
172,Movies,485.23,49,3084
173,Kids,67.88,69,3477
174,Health,158.71,11,3362
175,Jewelery,383.48,27,3841
176,Computers,342.17,78,3718
177,Tools,187.09,39,3067
178,Music,276.59,29,3451
179,Tools,236.36,38,3080
180,Kids,287.36,87,3607
181,Automotive,88.74,74,3238
182,Tools,456.39,70,3354
183,Jewelery,8.15,66,3209
184,Movies,459.55,34,3285
185,Jewelery,176.56,67,3290
186,Games,326.27,36,3183
187,Sports,380.41,14,3713
188,Sports,128.44,63,3318
189,Kids,281.41,19,3129
190,Garden,311.17,16,3335
191,Beauty,81.31,13,3574
192,Sports,367.46,44,3351
193,Industrial,460.76,85,3691
194,Grocery,345.52,42,3740
195,Shoes,4.83,73,3247
196,Clothing,400.41,3,3350
197,Automotive,406.42,63,3993
198,Toys,61.12,67,3515
199,Movies,197.04,44,3075
200,Garden,266.24,75,3432
201,Games,27.82,44,3592
202,Electronics,339.22,59,3467
203,Games,268.13,67,3051
204,Outdoors,184.1,30,3551
205,Health,340.52,67,3546
206,Clothing,399.09,66,3061
207,Grocery,324.41,52,3479
208,Automotive,32.33,19,3778
209,Books,30.89,57,3185
210,Games,252.03,44,3528
211,Home,324.24,70,3158
212,Electronics,342.06,27,3793
213,Music,421.04,56,3671
214,Jewelery,186.47,13,3541
215,Garden,43.49,82,3371
216,Automotive,413.96,59,3603
217,Outdoors,189.4,51,3695
218,Beauty,450.46,57,3405
219,Jewelery,401.18,25,3418
220,Industrial,112.29,16,3448
221,Movies,37.66,90,3679
222,Games,302.85,30,3256
223,Clothing,343.63,68,3701
224,Clothing,328.27,27,3147
225,Outdoors,43.74,83,3239
226,Movies,90.63,52,3608
227,Grocery,3.76,31,3435
228,Jewelery,75.57,50,3359
229,Electronics,434.1,61,3626
230,Books,190.24,21,3855
231,Computers,351.06,62,3356
232,Electronics,415.53,24,3578
233,Tools,282.76,18,3101
234,Sports,403.11,61,3007
235,Toys,292.56,60,3841
236,Movies,479.98,58,3533
237,Home,338.14,66,3359
238,Games,351.74,13,3241
239,Movies,432.78,69,3035
240,Outdoors,10.63,45,3421
241,Industrial,437.21,77,3115
242,Garden,436.57,50,3178
243,Automotive,472.36,70,3531
244,Outdoors,455.03,89,3422
245,Home,438.23,8,3689
246,Industrial,211.01,84,3908
247,Tools,45.48,52,3085
248,Jewelery,197.55,33,3072
249,Outdoors,258.09,55,3465
250,Tools,485.73,38,3029
251,Shoes,406.04,60,3987
252,Clothing,89.23,74,3979
253,Games,27.16,68,3960
254,Clothing,369.71,33,3639
255,Games,387.22,11,3973
256,Computers,447.68,10,3434
257,Games,437.84,27,3638
258,Health,453.85,70,3289
259,Home,107.72,61,3957
260,Jewelery,163.9,71,3478
261,Automotive,416.77,24,3265
262,Jewelery,74.44,9,3610
263,Beauty,78.39,88,3531
264,Home,11.57,31,3357
265,Kids,232.86,74,3338
266,Outdoors,42.53,9,3130
267,Tools,137.23,55,3898
268,Games,87.85,34,3602
269,Electronics,72.6,72,3395
270,Movies,72.95,51,3771
271,Garden,337.34,38,3938
272,Health,476.31,45,3123
273,Tools,252.31,85,3873
274,Home,26.53,23,3667
275,Clothing,490.25,38,3894
276,Clothing,85.83,51,3701
277,Industrial,15.15,89,3258
278,Electronics,73.73,19,3902
279,Computers,433.49,10,3370
280,Games,400.62,6,3726
281,Grocery,189.86,23,3478
282,Toys,111.25,55,3918
283,Health,314.54,16,3254
284,Movies,76.1,22,3788
285,Shoes,346.28,17,3153
286,Jewelery,263.63,83,3829
287,Toys,81.59,18,3524
288,Electronics,353.96,13,3823
289,Automotive,103.84,12,3444
290,Home,156.33,49,3582
291,Beauty,349.54,12,3317
292,Computers,174.0,60,3455
293,Movies,482.2,7,3369
294,Toys,24.5,64,3278
295,Music,148.09,9,3784
296,Shoes,272.27,70,3659
297,Kids,479.3,55,3883
298,Baby,134.51,23,3780
299,Home,66.09,56,3328
300,Music,27.34,64,3954
301,Computers,486.33,20,3044
302,Movies,380.14,68,3298
303,Kids,470.59,23,3345
304,Electronics,26.03,48,3167
305,Shoes,79.86,28,3649
306,Books,344.84,21,3001
307,Outdoors,164.82,90,3883
308,Tools,213.96,37,3250
309,Clothing,44.89,66,3984
310,Movies,304.61,51,3262
311,Health,290.07,27,3347
312,Baby,342.58,49,3134
313,Tools,299.62,17,3033
314,Music,276.69,85,3326
315,Outdoors,8.9,60,3224
316,Books,375.12,80,3430
317,Outdoors,371.37,40,3164
318,Tools,128.41,89,3616
319,Garden,147.21,62,3603
320,Music,433.45,41,3725
321,Books,335.55,60,3907
322,Movies,70.7,52,3631
323,Tools,328.12,29,3811
324,Grocery,219.46,30,3467
325,Clothing,42.82,58,3944
326,Movies,184.15,46,3624
327,Health,126.12,81,3683
328,Music,178.94,73,3658
329,Health,431.59,36,3473
330,Kids,102.58,44,3215
331,Home,328.34,25,3435
332,Games,106.35,59,3768
333,Tools,250.14,75,3739
334,Health,317.49,37,3861
335,Garden,439.7,90,3333
336,Clothing,320.64,8,3106
337,Baby,328.77,28,3729
338,Movies,257.33,3,3448
339,Grocery,143.69,32,3576
340,Outdoors,438.44,49,3975
341,Toys,56.84,71,3067
342,Shoes,176.71,56,3985
343,Computers,285.4,42,3766
344,Industrial,190.78,78,3918
345,Music,178.55,9,3757
346,Computers,286.85,71,3230
347,Toys,497.3,75,3805
348,Music,77.76,15,3027
349,Clothing,442.08,30,3314
350,Movies,283.17,88,3328
351,Movies,477.23,3,3759
352,Grocery,423.51,44,3400
353,Home,6.67,59,3987
354,Sports,423.45,87,3982
355,Jewelery,3.71,90,3507
356,Baby,59.65,6,3241
357,Sports,147.17,38,3419
358,Clothing,197.52,13,3838
359,Electronics,412.76,89,3083
360,Automotive,289.42,68,3849
361,Grocery,73.93,48,3615
362,Sports,462.03,74,3349
363,Clothing,120.56,45,3838
364,Garden,370.51,27,3139
365,Sports,418.72,47,3559
366,Clothing,385.33,49,3962
367,Games,117.46,53,3493
368,Garden,132.72,74,3735
369,Clothing,55.73,51,3197
370,Home,343.21,55,3446
371,Industrial,176.95,59,3938
372,Outdoors,10.53,68,3263
373,Health,277.54,90,3153
374,Outdoors,386.3,17,3528
375,Toys,423.13,7,3052
376,Clothing,183.22,31,3266
377,Baby,340.26,70,3084
378,Automotive,195.58,70,3652
379,Clothing,192.42,27,3272
380,Toys,122.46,64,3122
381,Shoes,88.29,59,3468
382,Beauty,204.67,56,3146
383,Industrial,97.52,73,3418
384,Electronics,457.78,26,3491
385,Tools,268.21,27,3170
386,Games,484.37,52,3394
387,Books,305.18,51,3044
388,Grocery,100.52,35,3920
389,Sports,96.74,15,3170
390,Automotive,349.12,88,3722
391,Industrial,30.49,13,3555
392,Automotive,112.27,81,3092
393,Music,435.02,11,3859
394,Games,99.56,75,3120
395,Clothing,238.59,41,3472
396,Home,72.5,23,3517
397,Garden,163.57,85,3963
398,Shoes,70.46,83,3466
399,Tools,189.02,75,3485
400,Computers,99.52,72,3707
401,Clothing,248.13,7,3421
402,Clothing,74.69,46,3206
403,Beauty,248.61,61,3680
404,Shoes,418.59,50,3159
405,Music,185.02,6,3669
406,Books,128.36,4,3297
407,Books,390.54,56,3574
408,Beauty,340.87,3,3829
409,Automotive,310.51,80,3766
410,Kids,315.07,22,3558
411,Jewelery,183.18,62,3126
412,Computers,191.55,45,3630
413,Garden,103.52,35,3597
414,Beauty,351.4,32,3215
415,Sports,200.05,4,3655
416,Clothing,405.37,49,3945
417,Movies,297.02,77,3957
418,Shoes,491.99,55,3468
419,Garden,141.07,57,3586
420,Health,357.76,65,3413
421,Health,443.77,28,3099
422,Music,456.53,68,3247
423,Computers,118.37,7,3663
424,Grocery,486.52,78,3430
425,Computers,134.57,80,3328
426,Tools,67.27,90,3138
427,Baby,255.33,23,3256
428,Grocery,47.16,56,3803
429,Sports,339.03,62,3116
430,Health,287.21,90,3082
431,Beauty,391.68,11,3895
432,Grocery,345.69,27,3385
433,Sports,176.56,66,3823
434,Music,229.86,23,3535
435,Outdoors,167.18,27,3198
436,Home,341.74,79,3088
437,Health,116.2,8,3084
438,Movies,123.74,29,3152
439,Grocery,173.55,82,3948
440,Outdoors,317.25,73,3455
441,Beauty,55.6,78,3285
442,Automotive,378.11,2,3541
443,Games,172.15,26,3456
444,Movies,187.09,18,3494
445,Music,35.85,64,3281
446,Games,418.58,58,3173
447,Shoes,89.62,61,3807
448,Books,189.0,79,3087
449,Music,344.27,89,3499
450,Sports,412.42,86,3793
451,Toys,45.54,23,3404
452,Computers,413.73,31,3048
453,Movies,435.43,4,3665
454,Garden,430.51,23,3664
455,Shoes,349.73,90,3432
456,Health,36.32,26,3226
457,Music,191.71,5,3015
458,Clothing,349.46,3,3623
459,Toys,226.29,21,3280
460,Tools,199.06,22,3620
461,Kids,294.04,28,3365
462,Outdoors,257.48,12,3043
463,Baby,133.29,25,3152
464,Sports,196.08,38,3593
465,Automotive,162.33,55,3463
466,Sports,238.3,90,3083
467,Music,155.57,46,3133
468,Games,75.29,71,3842
469,Music,232.28,80,3239
470,Baby,88.01,83,3038
471,Music,398.07,49,3136
472,Industrial,466.03,47,3370
473,Beauty,82.98,26,3462
474,Home,235.87,37,3730
475,Toys,363.51,19,3662
476,Music,353.8,25,3432
477,Jewelery,374.66,33,3996
478,Games,153.83,24,3592
479,Electronics,229.95,79,3719
480,Tools,478.31,29,3531
481,Clothing,391.85,12,3042
482,Industrial,414.18,11,3584
483,Automotive,259.56,71,3522
484,Clothing,80.94,45,3699
485,Kids,149.58,81,3839
486,Beauty,108.57,23,3393
487,Tools,446.06,41,3201
488,Industrial,329.34,4,3685
489,Jewelery,403.79,36,3882
490,Industrial,427.47,26,3333
491,Games,428.23,19,3919
492,Home,225.04,16,3731
493,Clothing,391.42,2,3016
494,Jewelery,94.54,33,3063
495,Health,297.08,86,3341
496,Shoes,150.11,88,3292
497,Garden,109.72,58,3810
498,Baby,110.69,38,3121
499,Electronics,333.8,31,3209
500,Games,54.78,84,3271
501,Electronics,310.7,41,3262
502,Grocery,466.19,22,3627
503,Health,260.59,59,3898
504,Garden,455.62,60,3785
505,Industrial,335.31,50,3411
506,Jewelery,11.87,14,3059
507,Jewelery,390.9,57,3303
508,Kids,84.88,81,3778
509,Toys,465.45,24,3847
510,Games,289.93,56,3573
511,Sports,70.43,47,3023
512,Clothing,155.77,16,3669
513,Tools,18.84,74,3581
514,Baby,19.09,79,3456
515,Outdoors,474.88,59,3217
516,Baby,268.63,46,3888
517,Beauty,472.45,58,3864
518,Computers,472.98,13,3903
519,Garden,426.37,19,3991
520,Health,82.35,68,3059
521,Clothing,249.19,59,3706
522,Toys,153.31,80,3414
523,Kids,161.82,55,3977
524,Automotive,412.78,79,3188
525,Baby,152.4,28,3065
526,Garden,414.29,43,3672
527,Toys,402.6,72,3571
528,Books,230.92,83,3781
529,Automotive,257.29,54,3535
530,Jewelery,367.1,66,3656
531,Electronics,310.26,38,3820
532,Games,266.63,40,3239
533,Books,328.19,33,3204
534,Health,170.28,25,3774
535,Music,4.58,83,3981
536,Kids,454.43,80,3368
537,Grocery,116.48,42,3262
538,Sports,238.52,74,3721
539,Jewelery,410.52,60,3074
540,Beauty,236.72,19,3674
541,Garden,364.03,74,3265
542,Tools,35.51,65,3053
543,Toys,297.14,75,3966
544,Sports,87.66,87,3779
545,Health,2.96,27,3616
546,Outdoors,462.81,9,3541
547,Music,271.74,11,3658
548,Clothing,448.18,12,3509
549,Outdoors,32.8,6,3235
550,Sports,390.96,27,3616
551,Kids,370.43,84,3480
552,Movies,396.16,40,3710
553,Industrial,242.76,43,3943
554,Sports,84.68,65,3353
555,Toys,373.22,71,3743
556,Electronics,57.85,20,3025
557,Automotive,100.56,88,3902
558,Computers,219.04,13,3087
559,Industrial,129.86,89,3586
560,Grocery,413.73,47,3616
561,Industrial,411.61,57,3088
562,Computers,251.83,82,3899
563,Kids,419.12,53,3635
564,Electronics,294.71,67,3964
565,Industrial,361.64,67,3419
566,Movies,271.71,49,3123
567,Garden,262.09,44,3587
568,Kids,71.7,78,3503
569,Baby,385.41,26,3580
570,Jewelery,98.37,59,3757
571,Home,348.17,1,3333
572,Computers,489.7,13,3469
573,Clothing,379.07,2,3115
574,Health,39.91,70,3081
575,Tools,271.56,45,3724
576,Games,252.7,41,3301
577,Jewelery,216.79,18,3101
578,Games,197.07,61,3652
579,Games,238.66,36,3344
580,Beauty,180.1,80,3090
581,Garden,66.51,11,3402
582,Tools,79.75,80,3736
583,Music,355.58,65,3183
584,Books,237.89,35,3048
585,Health,94.84,28,3121
586,Music,178.26,47,3580
587,Garden,163.78,72,3353
588,Home,237.85,29,3244
589,Toys,487.76,80,3476
590,Clothing,416.02,52,3436
591,Shoes,435.07,39,3595
592,Toys,233.76,43,3707
593,Clothing,350.73,27,3281
594,Beauty,99.21,3,3620
595,Shoes,495.86,39,3927
596,Grocery,98.3,36,3800
597,Automotive,51.09,22,3864
598,Outdoors,289.68,53,3272
599,Garden,29.65,47,3910
600,Toys,161.38,65,3569
601,Toys,34.6,69,3408
602,Home,172.3,66,3761
603,Outdoors,122.86,86,3303
604,Movies,345.54,3,3660
605,Shoes,52.65,67,3102
606,Games,197.23,52,3747
607,Kids,338.08,39,3569
608,Computers,343.29,40,3519
609,Games,299.14,3,3256
610,Beauty,148.13,90,3005
611,Tools,158.1,17,3006
612,Garden,283.11,12,3228
613,Movies,208.65,32,3097
614,Automotive,439.52,32,3845
615,Games,337.71,36,3242
616,Outdoors,110.29,13,3661
617,Baby,26.6,88,3655
618,Tools,254.76,41,3348
619,Clothing,402.6,81,3394
620,Music,254.66,57,3408
621,Grocery,73.12,61,3856
622,Industrial,123.14,11,3717
623,Industrial,295.65,66,3203
624,Jewelery,487.1,3,3143
625,Beauty,126.35,77,3507
626,Sports,250.18,9,3622
627,Home,455.05,3,3835
628,Industrial,401.62,88,3184
629,Beauty,439.82,90,3899
630,Kids,123.71,10,3813
631,Kids,265.63,56,3365
632,Electronics,76.25,11,3152
633,Grocery,13.7,52,3179
634,Automotive,291.43,76,3628
635,Garden,331.02,87,3992
636,Shoes,345.46,42,3185
637,Garden,16.77,68,3286
638,Kids,142.21,32,3234
639,Beauty,243.99,45,3495
640,Tools,61.15,48,3960
641,Books,131.72,4,3892
642,Industrial,268.47,27,3735
643,Music,347.57,23,3368
644,Grocery,297.36,77,3095
645,Sports,245.79,29,3954
646,Sports,198.65,25,3245
647,Automotive,309.8,14,3680
648,Grocery,36.91,85,3696
649,Clothing,254.69,39,3098
650,Books,88.75,25,3431
651,Outdoors,74.29,73,3921
652,Outdoors,193.6,18,3416
653,Health,93.56,79,3879
654,Sports,65.45,2,3990
655,Shoes,118.72,36,3538
656,Toys,105.6,89,3939
657,Sports,262.78,72,3340
658,Jewelery,390.58,15,3694
659,Home,73.62,87,3590
660,Automotive,58.59,5,3306
661,Toys,37.62,21,3349
662,Industrial,290.15,82,3407
663,Tools,332.94,46,3906
664,Baby,467.81,4,3547
665,Games,367.68,90,3532
666,Kids,410.67,89,3354
667,Baby,124.85,87,3639
668,Jewelery,135.56,79,3644
669,Automotive,367.03,81,3019
670,Jewelery,328.59,3,3345
671,Books,499.68,11,3901
672,Music,246.82,8,3196
673,Grocery,76.7,72,3342
674,Books,471.35,33,3807
675,Automotive,331.93,20,3910
676,Electronics,146.35,38,3320
677,Grocery,206.62,36,3330
678,Books,344.71,62,3285
679,Computers,209.39,63,3593
680,Electronics,79.68,33,3697
681,Music,330.28,89,3438
682,Shoes,50.18,65,3645
683,Kids,216.11,35,3802
684,Outdoors,27.47,65,3512
685,Toys,267.68,17,3128
686,Clothing,478.98,3,3879
687,Grocery,290.92,6,3762
688,Books,355.84,55,3925
689,Beauty,465.08,87,3891
690,Baby,18.38,10,3216
691,Movies,303.79,88,3285
692,Computers,425.44,63,3830
693,Grocery,456.55,1,3763
694,Health,111.21,68,3841
695,Beauty,229.91,44,3734
696,Clothing,283.91,5,3707
697,Tools,180.59,68,3741
698,Kids,184.33,13,3533
699,Jewelery,359.95,17,3071
700,Garden,428.1,66,3493
701,Automotive,230.57,12,3183
702,Books,202.91,58,3435
703,Jewelery,38.52,17,3692
704,Computers,200.85,88,3437
705,Computers,461.91,68,3218
706,Tools,464.6,38,3741
707,Music,182.53,55,3483
708,Kids,375.89,68,3757
709,Grocery,457.66,87,3616
710,Grocery,12.86,49,3144
711,Health,14.52,37,3756
712,Automotive,2.03,35,3983
713,Baby,118.42,73,3006
714,Computers,251.17,7,3164
715,Tools,160.73,32,3029
716,Industrial,34.81,38,3011
717,Computers,284.29,35,3438
718,Jewelery,45.94,17,3116
719,Clothing,64.05,77,3560
720,Clothing,270.4,32,3666
721,Home,48.43,5,3257
722,Books,212.08,56,3662
723,Movies,356.82,73,3806
724,Baby,110.79,74,3086
725,Home,494.77,18,3254
726,Computers,310.87,78,3629
727,Electronics,33.62,72,3302
728,Outdoors,448.17,34,3750
729,Computers,76.4,64,3999
730,Tools,439.9,77,3174
731,Games,109.48,51,3140
732,Computers,245.88,61,3674
733,Sports,34.33,88,3787
734,Games,23.32,87,4000
735,Sports,305.56,25,3246
736,Sports,362.11,45,3921
737,Music,283.0,21,3993
738,Industrial,286.04,90,3054
739,Clothing,185.26,27,3791
740,Beauty,332.3,1,3709
741,Grocery,384.77,85,3395
742,Tools,364.32,75,3539
743,Shoes,46.88,2,3419
744,Industrial,412.33,75,3750
745,Home,240.53,11,3746
746,Computers,461.15,83,3841
747,Jewelery,286.12,30,3386
748,Movies,119.39,56,3931
749,Jewelery,306.56,44,3991
750,Baby,79.43,3,3957
751,Industrial,493.74,32,3626
752,Music,164.11,21,3343
753,Music,75.58,28,3994
754,Jewelery,404.96,72,3494
755,Garden,309.27,84,3639
756,Baby,312.4,27,3590
757,Clothing,73.02,17,3149
758,Movies,84.57,4,3963
759,Sports,385.97,26,3713
760,Toys,285.46,21,3052
761,Home,79.35,21,3467
762,Jewelery,40.23,73,3827
763,Sports,198.05,66,3137
764,Shoes,352.6,35,3321
765,Music,122.61,47,3603
766,Grocery,480.84,69,3336
767,Tools,167.21,12,3512
768,Shoes,473.78,63,3895
769,Kids,285.38,53,3590
770,Tools,228.49,4,3714
771,Clothing,303.4,78,3017
772,Jewelery,148.26,55,3883
773,Automotive,60.67,57,3086
774,Kids,367.22,21,3542
775,Sports,186.75,17,3865
776,Automotive,391.15,76,3770
777,Garden,314.89,35,3608
778,Books,16.18,30,3855
779,Games,175.11,86,3369
780,Books,124.61,10,3334
781,Automotive,430.49,88,3792
782,Outdoors,64.14,39,3520
783,Sports,154.6,34,3601
784,Kids,446.32,12,3544
785,Electronics,98.52,35,3416
786,Beauty,264.03,64,3197
787,Shoes,236.8,6,3603
788,Automotive,156.38,31,3509
789,Toys,412.97,2,3321
790,Industrial,262.97,79,3393
791,Jewelery,229.09,50,3489
792,Baby,494.49,71,3715
793,Electronics,170.76,70,3571
794,Baby,486.65,55,3236
795,Games,388.13,11,3665
796,Shoes,299.39,66,3240
797,Clothing,205.13,68,3575
798,Tools,192.43,65,3699
799,Garden,208.03,23,3842
800,Beauty,285.32,64,3547
801,Beauty,267.77,45,3842
802,Home,339.19,28,3731
803,Toys,138.83,84,3543
804,Toys,332.95,41,3843
805,Baby,131.43,14,3693
806,Electronics,252.16,83,3277
807,Garden,455.82,48,3900
808,Outdoors,395.73,45,3549
809,Sports,57.59,63,3192
810,Health,397.53,38,3579
811,Shoes,431.24,18,3854
812,Clothing,4.77,71,3842
813,Books,349.08,20,3058
814,Sports,340.7,88,3899
815,Garden,394.82,38,3164
816,Beauty,108.55,80,3493
817,Garden,487.63,21,3868
818,Kids,170.11,56,3427
819,Shoes,161.81,82,3759
820,Clothing,443.72,45,3892
821,Clothing,310.31,32,3246
822,Grocery,119.63,28,3551
823,Jewelery,369.95,65,3103
824,Beauty,393.94,2,3353
825,Grocery,422.88,7,3236
826,Home,370.44,8,3226
827,Games,221.58,73,3162
828,Computers,273.86,2,3598
829,Home,245.9,56,3748
830,Sports,282.32,64,3842
831,Outdoors,196.15,38,3407
832,Beauty,307.26,51,3217
833,Beauty,58.06,35,3018
834,Electronics,347.65,45,3411
835,Outdoors,380.37,36,3987
836,Automotive,77.89,6,3568
837,Garden,465.03,49,3690
838,Clothing,81.81,85,3702
839,Sports,405.53,1,3015
840,Garden,101.46,12,3200
841,Outdoors,344.33,59,3281
842,Computers,204.16,2,3731
843,Automotive,41.91,37,3843
844,Tools,205.86,6,3575
845,Industrial,458.31,47,3381
846,Jewelery,194.21,24,3208
847,Sports,427.72,53,3081
848,Tools,167.95,64,3511
849,Automotive,378.01,32,3279
850,Outdoors,160.07,52,3230
851,Toys,24.12,73,3052
852,Outdoors,407.66,10,3633
853,Electronics,498.39,58,3056
854,Tools,258.14,51,3665
855,Grocery,428.41,52,3998
856,Baby,458.59,11,3259
857,Movies,447.53,76,3112
858,Books,473.39,49,3405
859,Automotive,243.48,51,3823
860,Tools,497.32,77,3846
861,Shoes,138.82,88,3020
862,Sports,250.62,77,3523
863,Computers,29.34,55,3969
864,Beauty,76.54,12,3049
865,Home,40.15,62,3557
866,Automotive,105.21,38,3489
867,Kids,255.55,44,3066
868,Grocery,303.24,32,3244
869,Industrial,27.66,12,3601
870,Sports,76.74,58,3817
871,Books,50.25,11,3024
872,Tools,62.62,23,3833
873,Baby,241.95,52,3262
874,Baby,460.22,4,3767
875,Shoes,80.14,29,3080
876,Sports,101.66,20,3546
877,Clothing,418.17,20,3325
878,Jewelery,138.58,52,3884
879,Beauty,305.01,60,3254
880,Shoes,16.33,76,3274
881,Movies,228.27,7,3105
882,Tools,15.14,61,3870
883,Industrial,380.67,25,3285
884,Books,95.7,50,3284
885,Kids,481.54,16,3401
886,Outdoors,394.48,42,3723
887,Shoes,289.68,36,3528
888,Books,53.35,50,3910
889,Computers,456.59,42,3168
890,Electronics,9.13,78,3513
891,Automotive,412.45,63,3848
892,Kids,195.54,24,3530
893,Beauty,361.28,49,3506
894,Home,196.97,49,3454
895,Sports,483.37,57,3232
896,Outdoors,40.2,6,3276
897,Beauty,254.76,37,3543
898,Automotive,389.32,44,3463
899,Jewelery,384.31,70,3718
900,Beauty,487.38,90,3362
901,Shoes,109.53,39,3495
902,Automotive,197.56,6,3244
903,Home,44.19,15,3415
904,Baby,427.36,44,3295
905,Home,307.82,15,3136
906,Garden,125.07,17,3381
907,Beauty,455.55,22,3378
908,Movies,300.1,37,3869
909,Automotive,22.01,21,3060
910,Kids,344.82,51,3142
911,Jewelery,318.18,20,3188
