id,tipo,individual,esquema
1412,0,1,http://dummyimage.com/132x138.bmp/dddddd/000000
1049,2,1,http://dummyimage.com/223x143.png/5fa2dd/ffffff
1789,0,1,http://dummyimage.com/153x100.bmp/ff4444/ffffff
1994,2,0,http://dummyimage.com/158x159.png/dddddd/000000
1436,1,0,http://dummyimage.com/221x175.bmp/5fa2dd/ffffff
1851,2,1,http://dummyimage.com/201x208.png/dddddd/000000
1875,1,1,http://dummyimage.com/139x219.jpg/cc0000/ffffff
1361,2,0,http://dummyimage.com/182x150.bmp/ff4444/ffffff
1037,2,1,http://dummyimage.com/132x161.jpg/dddddd/000000
1797,0,1,http://dummyimage.com/111x240.bmp/5fa2dd/ffffff
1628,0,1,http://dummyimage.com/182x182.jpg/dddddd/000000
1091,0,1,http://dummyimage.com/137x102.png/dddddd/000000
1457,2,0,http://dummyimage.com/165x178.jpg/cc0000/ffffff
1963,1,1,http://dummyimage.com/185x142.bmp/ff4444/ffffff
1285,2,1,http://dummyimage.com/159x215.png/ff4444/ffffff
1860,0,0,http://dummyimage.com/190x182.png/dddddd/000000
1001,1,0,http://dummyimage.com/149x175.bmp/cc0000/ffffff
1091,0,0,http://dummyimage.com/133x120.png/cc0000/ffffff
1858,0,0,http://dummyimage.com/234x206.jpg/ff4444/ffffff
1702,0,0,http://dummyimage.com/250x238.jpg/ff4444/ffffff
1960,1,1,http://dummyimage.com/137x115.png/ff4444/ffffff
1184,0,0,http://dummyimage.com/164x123.jpg/5fa2dd/ffffff
1011,0,1,http://dummyimage.com/186x202.bmp/dddddd/000000
1195,2,1,http://dummyimage.com/248x225.jpg/dddddd/000000
1786,0,0,http://dummyimage.com/161x186.bmp/cc0000/ffffff
1648,1,1,http://dummyimage.com/102x111.bmp/5fa2dd/ffffff
1550,0,0,http://dummyimage.com/187x129.png/5fa2dd/ffffff
1634,1,1,http://dummyimage.com/242x239.png/cc0000/ffffff
1035,1,1,http://dummyimage.com/244x189.png/ff4444/ffffff
1617,0,1,http://dummyimage.com/151x239.bmp/cc0000/ffffff
1076,1,0,http://dummyimage.com/111x117.bmp/dddddd/000000
1103,1,0,http://dummyimage.com/224x211.bmp/5fa2dd/ffffff
1844,2,1,http://dummyimage.com/235x165.png/ff4444/ffffff
1044,2,0,http://dummyimage.com/217x145.png/ff4444/ffffff
1416,1,1,http://dummyimage.com/116x195.jpg/dddddd/000000
1472,2,0,http://dummyimage.com/117x111.png/cc0000/ffffff
1708,2,1,http://dummyimage.com/144x205.jpg/dddddd/000000
1696,0,1,http://dummyimage.com/176x240.jpg/ff4444/ffffff
1706,1,0,http://dummyimage.com/120x225.bmp/ff4444/ffffff
1932,2,0,http://dummyimage.com/238x152.bmp/cc0000/ffffff
1572,2,1,http://dummyimage.com/109x118.jpg/cc0000/ffffff
1731,1,1,http://dummyimage.com/125x229.bmp/ff4444/ffffff
1661,2,1,http://dummyimage.com/169x191.bmp/dddddd/000000
1353,1,1,http://dummyimage.com/215x138.jpg/5fa2dd/ffffff
1831,0,1,http://dummyimage.com/141x115.bmp/dddddd/000000
1934,2,0,http://dummyimage.com/213x129.jpg/5fa2dd/ffffff
1524,2,0,http://dummyimage.com/166x125.png/ff4444/ffffff
1163,2,0,http://dummyimage.com/137x122.jpg/ff4444/ffffff
1939,1,0,http://dummyimage.com/170x216.jpg/cc0000/ffffff
1688,1,1,http://dummyimage.com/185x115.png/dddddd/000000
1425,2,1,http://dummyimage.com/197x147.jpg/cc0000/ffffff
1857,0,1,http://dummyimage.com/250x114.png/ff4444/ffffff
1953,2,0,http://dummyimage.com/100x128.png/ff4444/ffffff
1300,0,0,http://dummyimage.com/191x111.bmp/cc0000/ffffff
1061,0,0,http://dummyimage.com/136x133.jpg/ff4444/ffffff
1691,2,0,http://dummyimage.com/156x238.png/dddddd/000000
1833,1,1,http://dummyimage.com/210x244.bmp/dddddd/000000
1722,1,0,http://dummyimage.com/123x136.bmp/dddddd/000000
1570,0,0,http://dummyimage.com/152x115.png/5fa2dd/ffffff
1571,1,0,http://dummyimage.com/241x247.jpg/5fa2dd/ffffff
1125,2,0,http://dummyimage.com/216x230.jpg/dddddd/000000
1459,1,0,http://dummyimage.com/236x169.bmp/cc0000/ffffff
1109,2,0,http://dummyimage.com/177x213.bmp/cc0000/ffffff
1422,2,0,http://dummyimage.com/130x193.bmp/cc0000/ffffff
1568,1,1,http://dummyimage.com/248x135.jpg/5fa2dd/ffffff
1618,0,0,http://dummyimage.com/174x139.jpg/5fa2dd/ffffff
1519,2,0,http://dummyimage.com/146x109.png/dddddd/000000
1450,0,1,http://dummyimage.com/214x131.jpg/ff4444/ffffff
1807,2,0,http://dummyimage.com/134x233.png/dddddd/000000
1249,2,0,http://dummyimage.com/211x242.png/dddddd/000000
1429,0,0,http://dummyimage.com/171x192.bmp/dddddd/000000
1206,0,0,http://dummyimage.com/240x149.jpg/cc0000/ffffff
1043,2,1,http://dummyimage.com/166x143.bmp/dddddd/000000
1992,2,0,http://dummyimage.com/235x243.png/dddddd/000000
1860,2,0,http://dummyimage.com/129x120.bmp/dddddd/000000
1378,1,0,http://dummyimage.com/168x173.bmp/ff4444/ffffff
1378,2,0,http://dummyimage.com/250x161.jpg/ff4444/ffffff
1392,2,0,http://dummyimage.com/226x173.png/cc0000/ffffff
1050,1,0,http://dummyimage.com/114x234.png/dddddd/000000
1554,1,0,http://dummyimage.com/243x165.png/dddddd/000000
1744,0,0,http://dummyimage.com/226x112.bmp/dddddd/000000
1963,2,0,http://dummyimage.com/230x121.png/cc0000/ffffff
1297,0,1,http://dummyimage.com/152x161.bmp/ff4444/ffffff
1338,0,1,http://dummyimage.com/235x172.bmp/ff4444/ffffff
1590,1,1,http://dummyimage.com/111x242.png/ff4444/ffffff
1581,0,1,http://dummyimage.com/235x219.bmp/cc0000/ffffff
1426,2,1,http://dummyimage.com/166x174.jpg/dddddd/000000
1428,0,1,http://dummyimage.com/224x225.bmp/ff4444/ffffff
1458,1,1,http://dummyimage.com/185x127.png/cc0000/ffffff
1134,0,1,http://dummyimage.com/120x197.bmp/cc0000/ffffff
1985,1,1,http://dummyimage.com/234x236.bmp/cc0000/ffffff
1966,1,1,http://dummyimage.com/102x156.jpg/dddddd/000000
1936,2,0,http://dummyimage.com/120x180.jpg/5fa2dd/ffffff
1628,0,0,http://dummyimage.com/110x197.png/ff4444/ffffff
1224,0,0,http://dummyimage.com/157x154.jpg/ff4444/ffffff
1012,1,1,http://dummyimage.com/250x144.jpg/dddddd/000000
1527,2,0,http://dummyimage.com/207x114.png/5fa2dd/ffffff
1059,0,0,http://dummyimage.com/250x141.png/dddddd/000000
1064,1,1,http://dummyimage.com/184x242.bmp/5fa2dd/ffffff
1687,2,0,http://dummyimage.com/234x116.png/ff4444/ffffff
1711,1,0,http://dummyimage.com/146x159.png/ff4444/ffffff
1130,0,1,http://dummyimage.com/158x113.bmp/5fa2dd/ffffff
1027,0,0,http://dummyimage.com/185x140.jpg/dddddd/000000
1783,0,0,http://dummyimage.com/176x177.jpg/5fa2dd/ffffff
1378,0,1,http://dummyimage.com/193x229.bmp/cc0000/ffffff
1978,0,1,http://dummyimage.com/102x176.png/ff4444/ffffff
1424,1,1,http://dummyimage.com/235x154.jpg/cc0000/ffffff
1959,2,0,http://dummyimage.com/104x237.jpg/5fa2dd/ffffff
1182,2,1,http://dummyimage.com/173x187.bmp/cc0000/ffffff
1177,1,1,http://dummyimage.com/201x131.bmp/dddddd/000000
1462,1,1,http://dummyimage.com/187x181.jpg/cc0000/ffffff
1526,1,1,http://dummyimage.com/102x175.bmp/dddddd/000000
1768,1,0,http://dummyimage.com/227x183.png/cc0000/ffffff
1676,0,0,http://dummyimage.com/139x188.bmp/cc0000/ffffff
1749,1,1,http://dummyimage.com/231x145.bmp/ff4444/ffffff
1536,1,1,http://dummyimage.com/185x225.jpg/cc0000/ffffff
1781,0,0,http://dummyimage.com/173x248.jpg/cc0000/ffffff
1917,0,1,http://dummyimage.com/164x241.jpg/cc0000/ffffff
1307,1,1,http://dummyimage.com/182x249.png/ff4444/ffffff
1763,2,0,http://dummyimage.com/139x114.bmp/dddddd/000000
1887,2,0,http://dummyimage.com/246x235.bmp/dddddd/000000
1390,0,1,http://dummyimage.com/215x172.jpg/ff4444/ffffff
1111,2,1,http://dummyimage.com/149x194.bmp/5fa2dd/ffffff
1460,1,0,http://dummyimage.com/104x168.jpg/cc0000/ffffff
1728,0,1,http://dummyimage.com/229x218.png/5fa2dd/ffffff
1932,1,1,http://dummyimage.com/227x188.bmp/dddddd/000000
1168,2,1,http://dummyimage.com/162x249.jpg/dddddd/000000
1841,1,1,http://dummyimage.com/227x211.jpg/cc0000/ffffff
1411,2,1,http://dummyimage.com/197x191.jpg/dddddd/000000
1075,2,1,http://dummyimage.com/108x148.jpg/cc0000/ffffff
1847,0,0,http://dummyimage.com/133x142.bmp/ff4444/ffffff
1360,2,0,http://dummyimage.com/129x199.bmp/5fa2dd/ffffff
1444,0,0,http://dummyimage.com/176x129.png/5fa2dd/ffffff
1591,1,0,http://dummyimage.com/107x104.jpg/dddddd/000000
1951,2,1,http://dummyimage.com/241x217.png/5fa2dd/ffffff
1170,0,0,http://dummyimage.com/166x195.jpg/dddddd/000000
1251,0,1,http://dummyimage.com/135x124.jpg/ff4444/ffffff
1878,1,1,http://dummyimage.com/189x188.jpg/ff4444/ffffff
1644,2,1,http://dummyimage.com/192x162.jpg/5fa2dd/ffffff
1651,0,1,http://dummyimage.com/223x149.png/ff4444/ffffff
1023,0,0,http://dummyimage.com/241x179.jpg/cc0000/ffffff
1323,0,1,http://dummyimage.com/249x232.jpg/ff4444/ffffff
1336,0,1,http://dummyimage.com/177x222.png/ff4444/ffffff
1283,0,1,http://dummyimage.com/144x101.jpg/5fa2dd/ffffff
1227,1,1,http://dummyimage.com/134x173.jpg/ff4444/ffffff
1336,0,0,http://dummyimage.com/198x133.bmp/5fa2dd/ffffff
1763,1,0,http://dummyimage.com/247x121.png/dddddd/000000
1347,2,1,http://dummyimage.com/150x117.png/ff4444/ffffff
1672,0,1,http://dummyimage.com/105x215.bmp/cc0000/ffffff
1881,2,1,http://dummyimage.com/119x194.png/ff4444/ffffff
1928,0,0,http://dummyimage.com/184x150.jpg/ff4444/ffffff
1204,2,1,http://dummyimage.com/102x158.bmp/5fa2dd/ffffff
1910,1,1,http://dummyimage.com/166x193.jpg/5fa2dd/ffffff
1919,0,0,http://dummyimage.com/114x206.png/dddddd/000000
1210,1,0,http://dummyimage.com/154x119.bmp/cc0000/ffffff
1371,2,1,http://dummyimage.com/118x180.png/ff4444/ffffff
1463,2,0,http://dummyimage.com/168x113.png/5fa2dd/ffffff
1686,0,1,http://dummyimage.com/179x242.bmp/dddddd/000000
1795,2,1,http://dummyimage.com/144x163.png/cc0000/ffffff
1163,0,0,http://dummyimage.com/207x224.jpg/cc0000/ffffff
1535,1,1,http://dummyimage.com/109x237.bmp/5fa2dd/ffffff
1003,2,1,http://dummyimage.com/140x138.bmp/5fa2dd/ffffff
1896,1,1,http://dummyimage.com/197x177.bmp/dddddd/000000
1718,1,0,http://dummyimage.com/142x208.png/5fa2dd/ffffff
1819,2,1,http://dummyimage.com/124x247.bmp/5fa2dd/ffffff
1506,1,0,http://dummyimage.com/190x230.jpg/ff4444/ffffff
1343,2,1,http://dummyimage.com/129x156.png/cc0000/ffffff
1959,2,1,http://dummyimage.com/147x136.png/5fa2dd/ffffff
1297,2,0,http://dummyimage.com/191x135.jpg/cc0000/ffffff
1343,2,0,http://dummyimage.com/246x243.bmp/cc0000/ffffff
1188,2,1,http://dummyimage.com/150x212.bmp/cc0000/ffffff
1848,2,0,http://dummyimage.com/226x116.png/ff4444/ffffff
1199,1,1,http://dummyimage.com/172x111.png/dddddd/000000
1725,2,0,http://dummyimage.com/205x135.png/dddddd/000000
1072,1,0,http://dummyimage.com/214x123.png/dddddd/000000
1680,2,0,http://dummyimage.com/190x108.jpg/ff4444/ffffff
1896,2,0,http://dummyimage.com/146x235.jpg/ff4444/ffffff
1894,2,1,http://dummyimage.com/162x197.png/ff4444/ffffff
1700,2,0,http://dummyimage.com/178x147.bmp/5fa2dd/ffffff
1274,0,1,http://dummyimage.com/136x212.png/5fa2dd/ffffff
1716,0,1,http://dummyimage.com/134x137.bmp/ff4444/ffffff
1916,2,1,http://dummyimage.com/154x228.jpg/ff4444/ffffff
1751,1,1,http://dummyimage.com/190x125.png/dddddd/000000
1606,1,1,http://dummyimage.com/114x188.jpg/dddddd/000000
1346,0,0,http://dummyimage.com/197x207.png/ff4444/ffffff
1306,0,1,http://dummyimage.com/228x247.bmp/cc0000/ffffff
1086,1,1,http://dummyimage.com/121x226.bmp/cc0000/ffffff
1753,0,0,http://dummyimage.com/234x247.jpg/5fa2dd/ffffff
1360,2,0,http://dummyimage.com/193x182.jpg/ff4444/ffffff
1063,1,1,http://dummyimage.com/173x196.png/ff4444/ffffff
1965,0,1,http://dummyimage.com/247x111.bmp/dddddd/000000
1130,1,1,http://dummyimage.com/113x175.png/dddddd/000000
1263,1,0,http://dummyimage.com/233x117.bmp/ff4444/ffffff
1251,1,1,http://dummyimage.com/118x201.jpg/5fa2dd/ffffff
1071,1,1,http://dummyimage.com/177x186.png/ff4444/ffffff
1515,2,1,http://dummyimage.com/234x223.bmp/dddddd/000000
2000,2,0,http://dummyimage.com/208x198.png/ff4444/ffffff
1592,2,1,http://dummyimage.com/101x218.png/5fa2dd/ffffff
1338,0,1,http://dummyimage.com/134x110.bmp/ff4444/ffffff
1571,0,0,http://dummyimage.com/230x198.png/dddddd/000000
1882,0,1,http://dummyimage.com/119x241.png/ff4444/ffffff
1728,1,0,http://dummyimage.com/116x234.png/dddddd/000000
1541,2,0,http://dummyimage.com/248x244.bmp/dddddd/000000
1009,0,1,http://dummyimage.com/216x107.png/5fa2dd/ffffff
1640,2,0,http://dummyimage.com/231x167.bmp/cc0000/ffffff
1310,1,1,http://dummyimage.com/187x247.png/dddddd/000000
1500,2,0,http://dummyimage.com/240x188.png/dddddd/000000
1322,1,1,http://dummyimage.com/155x114.png/cc0000/ffffff
1746,1,1,http://dummyimage.com/196x112.png/cc0000/ffffff
1154,1,1,http://dummyimage.com/186x171.jpg/cc0000/ffffff
1454,2,1,http://dummyimage.com/119x102.jpg/dddddd/000000
1253,2,0,http://dummyimage.com/162x193.bmp/ff4444/ffffff
1303,0,1,http://dummyimage.com/239x240.jpg/dddddd/000000
1547,2,0,http://dummyimage.com/185x160.bmp/5fa2dd/ffffff
1276,1,0,http://dummyimage.com/177x182.png/dddddd/000000
1710,0,0,http://dummyimage.com/165x208.bmp/ff4444/ffffff
1222,1,0,http://dummyimage.com/162x114.jpg/ff4444/ffffff
1964,0,1,http://dummyimage.com/136x246.jpg/5fa2dd/ffffff
1443,1,1,http://dummyimage.com/158x135.jpg/cc0000/ffffff
1630,0,0,http://dummyimage.com/130x195.bmp/5fa2dd/ffffff
1380,1,1,http://dummyimage.com/247x213.png/ff4444/ffffff
1502,2,1,http://dummyimage.com/201x110.png/dddddd/000000
1990,1,1,http://dummyimage.com/212x228.bmp/5fa2dd/ffffff
1684,2,1,http://dummyimage.com/223x226.jpg/cc0000/ffffff
1316,0,1,http://dummyimage.com/197x112.bmp/dddddd/000000
1621,0,0,http://dummyimage.com/186x194.png/dddddd/000000
1962,2,1,http://dummyimage.com/236x250.bmp/5fa2dd/ffffff
1661,1,0,http://dummyimage.com/196x247.bmp/ff4444/ffffff
1992,0,1,http://dummyimage.com/133x191.png/cc0000/ffffff
1368,0,1,http://dummyimage.com/198x132.png/dddddd/000000
1335,2,0,http://dummyimage.com/189x109.png/dddddd/000000
1210,2,1,http://dummyimage.com/133x162.png/cc0000/ffffff
1740,1,1,http://dummyimage.com/165x134.png/cc0000/ffffff
1164,0,1,http://dummyimage.com/180x223.png/ff4444/ffffff
1854,0,1,http://dummyimage.com/233x148.bmp/cc0000/ffffff
1921,0,0,http://dummyimage.com/142x222.bmp/dddddd/000000
1380,0,0,http://dummyimage.com/239x184.bmp/5fa2dd/ffffff
1301,1,0,http://dummyimage.com/213x149.bmp/dddddd/000000
1004,1,0,http://dummyimage.com/148x154.jpg/5fa2dd/ffffff
1272,1,1,http://dummyimage.com/231x146.jpg/cc0000/ffffff
1296,1,0,http://dummyimage.com/149x222.png/cc0000/ffffff
1233,0,0,http://dummyimage.com/125x111.png/cc0000/ffffff
1482,2,1,http://dummyimage.com/187x195.jpg/5fa2dd/ffffff
1189,0,0,http://dummyimage.com/196x177.bmp/5fa2dd/ffffff
1058,2,1,http://dummyimage.com/157x152.jpg/cc0000/ffffff
1756,0,1,http://dummyimage.com/147x130.jpg/ff4444/ffffff
1964,1,1,http://dummyimage.com/134x214.jpg/ff4444/ffffff
1771,1,1,http://dummyimage.com/145x231.png/dddddd/000000
1395,0,0,http://dummyimage.com/165x180.jpg/5fa2dd/ffffff
1722,2,1,http://dummyimage.com/177x245.bmp/cc0000/ffffff
1210,2,1,http://dummyimage.com/205x100.png/dddddd/000000
1134,2,0,http://dummyimage.com/122x117.png/ff4444/ffffff
1593,2,1,http://dummyimage.com/135x242.png/ff4444/ffffff
1166,2,0,http://dummyimage.com/122x203.bmp/5fa2dd/ffffff
1264,2,1,http://dummyimage.com/107x147.jpg/cc0000/ffffff
1156,2,1,http://dummyimage.com/136x188.bmp/5fa2dd/ffffff
1165,2,1,http://dummyimage.com/231x246.jpg/cc0000/ffffff
1181,2,1,http://dummyimage.com/160x212.bmp/5fa2dd/ffffff
1956,2,0,http://dummyimage.com/238x158.jpg/5fa2dd/ffffff
1995,1,0,http://dummyimage.com/229x151.bmp/ff4444/ffffff
1527,1,1,http://dummyimage.com/107x181.bmp/ff4444/ffffff
1618,1,1,http://dummyimage.com/209x167.png/dddddd/000000
1406,2,0,http://dummyimage.com/146x118.png/5fa2dd/ffffff
1395,2,1,http://dummyimage.com/146x131.jpg/cc0000/ffffff
1320,1,0,http://dummyimage.com/143x163.jpg/dddddd/000000
1780,1,1,http://dummyimage.com/227x190.bmp/5fa2dd/ffffff
1742,0,0,http://dummyimage.com/232x185.bmp/ff4444/ffffff
1673,0,1,http://dummyimage.com/187x110.jpg/5fa2dd/ffffff
1685,0,1,http://dummyimage.com/120x121.png/cc0000/ffffff
1318,0,0,http://dummyimage.com/128x243.jpg/cc0000/ffffff
1634,2,1,http://dummyimage.com/156x203.bmp/5fa2dd/ffffff
1645,0,1,http://dummyimage.com/152x142.jpg/ff4444/ffffff
1272,2,1,http://dummyimage.com/246x148.png/cc0000/ffffff
1641,2,1,http://dummyimage.com/103x199.bmp/5fa2dd/ffffff
1774,1,0,http://dummyimage.com/196x213.jpg/5fa2dd/ffffff
1210,2,1,http://dummyimage.com/166x209.png/dddddd/000000
1323,1,0,http://dummyimage.com/124x173.png/5fa2dd/ffffff
1746,0,1,http://dummyimage.com/185x158.jpg/ff4444/ffffff
1162,0,1,http://dummyimage.com/225x126.jpg/cc0000/ffffff
1919,1,0,http://dummyimage.com/177x115.bmp/5fa2dd/ffffff
1150,2,0,http://dummyimage.com/160x170.jpg/dddddd/000000
1654,2,0,http://dummyimage.com/168x240.png/5fa2dd/ffffff
1821,0,0,http://dummyimage.com/111x167.png/cc0000/ffffff
1474,1,0,http://dummyimage.com/247x198.jpg/cc0000/ffffff
1413,1,0,http://dummyimage.com/127x195.jpg/cc0000/ffffff
1578,0,1,http://dummyimage.com/125x147.jpg/5fa2dd/ffffff
1391,0,0,http://dummyimage.com/146x221.bmp/dddddd/000000
1036,1,0,http://dummyimage.com/201x176.png/ff4444/ffffff
1668,1,1,http://dummyimage.com/184x111.png/5fa2dd/ffffff
1301,1,0,http://dummyimage.com/141x112.bmp/5fa2dd/ffffff
1814,0,1,http://dummyimage.com/122x135.png/5fa2dd/ffffff
1807,1,1,http://dummyimage.com/242x235.png/dddddd/000000
1359,1,0,http://dummyimage.com/230x168.bmp/ff4444/ffffff
1778,1,0,http://dummyimage.com/112x245.bmp/cc0000/ffffff
1147,0,1,http://dummyimage.com/178x223.bmp/dddddd/000000
1653,1,0,http://dummyimage.com/222x227.png/cc0000/ffffff
1669,2,0,http://dummyimage.com/101x228.jpg/5fa2dd/ffffff
1033,1,0,http://dummyimage.com/199x231.png/ff4444/ffffff
1599,1,1,http://dummyimage.com/151x101.jpg/ff4444/ffffff
1572,2,0,http://dummyimage.com/232x171.png/dddddd/000000
1821,0,0,http://dummyimage.com/220x218.bmp/dddddd/000000
1841,2,0,http://dummyimage.com/107x228.png/cc0000/ffffff
1197,0,1,http://dummyimage.com/250x174.bmp/5fa2dd/ffffff
1532,2,0,http://dummyimage.com/144x178.bmp/dddddd/000000
1616,1,1,http://dummyimage.com/202x123.bmp/cc0000/ffffff
1476,1,0,http://dummyimage.com/247x198.bmp/5fa2dd/ffffff
1248,2,0,http://dummyimage.com/175x220.bmp/5fa2dd/ffffff
1835,2,0,http://dummyimage.com/107x221.bmp/ff4444/ffffff
1218,1,1,http://dummyimage.com/123x160.bmp/cc0000/ffffff
1825,0,0,http://dummyimage.com/198x219.jpg/dddddd/000000
1393,2,1,http://dummyimage.com/165x173.jpg/5fa2dd/ffffff
1105,0,1,http://dummyimage.com/153x200.bmp/ff4444/ffffff
1205,0,1,http://dummyimage.com/160x204.png/5fa2dd/ffffff
1813,1,1,http://dummyimage.com/206x203.png/dddddd/000000
1274,0,1,http://dummyimage.com/139x185.jpg/cc0000/ffffff
1801,0,0,http://dummyimage.com/197x102.png/5fa2dd/ffffff
1812,1,0,http://dummyimage.com/219x247.jpg/ff4444/ffffff
1738,1,0,http://dummyimage.com/114x178.png/ff4444/ffffff
1055,0,0,http://dummyimage.com/246x104.png/cc0000/ffffff
1276,0,0,http://dummyimage.com/158x198.bmp/cc0000/ffffff
1528,2,0,http://dummyimage.com/103x146.jpg/ff4444/ffffff
1407,0,1,http://dummyimage.com/107x191.jpg/5fa2dd/ffffff
1823,2,1,http://dummyimage.com/114x117.jpg/dddddd/000000
1444,1,0,http://dummyimage.com/132x185.png/5fa2dd/ffffff
1947,2,0,http://dummyimage.com/147x155.bmp/cc0000/ffffff
1342,1,1,http://dummyimage.com/118x243.png/5fa2dd/ffffff
1058,0,0,http://dummyimage.com/139x154.bmp/ff4444/ffffff
1502,2,1,http://dummyimage.com/170x218.jpg/ff4444/ffffff
1147,0,1,http://dummyimage.com/235x123.bmp/dddddd/000000
1455,1,1,http://dummyimage.com/229x159.png/5fa2dd/ffffff
1703,2,1,http://dummyimage.com/120x152.jpg/5fa2dd/ffffff
1823,1,0,http://dummyimage.com/224x176.jpg/ff4444/ffffff
1580,1,1,http://dummyimage.com/117x104.jpg/5fa2dd/ffffff
1750,2,0,http://dummyimage.com/158x205.bmp/cc0000/ffffff
1691,1,0,http://dummyimage.com/198x144.jpg/5fa2dd/ffffff
1033,1,1,http://dummyimage.com/136x172.bmp/dddddd/000000
1093,0,0,http://dummyimage.com/198x101.jpg/dddddd/000000
1386,1,0,http://dummyimage.com/157x123.jpg/5fa2dd/ffffff
1871,2,1,http://dummyimage.com/176x117.bmp/cc0000/ffffff
1869,0,0,http://dummyimage.com/177x212.jpg/cc0000/ffffff
1253,1,1,http://dummyimage.com/220x113.jpg/cc0000/ffffff
