id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
2133,2019-12-11,2019-12-18 01:32:21 UTC,5,Male,20,331,1561
2134,2018-11-14,2018-11-21 20:48:18 UTC,5,Female,40,68,1617
2135,2018-12-06,2018-12-13 23:37:08 UTC,6,Female,74,588,1789
2136,2019-04-23,2019-04-30 09:56:01 UTC,4,Male,81,737,1211
2137,2020-06-09,2020-06-16 23:51:41 UTC,6,Female,80,447,1724
2138,2018-10-18,2018-10-25 15:14:41 UTC,15,Male,57,226,1599
2139,2019-05-11,2019-05-18 22:43:55 UTC,10,Female,47,764,1423
2140,2019-11-24,2019-12-01 03:51:18 UTC,1,Female,25,697,1623
2141,2020-01-31,2020-02-07 17:22:17 UTC,3,Male,54,734,1963
2142,2019-12-16,2019-12-23 22:25:46 UTC,3,Male,81,432,1239
2143,2018-10-24,2018-10-31 12:09:17 UTC,6,Female,20,711,1924
2144,2019-11-28,2019-12-05 13:29:49 UTC,12,Male,28,965,1778
2145,2019-09-11,2019-09-18 22:08:56 UTC,4,Female,85,613,1976
2146,2018-11-27,2018-12-04 03:20:20 UTC,13,Female,64,47,1645
2147,2018-07-29,2018-08-05 16:01:09 UTC,7,Male,50,346,1157
2148,2019-04-16,2019-04-23 13:13:45 UTC,5,Female,56,431,1656
2149,2019-12-26,2020-01-02 14:48:29 UTC,12,Female,65,248,1205
2150,2018-09-03,2018-09-10 19:02:47 UTC,16,Male,20,109,1664
2151,2019-08-09,2019-08-16 14:58:48 UTC,11,Male,25,377,1102
2152,2018-07-25,2018-08-01 21:32:39 UTC,16,Female,48,396,1205
2153,2018-06-21,2018-06-28 19:45:19 UTC,14,Female,75,628,1115
2154,2019-01-12,2019-01-19 23:44:54 UTC,13,Male,97,143,1332
2155,2018-07-30,2018-08-06 23:55:51 UTC,14,Male,81,722,1097
2156,2018-08-29,2018-09-05 09:29:22 UTC,14,Female,80,602,1165
2157,2018-08-21,2018-08-28 08:35:20 UTC,1,Male,37,790,1646
2158,2018-06-01,2018-06-08 14:31:47 UTC,7,Male,67,221,1473
2159,2018-08-21,2018-08-28 10:05:43 UTC,7,Male,63,515,1727
2160,2019-06-21,2019-06-28 02:05:56 UTC,18,Male,39,511,1627
2161,2020-06-13,2020-06-20 10:56:10 UTC,5,Female,60,507,1933
2162,2019-04-06,2019-04-13 14:36:28 UTC,20,Male,80,881,1721
2163,2020-07-21,2020-07-28 05:40:11 UTC,20,Female,77,751,1477
2164,2018-08-06,2018-08-13 22:09:21 UTC,8,Female,53,630,1147
2165,2019-11-12,2019-11-19 21:51:50 UTC,16,Male,99,506,1765
2166,2019-01-17,2019-01-24 05:39:52 UTC,7,Male,75,117,1962
2167,2018-10-05,2018-10-12 19:40:49 UTC,14,Female,20,784,1570
2168,2020-05-13,2020-05-20 08:18:41 UTC,7,Male,73,798,1334
2169,2020-06-01,2020-06-08 04:44:14 UTC,12,Male,81,600,1906
2170,2018-06-23,2018-06-30 13:07:05 UTC,2,Male,64,385,1111
2171,2019-01-08,2019-01-15 13:32:44 UTC,8,Male,52,923,1712
2172,2019-02-11,2019-02-18 06:16:51 UTC,15,Female,99,631,1128
2173,2019-10-03,2019-10-10 07:59:24 UTC,16,Male,21,458,1430
2174,2018-11-06,2018-11-13 20:09:30 UTC,4,Male,95,761,1241
2175,2018-12-24,2018-12-31 13:06:42 UTC,20,Female,57,138,1619
2176,2018-12-03,2018-12-10 04:46:52 UTC,15,Male,50,940,1953
2177,2019-12-17,2019-12-24 15:49:20 UTC,15,Male,52,245,1589
2178,2019-03-06,2019-03-13 18:23:31 UTC,14,Male,43,670,1514
2179,2020-02-24,2020-03-02 21:32:22 UTC,3,Female,16,994,1920
2180,2019-10-19,2019-10-26 14:18:01 UTC,10,Male,14,927,1144
2181,2019-01-05,2019-01-12 02:01:30 UTC,7,Male,35,57,1463
2182,2019-07-01,2019-07-08 23:56:17 UTC,15,Male,88,894,1595
2183,2018-06-16,2018-06-23 06:18:33 UTC,3,Female,41,619,1988
2184,2018-08-30,2018-09-06 09:22:31 UTC,1,Male,36,765,1928
2185,2018-12-04,2018-12-11 16:15:17 UTC,13,Female,60,16,1122
2186,2019-06-04,2019-06-11 11:44:20 UTC,1,Male,88,199,1536
2187,2018-02-20,2018-02-27 16:01:08 UTC,15,Female,30,369,1501
2188,2019-10-25,2019-11-01 16:50:11 UTC,14,Male,37,670,1995
2189,2019-10-11,2019-10-18 10:42:45 UTC,14,Male,25,913,1391
2190,2020-07-05,2020-07-12 17:54:57 UTC,11,Male,21,74,1928
2191,2019-03-16,2019-03-23 18:01:04 UTC,10,Male,96,952,1658
2192,2020-04-26,2020-05-03 16:06:41 UTC,16,Male,23,910,1049
2193,2019-05-20,2019-05-27 08:30:09 UTC,14,Female,17,708,1945
2194,2020-04-19,2020-04-26 06:11:47 UTC,18,Female,94,851,1023
2195,2019-02-07,2019-02-14 13:35:59 UTC,7,Female,44,706,1827
2196,2019-09-13,2019-09-20 13:47:54 UTC,1,Female,63,66,1509
2197,2018-03-31,2018-04-07 14:32:55 UTC,5,Female,77,73,1796
2198,2019-08-12,2019-08-19 19:41:06 UTC,17,Female,32,670,1732
2199,2020-03-26,2020-04-02 01:57:51 UTC,15,Female,35,730,1950
2200,2019-06-18,2019-06-25 04:31:51 UTC,11,Male,24,635,1663
2201,2019-11-27,2019-12-04 14:16:21 UTC,20,Male,72,380,1024
2202,2018-10-15,2018-10-22 20:38:07 UTC,9,Female,52,681,1566
2203,2018-12-26,2019-01-02 04:42:59 UTC,12,Female,90,78,1619
2204,2018-09-16,2018-09-23 06:47:08 UTC,12,Female,15,620,1388
2205,2020-01-08,2020-01-15 07:18:02 UTC,9,Male,12,240,1621
2206,2019-02-09,2019-02-16 16:23:18 UTC,1,Female,97,251,1425
2207,2018-12-09,2018-12-16 04:10:29 UTC,19,Male,51,813,1974
2208,2018-11-29,2018-12-06 23:43:49 UTC,3,Female,13,171,1657
2209,2019-04-30,2019-05-07 19:03:53 UTC,13,Female,67,36,1452
2210,2020-02-24,2020-03-02 01:17:46 UTC,9,Male,85,717,1599
2211,2019-08-27,2019-09-03 00:14:36 UTC,8,Female,56,254,1727
2212,2020-03-13,2020-03-20 06:15:22 UTC,10,Male,91,396,1512
2213,2020-03-18,2020-03-25 00:42:00 UTC,7,Male,32,376,1637
2214,2020-03-21,2020-03-28 07:30:13 UTC,12,Male,57,503,1500
2215,2018-11-24,2018-12-01 13:55:02 UTC,17,Male,12,726,1438
2216,2019-10-18,2019-10-25 07:20:07 UTC,7,Male,30,156,1569
2217,2018-02-24,2018-03-03 18:41:28 UTC,18,Female,47,93,1504
2218,2019-07-01,2019-07-08 13:55:40 UTC,9,Male,47,500,1699
2219,2018-05-01,2018-05-08 07:49:03 UTC,9,Male,10,191,1399
2220,2018-05-22,2018-05-29 17:44:53 UTC,7,Male,64,227,1318
2221,2020-04-14,2020-04-21 06:05:37 UTC,14,Female,60,120,2000
2222,2019-04-19,2019-04-26 22:57:01 UTC,2,Female,79,711,1846
2223,2019-10-17,2019-10-24 16:18:47 UTC,15,Female,36,462,1920
2224,2020-01-09,2020-01-16 22:21:08 UTC,15,Male,43,293,1441
2225,2018-02-04,2018-02-11 12:11:58 UTC,18,Female,53,810,1733
2226,2020-04-20,2020-04-27 22:24:05 UTC,20,Male,82,713,1887
2227,2020-02-01,2020-02-08 17:50:40 UTC,13,Male,14,447,1562
2228,2019-10-06,2019-10-13 15:24:15 UTC,16,Female,16,897,1032
2229,2019-11-11,2019-11-18 20:02:36 UTC,13,Male,13,987,1171
2230,2019-10-27,2019-11-03 18:11:26 UTC,7,Female,85,951,1072
2231,2020-01-05,2020-01-12 15:38:17 UTC,8,Male,89,301,1958
2232,2018-12-01,2018-12-08 06:09:15 UTC,15,Female,86,52,1743
2233,2020-03-22,2020-03-29 12:39:28 UTC,7,Female,83,852,1868
2234,2019-07-13,2019-07-20 06:21:53 UTC,6,Female,39,224,1038
2235,2018-02-21,2018-02-28 08:39:02 UTC,12,Male,50,779,1178
2236,2018-09-25,2018-10-02 12:12:11 UTC,4,Male,91,309,1102
2237,2018-10-08,2018-10-15 00:35:32 UTC,20,Female,38,292,1430
2238,2018-11-15,2018-11-22 22:16:54 UTC,15,Male,94,58,1787
2239,2018-08-21,2018-08-28 05:48:57 UTC,17,Male,94,879,1842
2240,2018-11-16,2018-11-23 06:55:24 UTC,18,Male,78,778,1911
2241,2020-03-12,2020-03-19 03:15:21 UTC,14,Male,67,805,1559
2242,2018-05-13,2018-05-20 14:41:08 UTC,5,Female,91,627,1300
2243,2018-03-11,2018-03-18 07:18:20 UTC,20,Male,59,321,1888
2244,2019-04-10,2019-04-17 12:22:42 UTC,7,Male,56,938,1068
2245,2020-08-28,2020-09-04 21:08:01 UTC,1,Male,89,658,1137
2246,2019-10-23,2019-10-30 18:11:59 UTC,13,Male,32,72,1748
2247,2020-02-29,2020-03-07 21:56:27 UTC,20,Female,96,947,1028
2248,2019-02-23,2019-03-02 15:55:37 UTC,14,Female,89,555,1264
2249,2019-10-12,2019-10-19 07:36:45 UTC,5,Female,39,528,1853
2250,2018-03-03,2018-03-10 20:29:52 UTC,11,Female,65,720,1824
2251,2018-07-01,2018-07-08 16:53:28 UTC,12,Male,16,892,1879
2252,2020-02-16,2020-02-23 16:06:29 UTC,10,Male,37,995,1255
2253,2020-01-23,2020-01-30 05:29:08 UTC,12,Female,12,273,1758
2254,2019-08-01,2019-08-08 16:34:06 UTC,17,Male,52,415,1488
2255,2019-09-13,2019-09-20 14:15:18 UTC,7,Female,76,393,1890
2256,2020-05-28,2020-06-04 11:56:19 UTC,9,Male,47,28,1519
2257,2018-01-28,2018-02-04 19:20:29 UTC,15,Female,74,467,1991
2258,2018-09-13,2018-09-20 23:14:44 UTC,3,Female,37,974,1063
2259,2019-11-16,2019-11-23 04:30:33 UTC,18,Male,39,567,1998
2260,2019-07-03,2019-07-10 12:07:08 UTC,8,Female,51,404,1704
2261,2019-08-21,2019-08-28 11:29:39 UTC,20,Female,50,153,1967
2262,2020-01-11,2020-01-18 20:01:50 UTC,14,Female,27,858,1561
2263,2020-05-12,2020-05-19 05:14:49 UTC,7,Male,34,818,1495
2264,2018-04-09,2018-04-16 09:00:54 UTC,5,Male,38,570,1128
2265,2019-05-15,2019-05-22 23:07:49 UTC,12,Male,46,804,1398
2266,2018-03-31,2018-04-07 15:30:13 UTC,18,Male,84,727,1486
2267,2019-09-11,2019-09-18 19:38:04 UTC,19,Female,73,652,1298
2268,2020-01-03,2020-01-10 04:20:47 UTC,16,Male,86,261,1680
2269,2018-09-22,2018-09-29 09:38:48 UTC,13,Male,39,232,1220
2270,2018-09-29,2018-10-06 15:52:24 UTC,15,Female,51,63,1655
2271,2019-12-01,2019-12-08 21:18:41 UTC,13,Male,92,227,1635
2272,2019-12-10,2019-12-17 05:54:34 UTC,2,Female,17,446,1971
2273,2019-10-31,2019-11-07 01:43:00 UTC,11,Male,65,394,1778
2274,2018-09-26,2018-10-03 10:50:49 UTC,19,Male,86,942,1158
2275,2020-06-30,2020-07-07 21:45:07 UTC,7,Female,52,72,1979
2276,2019-12-15,2019-12-22 15:58:24 UTC,6,Male,69,652,1931
2277,2019-08-08,2019-08-15 02:31:11 UTC,7,Male,74,163,1592
2278,2019-12-20,2019-12-27 18:16:01 UTC,16,Male,62,935,1624
2279,2019-07-14,2019-07-21 19:22:57 UTC,16,Female,54,478,1664
2280,2019-11-02,2019-11-09 14:51:05 UTC,6,Female,65,459,1129
2281,2019-10-22,2019-10-29 15:10:14 UTC,3,Male,62,967,1863
2282,2018-08-03,2018-08-10 21:59:31 UTC,1,Female,57,933,1963
2283,2018-09-07,2018-09-14 15:39:00 UTC,4,Male,20,450,1257
2284,2018-04-02,2018-04-09 21:08:07 UTC,15,Female,42,390,1007
2285,2019-09-17,2019-09-24 13:36:36 UTC,17,Male,16,812,1513
2286,2019-08-13,2019-08-20 02:12:23 UTC,18,Female,34,652,1937
2287,2018-07-10,2018-07-17 10:51:32 UTC,5,Female,57,464,1167
2288,2019-11-27,2019-12-04 19:28:28 UTC,2,Female,47,74,1949
2289,2019-06-16,2019-06-23 09:37:59 UTC,8,Male,69,891,1531
2290,2019-06-17,2019-06-24 16:56:35 UTC,15,Female,53,526,1507
2291,2018-08-03,2018-08-10 02:25:04 UTC,4,Male,58,929,1248
2292,2020-07-04,2020-07-11 21:32:44 UTC,6,Female,18,17,1559
2293,2019-05-06,2019-05-13 21:05:42 UTC,1,Male,34,943,1963
2294,2019-11-28,2019-12-05 10:06:17 UTC,3,Male,72,347,1339
2295,2018-07-11,2018-07-18 03:22:12 UTC,4,Male,17,915,1065
2296,2019-12-06,2019-12-13 12:30:40 UTC,7,Female,41,812,1713
2297,2019-09-28,2019-10-05 23:06:33 UTC,13,Female,27,798,1875
2298,2020-06-29,2020-07-06 04:11:24 UTC,16,Male,64,248,1514
2299,2019-08-13,2019-08-20 03:07:45 UTC,17,Male,80,198,1734
2300,2018-08-15,2018-08-22 18:22:39 UTC,3,Female,99,280,1029
2301,2018-06-13,2018-06-20 10:01:12 UTC,14,Male,64,187,1694
2302,2018-07-14,2018-07-21 05:37:29 UTC,7,Male,45,996,1557
2303,2018-06-21,2018-06-28 07:22:21 UTC,19,Male,18,81,1996
2304,2019-07-01,2019-07-08 03:02:25 UTC,18,Male,95,697,1705
2305,2020-03-14,2020-03-21 02:01:19 UTC,5,Male,29,301,1660
2306,2020-02-14,2020-02-21 16:56:33 UTC,20,Male,99,487,1382
2307,2019-04-03,2019-04-10 21:14:50 UTC,15,Male,63,57,1622
2308,2020-07-10,2020-07-17 04:57:06 UTC,13,Female,60,811,1511
2309,2019-05-07,2019-05-14 12:23:46 UTC,10,Female,67,916,1541
2310,2018-04-30,2018-05-07 21:24:38 UTC,19,Male,80,469,1175
2311,2019-09-21,2019-09-28 19:45:57 UTC,3,Female,23,57,1116
2312,2020-06-05,2020-06-12 23:30:32 UTC,16,Male,90,741,1548
2313,2018-10-04,2018-10-11 01:41:12 UTC,13,Male,39,994,1646
2314,2018-09-25,2018-10-02 10:16:12 UTC,6,Female,69,766,1826
2315,2019-08-24,2019-08-31 07:26:57 UTC,8,Male,56,240,1062
2316,2020-01-26,2020-02-02 14:35:49 UTC,13,Male,75,843,1022
2317,2019-06-22,2019-06-29 02:43:05 UTC,8,Female,64,56,1800
2318,2018-03-21,2018-03-28 04:26:07 UTC,10,Male,87,722,1072
2319,2018-01-19,2018-01-26 10:40:42 UTC,18,Female,71,674,1405
2320,2018-04-09,2018-04-16 05:19:44 UTC,3,Female,34,366,1938
2321,2019-12-15,2019-12-22 02:35:41 UTC,10,Female,88,320,1917
2322,2018-09-04,2018-09-11 19:55:00 UTC,1,Female,46,363,1102
2323,2018-02-25,2018-03-04 04:56:46 UTC,3,Male,29,479,1232
2324,2019-11-08,2019-11-15 05:08:44 UTC,8,Female,89,396,1209
2325,2019-06-23,2019-06-30 03:07:27 UTC,5,Female,35,26,1335
2326,2020-08-11,2020-08-18 20:17:56 UTC,16,Male,38,690,1234
2327,2020-01-03,2020-01-10 08:19:56 UTC,3,Female,36,428,1112
2328,2018-05-02,2018-05-09 11:52:26 UTC,6,Female,76,828,1104
2329,2018-08-14,2018-08-21 05:38:59 UTC,5,Female,100,68,1148
2330,2020-06-16,2020-06-23 04:09:35 UTC,15,Female,24,216,1596
2331,2020-01-09,2020-01-16 16:29:08 UTC,7,Male,90,678,1865
2332,2020-08-22,2020-08-29 11:54:06 UTC,17,Male,28,420,1001
2333,2018-08-19,2018-08-26 17:57:46 UTC,10,Male,97,346,1675
2334,2019-12-11,2019-12-18 06:55:33 UTC,12,Female,98,854,1817
2335,2018-03-17,2018-03-24 01:34:00 UTC,19,Male,75,790,1997
2336,2020-01-21,2020-01-28 16:50:40 UTC,19,Male,77,918,1514
2337,2020-04-06,2020-04-13 10:03:29 UTC,17,Female,36,218,1663
2338,2019-12-16,2019-12-23 00:01:57 UTC,19,Male,65,421,1597
2339,2018-01-04,2018-01-11 11:10:57 UTC,19,Female,71,498,1508
2340,2019-09-02,2019-09-09 15:15:13 UTC,17,Female,50,377,1241
2341,2018-08-06,2018-08-13 22:50:54 UTC,15,Male,70,212,1834
2342,2018-01-26,2018-02-02 07:16:26 UTC,5,Female,62,884,1816
2343,2020-07-17,2020-07-24 12:26:53 UTC,20,Female,15,538,1284
2344,2020-04-19,2020-04-26 07:34:07 UTC,10,Female,17,866,1169
2345,2020-08-26,2020-09-02 01:12:31 UTC,4,Male,49,668,1874
2346,2020-05-10,2020-05-17 17:11:46 UTC,9,Female,63,631,1707
2347,2018-07-20,2018-07-27 21:24:23 UTC,5,Female,78,233,1702
2348,2019-04-29,2019-05-06 04:23:24 UTC,15,Female,29,738,1204
2349,2020-02-19,2020-02-26 18:16:01 UTC,16,Female,98,722,1083
2350,2018-06-08,2018-06-15 15:59:17 UTC,3,Female,44,929,1563
2351,2019-01-02,2019-01-09 16:10:55 UTC,11,Female,44,839,1120
2352,2018-06-28,2018-07-05 07:18:25 UTC,9,Female,14,407,1968
2353,2020-03-10,2020-03-17 16:54:18 UTC,1,Male,44,941,1423
2354,2019-11-04,2019-11-11 22:21:38 UTC,6,Male,25,427,1900
2355,2019-01-30,2019-02-06 04:47:05 UTC,10,Male,47,63,1013
2356,2019-01-09,2019-01-16 04:19:42 UTC,4,Male,93,845,1655
