IDAPARTAMENTO,IDRESERVA
3765,6765
3766,6766
3767,6767
3768,6768
3769,6769
3770,6770
3771,6771
3772,6772
3773,6773
3774,6774
3775,6775
3776,6776
3777,6777
3778,6778
3779,6779
3780,6780
3781,6781
3782,6782
3783,6783
3784,6784
3785,6785
3786,6786
3787,6787
3788,6788
3789,6789
3790,6790
3791,6791
3792,6792
3793,6793
3794,6794
3795,6795
3796,6796
3797,6797
3798,6798
3799,6799
3800,6800
3801,6801
3802,6802
3803,6803
3804,6804
3805,6805
3806,6806
3807,6807
3808,6808
3809,6809
3810,6810
3811,6811
3812,6812
3813,6813
3814,6814
3815,6815
3816,6816
3817,6817
3818,6818
3819,6819
3820,6820
3821,6821
3822,6822
3823,6823
3824,6824
3825,6825
3826,6826
3827,6827
3828,6828
3829,6829
3830,6830
3831,6831
3832,6832
3833,6833
3834,6834
3835,6835
3836,6836
3837,6837
3838,6838
3839,6839
3840,6840
3841,6841
3842,6842
3843,6843
3844,6844
3845,6845
3846,6846
3847,6847
3848,6848
3849,6849
3850,6850
3851,6851
3852,6852
3853,6853
3854,6854
3855,6855
3856,6856
3857,6857
3858,6858
3859,6859
3860,6860
3861,6861
3862,6862
3863,6863
3864,6864
3865,6865
3866,6866
3867,6867
3868,6868
3869,6869
3870,6870
3871,6871
3872,6872
3873,6873
3874,6874
3875,6875
3876,6876
3877,6877
3878,6878
3879,6879
3880,6880
3881,6881
3882,6882
3883,6883
3884,6884
3885,6885
3886,6886
3887,6887
3888,6888
3889,6889
3890,6890
3891,6891
3892,6892
3893,6893
3894,6894
3895,6895
3896,6896
3897,6897
3898,6898
3899,6899
3900,6900
3901,6901
3902,6902
3903,6903
3904,6904
3905,6905
3906,6906
3907,6907
3908,6908
3909,6909
3910,6910
3911,6911
3912,6912
3913,6913
3914,6914
3915,6915
3916,6916
3917,6917
3918,6918
3919,6919
3920,6920
3921,6921
3922,6922
3923,6923
3924,6924
3925,6925
3926,6926
3927,6927
3928,6928
3929,6929
3930,6930
3931,6931
3932,6932
3933,6933
3934,6934
3935,6935
3936,6936
3937,6937
3938,6938
3939,6939
3940,6940
3941,6941
3942,6942
3943,6943
3944,6944
3945,6945
3946,6946
3947,6947
3948,6948
3949,6949
3950,6950
3951,6951
3952,6952
3953,6953
3954,6954
3955,6955
3956,6956
3957,6957
3958,6958
3959,6959
3960,6960
3961,6961
3962,6962
3963,6963
3964,6964
3965,6965
3966,6966
3967,6967
3968,6968
3969,6969
3970,6970
3971,6971
3972,6972
3973,6973
3974,6974
3975,6975
3976,6976
3977,6977
3978,6978
3979,6979
3980,6980
3981,6981
3982,6982
3983,6983
3984,6984
3985,6985
3986,6986
3987,6987
3988,6988
3989,6989
3990,6990
3991,6991
3992,6992
3993,6993
3994,6994
3995,6995
3996,6996
3997,6997
3998,6998
3999,6999
4000,7000
