id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
11140,2019-12-19,2019-12-26 00:41:19 UTC,8,Male,15,2694,
11141,2018-04-16,2018-04-23 07:04:46 UTC,3,Male,22,2222,
11142,2018-04-30,2018-05-07 13:12:41 UTC,14,Male,64,2079,
11143,2019-12-05,2019-12-12 19:17:22 UTC,15,Female,32,2231,
11144,2018-04-17,2018-04-24 06:23:32 UTC,2,Male,99,2573,
11145,2020-05-31,2020-06-07 18:52:12 UTC,17,Female,43,2451,
11146,2019-11-20,2019-11-27 23:38:10 UTC,20,Female,43,2450,
11147,2019-05-30,2019-06-06 07:04:31 UTC,3,Female,97,2025,
11148,2018-04-03,2018-04-10 19:03:49 UTC,15,Male,16,2604,
11149,2020-05-09,2020-05-16 10:14:13 UTC,16,Male,83,2164,
11150,2018-10-14,2018-10-21 20:15:54 UTC,7,Male,81,2145,
11151,2019-05-25,2019-06-01 01:18:10 UTC,13,Female,80,2225,
11152,2019-01-21,2019-01-28 01:55:00 UTC,10,Female,28,2208,
11153,2018-03-18,2018-03-25 03:40:36 UTC,6,Female,84,2102,
11154,2019-09-13,2019-09-20 07:36:30 UTC,9,Female,23,2522,
11155,2019-09-05,2019-09-12 11:37:56 UTC,2,Female,77,2664,
11156,2018-01-28,2018-02-04 13:22:51 UTC,14,Male,65,2493,
11157,2020-08-12,2020-08-19 10:03:06 UTC,15,Male,22,2187,
11158,2019-01-19,2019-01-26 07:48:03 UTC,6,Male,38,2854,
11159,2019-03-22,2019-03-29 06:28:16 UTC,2,Male,92,2423,
11160,2019-07-09,2019-07-16 19:58:16 UTC,19,Male,31,2488,
11161,2019-01-25,2019-02-01 04:13:32 UTC,16,Male,73,2980,
11162,2020-03-09,2020-03-16 09:58:04 UTC,17,Female,58,2232,
11163,2019-03-03,2019-03-10 07:52:51 UTC,12,Female,69,2399,
11164,2018-09-09,2018-09-16 21:01:18 UTC,16,Female,57,2422,
11165,2020-04-20,2020-04-27 04:26:10 UTC,2,Female,17,2717,
11166,2018-01-07,2018-01-14 04:14:50 UTC,4,Female,20,2993,
11167,2019-09-17,2019-09-24 12:14:49 UTC,3,Male,19,2578,
11168,2020-05-25,2020-06-01 12:52:52 UTC,17,Male,54,2525,
11169,2019-12-06,2019-12-13 20:51:41 UTC,2,Female,13,2411,
11170,2018-12-03,2018-12-10 20:50:28 UTC,3,Female,53,2853,
11171,2020-06-26,2020-07-03 09:37:47 UTC,13,Female,19,2803,
11172,2020-02-10,2020-02-17 19:22:38 UTC,11,Female,53,2557,
11173,2020-06-11,2020-06-18 07:30:20 UTC,5,Female,72,2226,
11174,2020-08-06,2020-08-13 07:22:04 UTC,18,Male,52,2167,
11175,2019-04-14,2019-04-21 14:04:39 UTC,17,Male,55,2834,
11176,2018-10-16,2018-10-23 15:48:57 UTC,4,Male,72,2627,
11177,2018-03-23,2018-03-30 16:55:20 UTC,10,Female,18,2923,
11178,2018-12-08,2018-12-15 08:00:58 UTC,14,Male,78,2091,
11179,2019-07-19,2019-07-26 02:42:18 UTC,1,Female,16,2316,
11180,2018-11-01,2018-11-08 06:44:28 UTC,6,Male,39,2947,
11181,2020-08-04,2020-08-11 00:43:45 UTC,15,Male,80,2674,
11182,2020-07-15,2020-07-22 15:02:38 UTC,2,Male,41,2832,
11183,2018-10-01,2018-10-08 10:58:21 UTC,5,Male,54,2657,
11184,2019-05-20,2019-05-27 18:18:35 UTC,14,Female,35,2262,
11185,2018-02-23,2018-03-02 19:48:46 UTC,4,Female,35,2868,
11186,2019-08-23,2019-08-30 02:26:44 UTC,13,Male,99,2763,
11187,2020-03-18,2020-03-25 10:24:29 UTC,7,Female,62,2904,
11188,2018-05-15,2018-05-22 15:56:43 UTC,3,Female,90,2515,
11189,2020-01-29,2020-02-05 11:55:20 UTC,7,Male,27,2805,
11190,2018-05-30,2018-06-06 01:24:21 UTC,13,Male,26,2165,
11191,2019-12-30,2020-01-06 17:46:05 UTC,8,Male,94,2811,
11192,2019-03-28,2019-04-04 18:37:27 UTC,14,Female,39,2412,
11193,2018-03-10,2018-03-17 13:13:09 UTC,14,Male,44,2140,
11194,2018-05-12,2018-05-19 20:46:16 UTC,10,Male,33,2202,
11195,2019-07-16,2019-07-23 22:42:13 UTC,14,Female,12,2736,
11196,2018-07-11,2018-07-18 20:56:28 UTC,5,Male,97,2238,
11197,2020-05-24,2020-05-31 09:36:50 UTC,12,Female,43,2600,
11198,2019-06-10,2019-06-17 18:45:50 UTC,3,Male,67,2457,
11199,2018-03-03,2018-03-10 15:39:51 UTC,1,Male,37,2659,
11200,2018-06-12,2018-06-19 11:26:19 UTC,1,Female,66,2034,
11201,2018-07-13,2018-07-20 03:55:31 UTC,20,Female,100,2385,
11202,2019-05-17,2019-05-24 11:05:01 UTC,20,Male,49,2877,
11203,2018-05-03,2018-05-10 04:52:21 UTC,20,Male,45,2837,
11204,2019-12-28,2020-01-04 07:26:09 UTC,2,Male,14,2367,
11205,2020-04-21,2020-04-28 07:18:48 UTC,14,Female,46,2892,
11206,2020-06-19,2020-06-26 01:09:04 UTC,15,Female,16,2051,
11207,2019-01-23,2019-01-30 03:56:19 UTC,3,Female,60,2011,
11208,2018-08-06,2018-08-13 02:23:14 UTC,5,Male,26,2591,
11209,2020-06-26,2020-07-03 03:02:28 UTC,9,Male,98,2484,
11210,2020-07-23,2020-07-30 01:22:52 UTC,6,Male,70,2282,
11211,2020-04-18,2020-04-25 19:41:59 UTC,18,Female,12,2334,
11212,2018-05-02,2018-05-09 03:37:00 UTC,9,Male,16,2094,
11213,2019-11-28,2019-12-05 14:11:14 UTC,3,Female,14,2097,
11214,2019-10-21,2019-10-28 07:38:48 UTC,1,Male,23,2262,
11215,2019-09-15,2019-09-22 04:22:48 UTC,15,Female,39,2409,
11216,2019-03-24,2019-03-31 05:27:58 UTC,6,Female,69,2013,
11217,2019-05-30,2019-06-06 07:20:37 UTC,20,Male,30,2645,
11218,2019-04-28,2019-05-05 01:00:40 UTC,15,Female,95,2016,
11219,2019-10-25,2019-11-01 08:59:14 UTC,14,Female,20,2281,
11220,2019-08-05,2019-08-12 09:24:09 UTC,4,Female,29,2548,
11221,2018-11-20,2018-11-27 05:22:58 UTC,1,Male,55,2979,
11222,2018-02-20,2018-02-27 07:31:58 UTC,19,Male,48,2956,
11223,2018-06-07,2018-06-14 19:44:56 UTC,9,Female,97,2764,
11224,2020-04-15,2020-04-22 02:22:33 UTC,12,Female,71,2438,
11225,2018-11-29,2018-12-06 21:16:29 UTC,10,Female,13,2919,
11226,2018-11-15,2018-11-22 04:44:02 UTC,7,Male,73,2536,
11227,2018-07-20,2018-07-27 16:51:02 UTC,17,Female,46,2731,
11228,2018-07-02,2018-07-09 03:00:11 UTC,17,Female,76,2420,
11229,2020-03-01,2020-03-08 02:19:12 UTC,11,Female,27,2644,
11230,2020-07-01,2020-07-08 09:32:45 UTC,12,Male,23,2320,
11231,2018-12-16,2018-12-23 12:02:49 UTC,7,Male,41,2161,
11232,2019-03-07,2019-03-14 12:28:05 UTC,7,Male,90,2184,
11233,2018-10-08,2018-10-15 09:58:09 UTC,11,Male,33,2664,
11234,2018-11-03,2018-11-10 18:49:56 UTC,6,Male,79,2177,
11235,2018-04-18,2018-04-25 12:08:36 UTC,17,Female,44,2961,
11236,2018-05-28,2018-06-04 15:08:30 UTC,10,Female,56,2898,
11237,2019-09-07,2019-09-14 18:14:23 UTC,12,Female,66,2604,
11238,2019-03-23,2019-03-30 04:50:27 UTC,13,Female,95,2175,
11239,2018-12-08,2018-12-15 19:36:34 UTC,14,Female,79,2192,
11240,2019-01-11,2019-01-18 16:36:47 UTC,17,Female,22,2516,
11241,2020-01-08,2020-01-15 14:07:52 UTC,9,Male,49,2398,
11242,2018-06-30,2018-07-07 12:33:41 UTC,20,Male,29,2380,
11243,2020-08-24,2020-08-31 03:56:09 UTC,5,Male,88,2128,
11244,2018-07-10,2018-07-17 07:55:48 UTC,16,Male,96,2510,
11245,2018-02-20,2018-02-27 10:41:32 UTC,12,Male,48,2575,
11246,2019-12-28,2020-01-04 02:41:43 UTC,8,Male,62,2009,
11247,2019-05-15,2019-05-22 13:54:42 UTC,13,Female,42,2697,
11248,2018-02-05,2018-02-12 09:58:11 UTC,10,Male,52,2339,
11249,2019-12-10,2019-12-17 09:58:02 UTC,9,Female,24,2759,
11250,2020-07-23,2020-07-30 23:02:55 UTC,13,Male,83,2999,
11251,2019-06-30,2019-07-07 15:19:00 UTC,14,Female,35,2149,
11252,2020-05-24,2020-05-31 05:39:06 UTC,13,Female,12,2613,
11253,2020-05-21,2020-05-28 03:23:46 UTC,7,Male,20,2263,
11254,2018-04-09,2018-04-16 15:40:06 UTC,20,Female,51,2221,
11255,2019-05-09,2019-05-16 18:34:06 UTC,11,Male,94,2929,
11256,2019-01-20,2019-01-27 01:52:24 UTC,1,Male,66,2747,
11257,2018-06-07,2018-06-14 21:55:34 UTC,18,Female,60,2122,
11258,2018-05-04,2018-05-11 00:11:44 UTC,10,Male,37,2673,
11259,2019-12-11,2019-12-18 16:16:31 UTC,16,Female,66,2386,
11260,2020-03-13,2020-03-20 18:28:13 UTC,3,Male,100,2935,
11261,2020-01-23,2020-01-30 23:06:30 UTC,6,Male,75,2646,
11262,2018-12-21,2018-12-28 21:03:05 UTC,17,Male,59,2001,
11263,2019-01-23,2019-01-30 21:47:01 UTC,1,Male,57,2987,
11264,2018-09-30,2018-10-07 23:30:26 UTC,18,Female,76,2626,
11265,2018-07-27,2018-08-03 08:25:33 UTC,14,Male,10,2603,
11266,2019-02-12,2019-02-19 04:31:04 UTC,8,Male,26,2227,
11267,2020-02-17,2020-02-24 23:12:00 UTC,8,Male,20,2119,
11268,2018-04-12,2018-04-19 11:46:00 UTC,8,Male,67,2816,
11269,2018-06-25,2018-07-02 00:06:03 UTC,13,Male,44,2965,
11270,2019-12-21,2019-12-28 13:30:05 UTC,3,Female,99,2488,
11271,2018-06-29,2018-07-06 22:34:45 UTC,7,Female,68,2448,
11272,2018-10-01,2018-10-08 09:03:30 UTC,7,Male,25,2929,
11273,2019-07-15,2019-07-22 10:12:47 UTC,3,Female,16,2228,
11274,2018-04-14,2018-04-21 11:13:50 UTC,10,Male,87,2848,
11275,2018-08-01,2018-08-08 13:35:50 UTC,1,Male,93,2907,
11276,2020-07-08,2020-07-15 05:00:11 UTC,20,Male,32,2901,
11277,2018-09-10,2018-09-17 11:10:22 UTC,9,Male,48,2910,
11278,2020-01-15,2020-01-22 06:36:36 UTC,2,Male,36,2493,
11279,2019-06-30,2019-07-07 23:51:41 UTC,17,Male,27,2927,
11280,2020-05-28,2020-06-04 03:16:07 UTC,18,Male,38,2250,
11281,2019-04-27,2019-05-04 13:54:25 UTC,6,Male,71,2380,
11282,2019-01-20,2019-01-27 12:26:43 UTC,17,Female,31,2235,
11283,2020-04-22,2020-04-29 17:02:17 UTC,20,Female,26,2392,
11284,2018-02-21,2018-02-28 22:34:31 UTC,17,Female,98,2597,
11285,2018-11-21,2018-11-28 03:17:55 UTC,15,Male,81,2136,
11286,2018-10-30,2018-11-06 22:14:47 UTC,14,Male,23,2732,
11287,2020-01-02,2020-01-09 00:36:26 UTC,8,Female,55,2239,
11288,2019-02-24,2019-03-03 20:02:58 UTC,15,Male,98,2358,
11289,2018-03-20,2018-03-27 01:40:36 UTC,17,Female,100,2555,
11290,2019-05-14,2019-05-21 07:56:22 UTC,10,Female,22,2677,
11291,2018-04-30,2018-05-07 20:40:06 UTC,18,Female,53,2447,
11292,2018-05-31,2018-06-07 18:11:18 UTC,16,Female,28,2188,
11293,2018-02-22,2018-03-01 08:41:38 UTC,20,Female,19,2366,
11294,2020-04-04,2020-04-11 08:37:53 UTC,5,Female,84,2961,
11295,2020-03-17,2020-03-24 13:46:33 UTC,13,Male,25,2286,
11296,2019-07-14,2019-07-21 13:15:02 UTC,5,Male,55,2078,
11297,2019-06-29,2019-07-06 15:17:40 UTC,11,Male,14,2485,
11298,2020-04-19,2020-04-26 07:41:36 UTC,13,Male,71,2306,
11299,2018-03-21,2018-03-28 19:41:48 UTC,15,Female,16,2883,
11300,2019-04-07,2019-04-14 09:18:34 UTC,13,Female,93,2862,
11301,2020-04-04,2020-04-11 21:05:44 UTC,3,Female,43,2124,
11302,2020-03-14,2020-03-21 23:01:43 UTC,10,Female,53,2053,
11303,2020-02-10,2020-02-17 09:10:38 UTC,11,Male,79,2242,
11304,2020-03-14,2020-03-21 20:31:37 UTC,1,Female,97,2695,
11305,2018-04-30,2018-05-07 10:17:31 UTC,14,Female,63,2946,
11306,2019-06-27,2019-07-04 01:58:03 UTC,6,Female,33,2774,
11307,2018-08-05,2018-08-12 07:05:50 UTC,16,Female,27,2710,
11308,2020-06-13,2020-06-20 17:18:22 UTC,13,Female,41,2358,
11309,2018-06-09,2018-06-16 16:05:32 UTC,19,Male,13,2554,
11310,2018-10-28,2018-11-04 13:48:00 UTC,9,Male,58,2759,
11311,2019-09-01,2019-09-08 21:11:48 UTC,4,Male,54,2538,
11312,2019-10-22,2019-10-29 02:26:30 UTC,16,Female,16,2385,
11313,2020-06-27,2020-07-04 18:08:56 UTC,10,Male,73,2212,
11314,2018-02-12,2018-02-19 19:24:04 UTC,13,Female,52,2426,
11315,2019-06-07,2019-06-14 19:03:08 UTC,10,Male,69,2181,
11316,2018-04-09,2018-04-16 01:41:30 UTC,7,Female,45,2983,
11317,2020-08-05,2020-08-12 12:44:13 UTC,11,Female,50,2382,
11318,2020-02-09,2020-02-16 17:30:54 UTC,8,Male,69,2255,
11319,2020-04-18,2020-04-25 21:49:37 UTC,14,Male,86,2350,
11320,2018-12-19,2018-12-26 17:11:14 UTC,14,Female,72,2627,
11321,2019-02-23,2019-03-02 04:33:47 UTC,6,Male,89,2073,
11322,2018-01-28,2018-02-04 23:15:54 UTC,12,Female,63,2202,
11323,2019-08-06,2019-08-13 19:46:35 UTC,12,Male,72,2249,
11324,2020-08-28,2020-09-04 03:44:15 UTC,5,Male,71,2598,
11325,2018-04-23,2018-04-30 17:53:36 UTC,10,Male,100,2639,
11326,2019-11-14,2019-11-21 12:16:35 UTC,11,Male,67,2302,
11327,2020-01-27,2020-02-03 01:07:21 UTC,2,Male,15,2433,
11328,2020-04-09,2020-04-16 03:25:05 UTC,8,Male,46,2277,
11329,2020-03-09,2020-03-16 22:49:37 UTC,17,Female,59,2774,
11330,2019-04-20,2019-04-27 02:12:32 UTC,17,Female,40,2777,
11331,2018-05-02,2018-05-09 10:49:54 UTC,18,Male,74,2368,
11332,2018-01-04,2018-01-11 22:45:56 UTC,14,Male,44,2468,
11333,2018-11-29,2018-12-06 04:42:09 UTC,19,Male,15,2242,
11334,2019-07-18,2019-07-25 17:32:09 UTC,7,Male,83,2954,
11335,2018-04-24,2018-05-01 22:01:53 UTC,1,Male,93,2185,
11336,2019-06-03,2019-06-10 02:35:40 UTC,13,Male,67,2899,
11337,2018-11-27,2018-12-04 11:51:02 UTC,16,Male,70,2813,
11338,2018-10-01,2018-10-08 06:07:53 UTC,8,Female,52,2469,
11339,2019-04-03,2019-04-10 13:48:10 UTC,12,Female,55,2523,
11340,2018-03-24,2018-03-31 12:47:11 UTC,4,Male,61,2691,
11341,2020-07-31,2020-08-07 00:37:28 UTC,9,Female,59,2533,
11342,2018-04-17,2018-04-24 00:55:59 UTC,18,Male,45,2690,
11343,2019-09-21,2019-09-28 10:04:52 UTC,3,Male,43,2434,
11344,2018-01-26,2018-02-02 05:56:54 UTC,3,Male,39,2804,
11345,2020-07-02,2020-07-09 19:48:02 UTC,12,Male,23,2207,
11346,2018-07-16,2018-07-23 04:07:43 UTC,7,Female,47,2775,
11347,2018-03-20,2018-03-27 21:24:01 UTC,12,Male,15,2983,
11348,2020-06-17,2020-06-24 17:22:14 UTC,13,Female,13,2843,
11349,2019-10-31,2019-11-07 12:56:32 UTC,14,Female,86,2978,
11350,2018-04-18,2018-04-25 08:24:30 UTC,11,Female,53,2324,
11351,2019-11-22,2019-11-29 14:13:40 UTC,7,Male,32,2447,
11352,2020-02-11,2020-02-18 22:49:15 UTC,17,Male,41,2601,
11353,2019-02-19,2019-02-26 02:44:18 UTC,15,Female,18,2040,
11354,2019-07-06,2019-07-13 01:13:57 UTC,2,Male,63,2240,
11355,2018-10-10,2018-10-17 00:07:25 UTC,15,Male,55,2204,
11356,2018-11-11,2018-11-18 13:08:41 UTC,17,Male,66,2502,
11357,2019-06-08,2019-06-15 10:28:20 UTC,3,Female,83,2743,
11358,2018-08-08,2018-08-15 02:50:58 UTC,14,Female,62,2642,
11359,2020-05-21,2020-05-28 12:41:08 UTC,18,Female,96,2257,
11360,2018-04-19,2018-04-26 03:38:05 UTC,14,Female,99,2362,
11361,2019-12-12,2019-12-19 15:13:37 UTC,18,Female,15,2474,
11362,2020-03-21,2020-03-28 11:51:11 UTC,5,Male,20,2070,
11363,2018-10-07,2018-10-14 20:35:47 UTC,17,Male,28,2161,
11364,2018-06-07,2018-06-14 23:33:47 UTC,15,Male,67,2448,
11365,2018-01-11,2018-01-18 00:36:11 UTC,4,Male,52,2200,
11366,2018-03-16,2018-03-23 19:41:23 UTC,2,Female,18,2319,
