id,fechaInicio,duracion,cantidad,tipo,cliente
2087,2019-07-12,19,24,HABITACION,1942
2088,2019-11-09,25,28,HABITACION,1646
2089,2018-12-01,30,1,HABITACION,1927
2090,2020-01-15,6,40,APARTAMENTO,1671
2091,2020-03-29,29,3,APARTAMENTO,1434
2092,2019-03-10,20,35,HABITACION,1077
2093,2019-03-30,25,33,APARTAMENTO,1496
2094,2020-05-08,6,32,APARTAMENTO,1898
2095,2020-01-20,3,14,HABITACION,1476
2096,2018-12-15,17,26,HABITACION,1778
2097,2020-02-07,17,18,HABITACION,1205
2098,2019-04-14,22,33,HABITACION,1946
2099,2018-12-26,2,32,HABITACION,1836
2100,2020-02-09,25,32,HABITACION,1124
2101,2019-09-03,4,38,HABITACION,1436
2102,2020-02-21,7,25,APARTAMENTO,1709
2103,2019-03-12,22,33,HABITACION,1159
2104,2020-03-29,15,28,HABITACION,1253
2105,2020-01-25,1,19,APARTAMENTO,1398
2106,2018-11-05,11,16,HABITACION,1081
2107,2018-11-17,2,32,APARTAMENTO,1030
2108,2019-02-04,25,36,HABITACION,1868
2109,2019-03-26,19,12,APARTAMENTO,1891
2110,2019-09-16,4,3,APARTAMENTO,1246
2111,2019-01-22,5,14,APARTAMENTO,1933
2112,2020-02-11,27,37,HABITACION,1915
2113,2020-04-11,30,3,HABITACION,1151
2114,2019-09-13,9,5,APARTAMENTO,1728
2115,2020-05-20,3,16,APARTAMENTO,1859
2116,2019-03-26,4,3,APARTAMENTO,1426
2117,2019-04-13,2,2,HABITACION,1231
2118,2019-11-13,24,37,APARTAMENTO,1738
2119,2019-05-16,11,7,APARTAMENTO,1903
2120,2019-04-25,24,33,APARTAMENTO,1987
2121,2019-02-23,10,2,HABITACION,1871
2122,2019-08-10,17,33,APARTAMENTO,1907
2123,2019-09-16,2,6,HABITACION,1072
2124,2018-12-05,23,36,APARTAMENTO,1527
2125,2020-03-15,4,32,HABITACION,1499
2126,2019-05-05,5,5,HABITACION,1641
2127,2018-10-16,1,32,HABITACION,1086
2128,2019-08-04,4,2,APARTAMENTO,1451
2129,2019-12-02,22,3,HABITACION,1583
2130,2020-05-10,27,25,APARTAMENTO,1178
2131,2019-11-21,15,14,APARTAMENTO,1625
2132,2019-12-17,16,17,HABITACION,1779
2133,2019-07-30,9,25,APARTAMENTO,1290
2134,2019-05-14,9,1,APARTAMENTO,1140
2135,2019-08-11,26,34,HABITACION,1513
2136,2019-06-11,6,14,APARTAMENTO,1735
2137,2020-01-02,7,7,HABITACION,1709
2138,2019-07-13,14,33,APARTAMENTO,1241
2139,2020-02-19,20,27,APARTAMENTO,1132
2140,2020-03-18,18,23,HABITACION,1603
2141,2019-07-07,24,23,APARTAMENTO,1461
2142,2019-07-29,4,34,APARTAMENTO,1851
2143,2019-11-05,13,5,APARTAMENTO,1080
2144,2019-02-19,29,21,APARTAMENTO,1149
2145,2019-05-18,6,11,HABITACION,1903
2146,2019-08-23,3,37,APARTAMENTO,1733
2147,2018-11-01,23,30,APARTAMENTO,1315
2148,2019-06-25,17,37,HABITACION,1788
2149,2019-06-15,26,23,HABITACION,1589
2150,2019-08-01,18,9,HABITACION,1469
2151,2020-03-22,14,4,HABITACION,1516
2152,2019-06-30,24,14,APARTAMENTO,1141
2153,2019-07-10,20,18,HABITACION,1748
2154,2019-04-11,11,19,APARTAMENTO,1760
2155,2018-12-23,18,25,APARTAMENTO,1560
2156,2019-04-10,24,21,HABITACION,1353
2157,2019-03-28,29,17,APARTAMENTO,1443
2158,2019-06-19,18,3,APARTAMENTO,1092
2159,2019-09-29,26,35,HABITACION,1080
2160,2020-05-13,23,3,HABITACION,1192
2161,2020-04-14,16,1,APARTAMENTO,1466
2162,2019-03-12,20,35,APARTAMENTO,1600
2163,2018-11-25,8,15,APARTAMENTO,1395
2164,2019-01-19,7,15,HABITACION,1111
2165,2019-05-06,1,24,APARTAMENTO,1020
2166,2020-02-12,26,1,HABITACION,1035
2167,2020-01-15,22,24,APARTAMENTO,1009
2168,2020-02-24,27,36,APARTAMENTO,1906
2169,2020-02-07,13,3,APARTAMENTO,1545
2170,2019-12-08,17,7,APARTAMENTO,1048
2171,2019-05-23,20,5,HABITACION,1764
2172,2020-02-18,22,22,HABITACION,1740
2173,2020-02-11,20,21,HABITACION,1691
2174,2019-09-09,5,40,HABITACION,1304
2175,2019-04-12,7,24,HABITACION,1289
2176,2019-05-24,9,35,HABITACION,1255
2177,2019-09-01,18,7,APARTAMENTO,1054
2178,2020-03-31,20,26,HABITACION,1207
2179,2020-04-02,19,6,HABITACION,1037
2180,2020-05-08,15,39,APARTAMENTO,1644
2181,2019-05-03,30,20,HABITACION,1422
2182,2019-04-05,2,40,APARTAMENTO,1429
2183,2019-08-21,22,24,APARTAMENTO,1789
2184,2019-12-25,23,21,APARTAMENTO,1015
2185,2020-04-15,17,9,APARTAMENTO,1529
2186,2019-02-20,3,31,APARTAMENTO,1036
2187,2020-05-03,14,35,HABITACION,1085
2188,2019-10-25,23,30,APARTAMENTO,1569
2189,2020-05-09,1,9,HABITACION,1145
2190,2019-12-21,11,20,APARTAMENTO,1119
2191,2020-01-16,26,22,APARTAMENTO,1907
2192,2019-04-20,23,8,HABITACION,1287
2193,2019-01-26,19,32,HABITACION,1521
2194,2018-10-15,27,7,HABITACION,1393
2195,2019-02-27,5,24,HABITACION,1459
2196,2019-04-05,30,13,HABITACION,1355
2197,2018-10-21,7,12,APARTAMENTO,1205
2198,2018-11-22,9,34,HABITACION,1532
2199,2018-10-23,2,38,HABITACION,1564
2200,2019-08-07,21,36,APARTAMENTO,1397
2201,2019-04-19,7,3,HABITACION,1581
2202,2020-04-20,5,10,APARTAMENTO,1045
2203,2018-11-15,20,26,APARTAMENTO,1965
2204,2019-08-17,15,26,HABITACION,1465
2205,2019-05-11,11,2,APARTAMENTO,1937
2206,2019-11-26,25,16,HABITACION,1042
2207,2019-06-23,16,17,HABITACION,1530
2208,2020-01-05,28,32,HABITACION,1252
2209,2020-02-04,7,16,HABITACION,1858
2210,2019-08-25,10,34,HABITACION,1341
2211,2020-04-18,7,40,HABITACION,1346
2212,2018-10-21,7,30,HABITACION,1567
2213,2019-03-13,28,2,APARTAMENTO,1658
2214,2019-03-15,28,33,APARTAMENTO,1788
2215,2019-11-24,24,38,APARTAMENTO,1850
2216,2019-10-02,19,27,APARTAMENTO,1200
2217,2018-12-04,7,29,APARTAMENTO,1311
2218,2020-02-14,10,17,APARTAMENTO,1617
2219,2019-07-23,21,1,HABITACION,1165
2220,2019-07-13,11,15,APARTAMENTO,1768
2221,2018-10-16,19,20,APARTAMENTO,1754
2222,2019-01-31,27,5,HABITACION,1623
2223,2019-06-22,26,37,APARTAMENTO,1064
2224,2020-02-07,27,17,HABITACION,1747
2225,2018-10-16,1,6,APARTAMENTO,1636
2226,2019-11-16,3,19,HABITACION,1477
2227,2019-11-15,8,30,HABITACION,1492
2228,2018-12-17,14,30,APARTAMENTO,1959
2229,2018-10-16,15,33,HABITACION,1521
2230,2019-06-20,9,2,HABITACION,1092
2231,2019-02-03,6,24,HABITACION,1096
2232,2018-12-12,29,27,HABITACION,1030
2233,2020-02-18,30,11,APARTAMENTO,1668
2234,2018-10-25,30,27,HABITACION,1550
2235,2020-05-21,2,32,HABITACION,1985
2236,2019-01-21,1,28,HABITACION,1724
2237,2019-06-11,10,21,HABITACION,1375
2238,2018-10-24,18,40,HABITACION,1512
2239,2020-02-16,11,7,APARTAMENTO,1727
2240,2020-05-20,5,21,APARTAMENTO,1907
2241,2019-04-07,19,35,HABITACION,1809
2242,2020-04-16,11,5,APARTAMENTO,1974
2243,2019-10-23,2,18,HABITACION,1066
2244,2019-10-22,26,6,APARTAMENTO,1882
2245,2019-10-04,28,30,HABITACION,1063
2246,2020-04-24,15,31,APARTAMENTO,1394
2247,2018-12-18,9,26,HABITACION,1419
2248,2020-05-06,2,2,APARTAMENTO,1714
2249,2020-02-01,1,19,HABITACION,1005
2250,2019-06-14,11,6,HABITACION,1245
2251,2020-05-10,30,33,HABITACION,1398
2252,2020-02-13,8,5,APARTAMENTO,1677
2253,2019-08-03,12,22,HABITACION,1088
2254,2019-02-18,8,2,APARTAMENTO,1677
2255,2020-01-20,1,19,APARTAMENTO,1315
2256,2019-06-21,11,32,HABITACION,1890
2257,2019-06-01,15,35,APARTAMENTO,1540
2258,2019-11-27,7,38,APARTAMENTO,1123
2259,2019-02-25,10,32,APARTAMENTO,2000
2260,2019-05-01,9,37,APARTAMENTO,1651
2261,2020-04-03,6,22,HABITACION,1992
2262,2019-06-25,26,35,HABITACION,1643
2263,2018-10-27,1,5,APARTAMENTO,1892
2264,2018-12-17,13,5,HABITACION,1145
2265,2018-10-30,10,22,HABITACION,1927
2266,2019-01-28,1,34,HABITACION,1748
2267,2019-01-03,10,3,APARTAMENTO,1543
2268,2020-01-28,12,14,APARTAMENTO,1485
2269,2019-08-09,5,23,HABITACION,1416
2270,2018-12-11,20,32,HABITACION,1907
2271,2019-07-30,24,22,APARTAMENTO,1417
2272,2019-04-05,8,25,APARTAMENTO,1957
2273,2019-08-02,29,9,HABITACION,1642
2274,2019-06-08,4,17,APARTAMENTO,1236
2275,2019-08-15,26,17,HABITACION,1344
2276,2019-08-22,18,27,HABITACION,1210
2277,2019-08-27,8,13,APARTAMENTO,1252
2278,2019-01-12,22,39,APARTAMENTO,1359
2279,2018-10-26,30,19,HABITACION,1448
2280,2020-02-24,21,32,HABITACION,1391
2281,2019-10-12,27,3,HABITACION,1301
2282,2019-06-25,17,12,HABITACION,1165
2283,2018-11-12,25,37,APARTAMENTO,1776
2284,2019-04-04,20,15,APARTAMENTO,1200
2285,2018-12-02,22,36,APARTAMENTO,1059
2286,2020-03-24,10,13,APARTAMENTO,1763
2287,2019-03-20,21,11,HABITACION,1436
2288,2019-05-22,7,16,APARTAMENTO,1847
2289,2018-11-09,11,17,APARTAMENTO,1288
2290,2020-03-18,11,7,HABITACION,1905
2291,2019-06-06,13,30,HABITACION,1248
2292,2020-01-18,1,15,APARTAMENTO,1905
2293,2019-01-26,21,21,APARTAMENTO,1646
2294,2020-01-24,10,31,APARTAMENTO,1402
2295,2020-03-04,12,24,HABITACION,1896
2296,2018-12-20,23,37,APARTAMENTO,1379
2297,2019-03-24,26,35,APARTAMENTO,1039
2298,2019-07-24,24,17,HABITACION,1418
2299,2019-11-07,9,28,APARTAMENTO,1518
2300,2019-03-05,14,9,HABITACION,1948
2301,2019-08-05,5,5,APARTAMENTO,1959
2302,2020-02-16,2,39,HABITACION,1478
2303,2020-02-12,22,4,HABITACION,1165
2304,2020-02-26,4,40,APARTAMENTO,1105
2305,2018-11-12,22,30,APARTAMENTO,1546
2306,2018-12-27,16,4,HABITACION,1954
2307,2019-01-20,9,24,APARTAMENTO,1411
2308,2018-12-10,11,39,HABITACION,1371
2309,2019-01-03,23,13,APARTAMENTO,1855
2310,2020-05-17,20,15,APARTAMENTO,1878
2311,2019-08-02,4,26,APARTAMENTO,1834
2312,2018-12-04,11,29,APARTAMENTO,1512
2313,2018-11-27,2,5,HABITACION,1215
2314,2019-01-06,4,21,HABITACION,1528
2315,2019-06-28,10,10,APARTAMENTO,1022
2316,2018-12-22,8,29,HABITACION,1877
2317,2019-03-28,5,36,APARTAMENTO,1749
2318,2019-02-28,25,21,HABITACION,1413
2319,2019-11-14,17,1,HABITACION,1763
2320,2020-01-18,28,33,HABITACION,1050
2321,2019-10-06,12,36,HABITACION,1869
2322,2019-01-02,11,40,APARTAMENTO,1888
2323,2019-09-08,23,31,HABITACION,1987
2324,2019-07-25,25,20,APARTAMENTO,1967
2325,2019-09-10,13,22,APARTAMENTO,1775
2326,2019-03-09,19,6,HABITACION,1527
2327,2018-12-24,13,2,HABITACION,1310
2328,2019-06-15,25,34,APARTAMENTO,1418
2329,2019-12-10,3,15,APARTAMENTO,1699
2330,2019-07-07,26,17,APARTAMENTO,1257
2331,2019-06-11,24,34,HABITACION,1921
2332,2019-09-06,29,37,HABITACION,1836
2333,2018-11-14,2,14,HABITACION,1864
2334,2019-05-12,20,4,APARTAMENTO,1760
2335,2019-07-19,14,1,HABITACION,1973
2336,2020-02-02,1,28,HABITACION,1190
2337,2019-05-13,24,12,HABITACION,1619
2338,2019-03-03,28,12,HABITACION,1832
2339,2018-11-24,26,11,APARTAMENTO,1596
2340,2019-07-26,10,10,HABITACION,1477
2341,2020-01-13,23,40,APARTAMENTO,1370
2342,2018-11-18,16,27,APARTAMENTO,1521
2343,2019-04-07,13,16,HABITACION,1357
2344,2018-12-01,6,5,HABITACION,1592
2345,2018-11-12,6,13,APARTAMENTO,1416
2346,2018-11-22,9,18,APARTAMENTO,1698
2347,2019-07-10,2,4,HABITACION,1350
2348,2020-05-15,28,25,HABITACION,1173
2349,2018-12-21,13,17,HABITACION,1052
2350,2019-03-06,9,12,HABITACION,1541
2351,2018-11-19,27,35,HABITACION,1193
2352,2019-09-26,29,39,HABITACION,1098
2353,2019-05-11,12,12,APARTAMENTO,1239
2354,2020-01-12,26,31,APARTAMENTO,1299
2355,2019-02-05,12,8,APARTAMENTO,1716
2356,2019-06-13,28,40,APARTAMENTO,1192
2357,2019-02-14,26,8,HABITACION,1285
2358,2018-11-09,4,25,APARTAMENTO,1702
2359,2019-08-20,17,19,HABITACION,1816
2360,2019-06-10,13,24,HABITACION,1707
2361,2020-05-01,21,28,APARTAMENTO,1039
2362,2020-03-09,10,22,HABITACION,1881
2363,2019-12-15,13,29,APARTAMENTO,1963
2364,2019-04-20,12,11,APARTAMENTO,1556
2365,2020-02-18,8,10,HABITACION,1753
2366,2019-04-14,6,35,APARTAMENTO,1701
2367,2019-08-31,21,22,APARTAMENTO,1100
2368,2018-12-05,20,18,APARTAMENTO,1598
2369,2019-03-05,7,3,APARTAMENTO,1472
2370,2019-05-06,13,5,APARTAMENTO,1736
2371,2018-10-23,23,39,APARTAMENTO,1582
2372,2020-02-11,21,28,HABITACION,1403
2373,2019-02-05,6,11,APARTAMENTO,1977
2374,2019-06-17,25,12,APARTAMENTO,1661
2375,2019-01-24,21,28,APARTAMENTO,1734
2376,2019-06-05,10,1,HABITACION,1168
2377,2019-02-01,15,1,HABITACION,1068
2378,2019-04-26,24,9,APARTAMENTO,1925
2379,2020-02-04,14,32,APARTAMENTO,1738
2380,2018-10-19,23,38,APARTAMENTO,1922
2381,2019-06-12,29,34,APARTAMENTO,1506
2382,2020-04-20,13,5,APARTAMENTO,1073
2383,2018-11-14,1,18,APARTAMENTO,1551
2384,2020-05-21,4,39,HABITACION,1833
2385,2018-11-19,1,37,HABITACION,1565
2386,2019-07-15,24,31,APARTAMENTO,1976
2387,2019-12-10,13,11,HABITACION,1246
2388,2019-01-29,24,34,HABITACION,1764
2389,2019-08-29,5,33,APARTAMENTO,1758
2390,2019-12-01,21,26,APARTAMENTO,1733
2391,2020-04-09,28,18,APARTAMENTO,1604
2392,2020-01-03,22,15,HABITACION,1499
2393,2019-08-24,17,37,APARTAMENTO,1998
2394,2019-05-01,23,1,APARTAMENTO,1551
2395,2019-10-22,24,34,HABITACION,1892
2396,2019-12-16,26,27,HABITACION,1328
2397,2019-07-28,23,37,APARTAMENTO,1772
2398,2020-03-16,29,28,HABITACION,1562
2399,2019-02-20,9,29,HABITACION,1517
2400,2019-05-05,27,40,APARTAMENTO,1497
2401,2020-05-02,6,27,APARTAMENTO,1778
2402,2019-03-12,9,30,APARTAMENTO,1978
2403,2020-01-28,19,5,APARTAMENTO,1489
2404,2020-01-06,17,27,APARTAMENTO,1278
2405,2020-05-04,15,36,HABITACION,1877
2406,2020-02-08,6,22,APARTAMENTO,1077
2407,2019-03-02,18,15,HABITACION,1185
2408,2019-11-22,21,23,APARTAMENTO,1088
2409,2018-11-11,15,24,HABITACION,1556
2410,2019-06-18,30,3,HABITACION,1479
2411,2019-06-13,5,1,HABITACION,1923
2412,2019-01-10,24,26,APARTAMENTO,1353
2413,2019-05-07,30,40,APARTAMENTO,1265
2414,2019-08-16,14,28,APARTAMENTO,1135
2415,2019-03-30,29,30,HABITACION,1941
2416,2019-05-15,4,37,HABITACION,1805
2417,2019-02-10,13,40,HABITACION,1996
2418,2020-03-07,24,37,HABITACION,1003
2419,2020-02-27,17,10,HABITACION,1375
2420,2019-09-17,30,14,APARTAMENTO,1897
2421,2019-07-14,9,35,HABITACION,1419
2422,2019-09-02,23,4,APARTAMENTO,1280
2423,2019-07-23,27,9,APARTAMENTO,1909
2424,2019-02-27,30,16,APARTAMENTO,1213
2425,2019-05-24,19,8,APARTAMENTO,1582
2426,2019-10-19,4,33,HABITACION,1527
2427,2019-12-21,6,34,APARTAMENTO,1077
2428,2020-01-05,17,39,APARTAMENTO,1321
2429,2020-03-25,20,16,HABITACION,1672
2430,2020-01-29,14,5,APARTAMENTO,1870
2431,2019-04-09,10,8,APARTAMENTO,1223
2432,2019-06-08,12,27,APARTAMENTO,1500
2433,2020-05-14,16,15,HABITACION,1398
2434,2020-05-04,30,33,HABITACION,1133
2435,2019-03-21,4,18,HABITACION,1432
2436,2020-03-20,25,40,HABITACION,1239
2437,2019-02-20,17,30,APARTAMENTO,1378
2438,2019-07-25,15,30,HABITACION,1013
2439,2019-10-20,1,22,HABITACION,1838
2440,2019-11-15,17,34,HABITACION,1780
2441,2019-12-26,23,17,HABITACION,1083
2442,2020-01-07,29,29,HABITACION,1553
2443,2019-11-13,27,9,HABITACION,1177
2444,2020-02-02,17,34,HABITACION,1713
2445,2020-05-22,13,20,APARTAMENTO,1427
2446,2019-05-09,23,27,HABITACION,1113
2447,2018-10-31,23,23,HABITACION,1814
2448,2019-06-30,2,32,APARTAMENTO,1792
2449,2019-01-05,21,33,APARTAMENTO,1753
2450,2019-10-15,14,38,HABITACION,1564
2451,2019-05-28,9,7,APARTAMENTO,1960
2452,2019-02-24,13,1,APARTAMENTO,1246
2453,2019-04-24,2,8,APARTAMENTO,1127
2454,2020-03-27,4,20,APARTAMENTO,1491
2455,2019-12-01,28,37,APARTAMENTO,1235
2456,2019-04-22,26,40,APARTAMENTO,1960
2457,2018-10-23,5,3,APARTAMENTO,1521
2458,2020-02-20,19,17,APARTAMENTO,1113
2459,2020-01-23,7,36,HABITACION,1989
2460,2020-03-10,18,17,APARTAMENTO,1972
2461,2018-12-21,11,19,HABITACION,1428
2462,2019-09-04,10,25,APARTAMENTO,1254
2463,2020-02-13,17,33,HABITACION,1926
2464,2019-05-26,15,21,APARTAMENTO,1123
2465,2019-08-15,29,25,HABITACION,1402
2466,2019-06-27,7,31,APARTAMENTO,1927
2467,2019-05-07,28,6,APARTAMENTO,1265
2468,2020-04-09,16,30,APARTAMENTO,1579
2469,2020-02-15,29,33,HABITACION,1144
2470,2019-12-23,30,31,APARTAMENTO,1407
2471,2019-11-12,5,33,APARTAMENTO,1927
2472,2019-10-23,12,13,APARTAMENTO,1022
2473,2019-02-02,9,17,HABITACION,1366
2474,2020-05-17,8,7,APARTAMENTO,1123
2475,2018-10-17,26,32,HABITACION,1369
2476,2019-06-25,16,23,APARTAMENTO,1232
2477,2019-02-04,18,32,APARTAMENTO,1345
2478,2020-04-10,3,40,HABITACION,1891
2479,2019-07-25,2,28,APARTAMENTO,1403
2480,2020-01-18,21,29,APARTAMENTO,1766
2481,2019-08-05,15,11,APARTAMENTO,1751
2482,2019-11-03,9,22,HABITACION,1079
2483,2019-07-15,20,27,HABITACION,1354
2484,2019-03-10,26,9,APARTAMENTO,1071
2485,2019-05-30,8,40,APARTAMENTO,1432
2486,2019-11-07,8,10,HABITACION,1525
2487,2019-10-08,10,29,APARTAMENTO,1039
2488,2019-10-28,22,6,HABITACION,1867
2489,2019-12-22,19,1,HABITACION,1850
2490,2019-11-28,6,24,APARTAMENTO,1491
2491,2019-06-22,2,2,APARTAMENTO,1619
2492,2019-04-11,29,3,APARTAMENTO,1553
2493,2019-06-17,27,33,APARTAMENTO,1159
2494,2019-10-29,4,39,HABITACION,1173
2495,2019-04-01,13,29,APARTAMENTO,1027
2496,2019-06-29,30,35,HABITACION,1158
2497,2019-01-29,17,28,HABITACION,1946
2498,2019-12-15,19,20,APARTAMENTO,1305
2499,2020-05-13,24,1,HABITACION,1496
2500,2018-12-29,5,11,APARTAMENTO,1267
2501,2020-04-27,6,20,APARTAMENTO,1370
2502,2019-12-30,11,17,APARTAMENTO,1064
2503,2019-05-03,8,14,HABITACION,1813
2504,2018-10-25,18,13,HABITACION,1214
2505,2019-04-07,21,38,HABITACION,1663
2506,2019-01-22,11,32,APARTAMENTO,1459
2507,2019-08-28,12,31,HABITACION,1102
2508,2019-09-27,21,27,HABITACION,1093
2509,2019-05-10,19,18,HABITACION,1958
2510,2018-10-17,27,38,HABITACION,1954
2511,2019-10-26,9,34,APARTAMENTO,1705
2512,2019-12-07,7,25,APARTAMENTO,1759
2513,2020-03-07,11,24,HABITACION,1060
2514,2019-04-27,18,16,APARTAMENTO,1064
2515,2019-03-08,18,36,APARTAMENTO,1755
2516,2019-11-13,11,18,HABITACION,1083
2517,2019-02-20,27,15,HABITACION,1647
2518,2019-07-02,18,8,HABITACION,1816
2519,2019-06-08,6,10,HABITACION,1447
2520,2019-09-24,16,1,HABITACION,1222
2521,2019-03-07,22,20,APARTAMENTO,1204
2522,2018-11-28,18,25,HABITACION,1260
2523,2019-06-12,22,2,HABITACION,1178
2524,2019-06-18,18,12,HABITACION,1394
2525,2019-04-14,30,18,HABITACION,1752
2526,2020-02-19,20,26,HABITACION,1867
2527,2018-11-10,28,17,HABITACION,1626
2528,2020-04-29,3,28,APARTAMENTO,1937
2529,2020-04-10,16,8,APARTAMENTO,1435
2530,2019-04-30,22,18,APARTAMENTO,1814
2531,2019-10-13,23,7,HABITACION,1643
2532,2019-07-03,10,10,APARTAMENTO,1806
2533,2019-05-21,19,40,HABITACION,1093
2534,2019-01-26,13,22,HABITACION,1295
2535,2019-05-22,15,2,APARTAMENTO,1072
2536,2019-03-21,1,24,HABITACION,1716
2537,2019-10-18,30,20,APARTAMENTO,1681
2538,2020-04-29,1,14,APARTAMENTO,1993
2539,2019-08-14,21,22,HABITACION,1388
2540,2020-01-08,15,1,HABITACION,1314
2541,2019-08-06,11,31,HABITACION,1131
2542,2019-02-04,24,15,HABITACION,1381
2543,2019-08-05,28,33,APARTAMENTO,1457
2544,2020-02-13,3,14,APARTAMENTO,1847
2545,2019-05-02,14,5,APARTAMENTO,1858
2546,2019-11-13,14,30,HABITACION,1419
2547,2020-03-05,10,40,APARTAMENTO,1321
2548,2019-05-28,23,6,HABITACION,1732
2549,2019-03-19,25,13,APARTAMENTO,1086
2550,2020-03-08,14,17,HABITACION,1583
2551,2018-11-15,23,38,APARTAMENTO,1015
2552,2019-05-19,6,35,APARTAMENTO,1538
2553,2019-11-19,17,22,HABITACION,1040
2554,2020-03-19,12,29,APARTAMENTO,1991
2555,2019-12-14,4,3,HABITACION,1449
2556,2020-03-02,2,25,APARTAMENTO,1073
2557,2019-11-06,21,19,HABITACION,1712
2558,2019-10-11,15,29,HABITACION,1200
2559,2019-05-08,21,34,HABITACION,1965
2560,2018-11-05,27,19,HABITACION,1586
2561,2019-12-16,3,6,HABITACION,1353
2562,2019-06-28,28,40,HABITACION,1170
2563,2018-12-30,13,25,APARTAMENTO,1990
2564,2019-01-18,5,24,HABITACION,1350
2565,2019-03-19,17,19,APARTAMENTO,1672
2566,2020-01-11,25,39,HABITACION,1943
2567,2020-03-11,28,33,HABITACION,1861
2568,2019-11-23,10,10,APARTAMENTO,1060
