id,tipo,precio,intervalo pago,propiedad
5509,Toys,200.2,18,2370
5510,Tools,373.86,35,2369
5511,Industrial,455.99,61,2183
5512,Jewelery,255.08,22,2384
5513,Industrial,394.8,34,2170
5514,Automotive,44.72,5,2927
5515,Grocery,425.36,59,2672
5516,Books,413.94,43,2199
5517,Automotive,46.77,65,2005
5518,Movies,448.99,81,2819
5519,Shoes,87.48,4,2601
5520,Baby,70.36,17,3000
5521,Baby,420.91,72,2363
5522,Shoes,241.6,7,2402
5523,Tools,190.57,7,2606
5524,Music,203.47,6,2037
5525,Games,465.4,53,2422
5526,Music,101.31,60,2112
5527,Shoes,391.97,43,2974
5528,Baby,60.97,11,2004
5529,Music,147.49,64,2838
5530,Books,172.18,17,2896
5531,Garden,327.64,66,2873
5532,Industrial,285.4,42,2665
5533,Sports,467.14,24,2273
5534,Clothing,153.7,14,2130
5535,Garden,9.68,3,2292
5536,Movies,362.67,30,2910
5537,Movies,287.14,52,2421
5538,Baby,233.97,31,2906
5539,Beauty,133.46,37,2139
5540,Grocery,346.31,39,2203
5541,Garden,307.92,28,2684
5542,Toys,338.3,42,2324
5543,Garden,293.94,80,2160
5544,Home,42.22,65,2589
5545,Music,254.87,77,2205
5546,Electronics,283.07,10,2449
5547,Industrial,322.24,43,2055
5548,Beauty,213.84,4,2666
5549,Baby,322.52,51,2786
5550,Computers,66.55,44,2308
5551,Grocery,294.84,80,2223
5552,Books,285.82,2,2733
5553,Movies,49.66,87,2832
5554,Games,310.85,85,2552
5555,Garden,50.25,38,2032
5556,Shoes,473.94,4,2535
5557,Baby,12.83,74,2476
5558,Games,465.9,4,2499
5559,Jewelery,267.48,71,2991
5560,Toys,156.15,89,2740
5561,Toys,289.68,66,2124
5562,Clothing,332.39,9,2827
5563,Beauty,32.99,34,2471
5564,Movies,292.63,64,2509
5565,Automotive,17.41,45,2273
5566,Kids,473.57,73,2872
5567,Music,324.36,34,2578
5568,Beauty,139.14,12,2961
5569,Movies,355.02,71,2172
5570,Kids,449.25,81,2168
5571,Books,410.94,12,2732
5572,Health,153.9,12,2616
5573,Electronics,460.92,34,2626
5574,Kids,249.51,29,2307
5575,Toys,323.22,34,2733
5576,Beauty,385.9,83,2993
5577,Music,55.81,2,2055
5578,Shoes,113.79,89,2295
5579,Games,357.13,30,2484
5580,Baby,417.35,29,2036
5581,Home,144.51,65,2560
5582,Outdoors,490.12,83,2947
5583,Games,331.54,25,2514
5584,Automotive,361.85,4,2358
5585,Computers,74.33,62,2910
5586,Books,108.18,87,2896
5587,Sports,392.56,82,2509
5588,Automotive,94.25,17,2222
5589,Games,7.25,47,2356
5590,Automotive,282.7,48,2004
5591,Baby,8.57,35,2308
5592,Beauty,451.25,67,2934
5593,Home,3.51,19,2552
5594,Clothing,228.69,22,2023
5595,Games,87.17,42,2067
5596,Music,7.76,7,2161
5597,Automotive,242.08,8,2554
5598,Books,390.3,16,2274
5599,Shoes,37.16,69,2058
5600,Toys,58.66,82,2630
5601,Movies,367.67,68,2110
5602,Kids,282.63,60,2562
5603,Kids,440.98,15,2917
5604,Sports,441.7,29,2292
5605,Books,81.02,10,2242
5606,Health,348.61,2,2354
5607,Tools,21.66,25,2277
5608,Clothing,354.03,55,2147
5609,Jewelery,17.63,20,2837
5610,Books,90.78,74,2761
5611,Computers,445.48,20,2229
5612,Grocery,406.91,85,2466
5613,Toys,109.99,3,2003
5614,Computers,190.51,88,2753
5615,Beauty,305.85,42,2764
5616,Music,32.51,86,2028
5617,Clothing,209.56,37,2928
5618,Music,306.59,86,2138
5619,Toys,362.41,81,2536
5620,Health,372.77,41,2591
5621,Outdoors,153.79,88,2286
5622,Toys,485.65,83,2673
5623,Shoes,261.7,79,2593
5624,Industrial,120.03,65,2767
5625,Automotive,319.2,34,2205
5626,Electronics,377.78,43,2889
5627,Games,115.7,86,2735
5628,Movies,85.38,84,2849
5629,Jewelery,455.62,8,2709
5630,Clothing,216.01,80,2970
5631,Sports,181.43,50,2234
5632,Automotive,478.3,16,2473
5633,Movies,102.37,69,2561
5634,Health,90.47,52,2749
5635,Home,446.96,86,2368
5636,Home,404.79,85,2537
5637,Electronics,202.95,36,2858
5638,Garden,144.87,83,2280
5639,Music,382.75,62,2255
5640,Automotive,434.53,68,2784
5641,Beauty,406.13,80,2723
5642,Movies,229.03,75,2127
5643,Toys,77.17,2,2604
5644,Music,266.43,88,2207
5645,Tools,216.52,13,2746
5646,Electronics,391.25,17,2435
5647,Toys,27.48,76,2838
5648,Health,272.43,56,2519
5649,Kids,245.19,6,2573
5650,Industrial,407.15,60,2651
5651,Grocery,267.29,59,2864
5652,Health,252.23,21,2297
5653,Baby,11.68,14,2235
5654,Movies,172.85,51,2822
5655,Health,277.9,85,2459
5656,Automotive,55.4,35,2860
5657,Electronics,445.45,68,2266
5658,Outdoors,380.09,79,2299
5659,Toys,495.88,61,2646
5660,Tools,274.19,24,2411
5661,Outdoors,345.34,61,2836
5662,Baby,27.53,8,2526
5663,Clothing,83.47,6,2125
5664,Garden,430.08,7,2382
5665,Health,420.75,65,2084
5666,Games,289.45,53,2905
5667,Sports,440.12,68,2146
5668,Computers,466.75,71,2992
5669,Toys,417.91,5,2838
5670,Industrial,443.05,89,2151
5671,Sports,4.28,50,2489
5672,Games,144.18,50,2555
5673,Beauty,439.06,80,2651
5674,Computers,118.19,23,2394
5675,Clothing,48.82,32,2372
5676,Computers,61.11,19,2907
5677,Health,19.48,29,2945
5678,Outdoors,99.06,47,2463
5679,Shoes,429.61,9,2576
5680,Computers,370.23,6,2565
5681,Computers,384.94,81,2874
5682,Sports,349.8,82,2440
5683,Movies,279.32,86,2575
5684,Industrial,53.14,83,2374
5685,Toys,380.01,65,2174
5686,Outdoors,311.44,18,2788
5687,Toys,54.97,43,2682
5688,Industrial,231.36,32,2838
5689,Kids,63.47,76,2380
5690,Beauty,386.25,43,2616
5691,Outdoors,323.14,59,2147
5692,Electronics,390.11,75,2519
5693,Automotive,297.74,35,2322
5694,Health,315.87,64,2672
5695,Tools,258.65,55,2707
5696,Movies,47.47,56,2548
5697,Computers,73.7,51,2190
5698,Games,372.89,19,2328
5699,Baby,362.58,59,2114
5700,Movies,144.07,38,2085
5701,Clothing,324.36,38,2932
5702,Health,171.86,85,2518
5703,Electronics,460.01,4,2680
5704,Books,335.78,24,2852
5705,Beauty,395.29,54,2483
5706,Jewelery,243.34,40,2948
5707,Grocery,122.22,28,2667
5708,Shoes,340.96,53,2650
5709,Books,84.74,5,2350
5710,Toys,403.42,13,2298
5711,Beauty,265.42,29,2659
5712,Outdoors,380.04,32,2427
5713,Electronics,204.62,37,2816
5714,Shoes,162.55,43,2862
5715,Beauty,233.44,48,2106
5716,Toys,35.22,8,2109
5717,Music,411.86,68,2941
5718,Home,485.65,75,2672
5719,Baby,442.25,43,2417
5720,Games,109.92,87,2728
5721,Games,103.29,1,2290
5722,Outdoors,94.56,65,2443
5723,Health,214.16,86,2192
5724,Health,362.92,36,2813
5725,Outdoors,380.66,2,2163
5726,Books,402.1,42,2467
5727,Clothing,307.33,64,2935
5728,Clothing,98.3,82,2903
5729,Grocery,58.07,14,2102
5730,Baby,271.08,40,2110
5731,Toys,317.48,80,2179
5732,Clothing,9.69,8,2011
5733,Outdoors,43.36,68,2568
5734,Outdoors,469.35,36,2877
5735,Beauty,308.59,74,2559
5736,Beauty,237.19,54,2286
5737,Computers,12.77,66,2656
5738,Industrial,187.4,30,2736
5739,Games,366.26,80,2826
5740,Music,69.02,23,2274
5741,Garden,436.88,50,2081
5742,Baby,395.54,68,2475
5743,Industrial,357.64,18,2919
5744,Grocery,56.97,62,2797
5745,Baby,169.24,52,2429
5746,Games,179.18,51,2287
5747,Electronics,1.91,13,2301
5748,Computers,170.47,86,2685
5749,Clothing,447.77,48,2548
5750,Outdoors,17.33,47,2543
5751,Clothing,309.73,73,2663
5752,Baby,482.6,55,2004
5753,Beauty,67.01,10,2155
5754,Health,18.94,42,2143
5755,Computers,260.15,38,2087
5756,Games,417.57,64,2180
5757,Kids,486.23,16,2271
5758,Books,135.3,26,2365
5759,Industrial,350.58,80,2437
5760,Home,71.83,52,2810
5761,Sports,446.72,78,2751
5762,Health,82.5,54,2972
5763,Baby,476.07,40,2791
5764,Jewelery,455.12,68,2640
5765,Beauty,354.21,27,2775
5766,Books,459.45,12,2275
5767,Games,469.32,26,2995
5768,Tools,316.62,30,2228
5769,Automotive,51.52,23,2691
5770,Shoes,233.98,33,2560
5771,Kids,69.54,2,2514
5772,Tools,55.32,89,2120
5773,Health,261.99,71,2893
5774,Movies,196.56,81,2481
5775,Grocery,328.92,20,2189
5776,Home,185.99,33,2592
5777,Toys,213.45,14,2144
5778,Baby,229.88,14,2584
5779,Outdoors,302.47,4,2861
5780,Computers,255.41,15,2393
5781,Baby,350.98,28,2291
5782,Toys,140.83,76,2003
5783,Clothing,283.1,46,2721
5784,Beauty,359.21,31,2106
5785,Shoes,291.98,7,2435
5786,Outdoors,86.43,3,2442
5787,Outdoors,92.3,76,2824
5788,Electronics,239.73,1,2514
5789,Health,336.14,35,2479
5790,Clothing,491.97,45,2286
5791,Electronics,385.08,47,2385
5792,Garden,480.82,89,2564
5793,Beauty,50.93,18,2447
5794,Clothing,460.86,58,2930
5795,Kids,294.49,29,2763
5796,Sports,422.86,11,2138
5797,Grocery,143.65,24,2516
5798,Books,282.0,33,2049
5799,Home,311.96,3,2392
5800,Industrial,198.43,34,2318
5801,Baby,80.92,56,2456
5802,Kids,13.02,58,2217
5803,Movies,391.81,7,2648
5804,Electronics,266.09,70,2455
5805,Movies,462.6,76,2093
5806,Grocery,57.75,30,2789
5807,Music,154.27,86,2863
5808,Games,112.26,17,2316
5809,Garden,412.52,55,2620
5810,Tools,21.28,41,2729
5811,Health,58.46,78,2929
5812,Sports,140.23,53,2623
5813,Toys,332.18,61,2725
5814,Electronics,311.44,30,2398
5815,Clothing,420.43,64,2067
5816,Shoes,457.89,57,2493
5817,Shoes,103.32,80,2463
5818,Sports,364.16,34,2482
5819,Grocery,301.73,68,2370
5820,Movies,66.35,80,2551
5821,Games,242.8,28,2008
5822,Tools,162.97,32,2903
5823,Books,451.48,67,2187
5824,Sports,197.36,42,2519
5825,Jewelery,25.08,76,2081
5826,Industrial,488.16,24,2256
5827,Grocery,272.51,49,2447
5828,Home,95.43,65,2583
5829,Toys,114.71,9,2770
5830,Computers,269.09,23,2341
5831,Health,473.27,46,2775
5832,Books,77.15,87,2935
5833,Automotive,29.57,66,2962
5834,Clothing,109.92,22,2572
5835,Sports,330.39,56,2277
5836,Grocery,231.69,33,2802
5837,Computers,499.8,76,2289
5838,Automotive,434.08,66,2267
5839,Clothing,295.36,35,2422
5840,Electronics,252.64,26,2637
5841,Home,363.64,24,2077
5842,Industrial,29.23,22,2154
5843,Games,226.44,76,2159
5844,Games,426.43,35,2152
5845,Books,64.64,49,2184
5846,Movies,152.44,50,2276
5847,Movies,137.48,54,2024
5848,Health,303.92,29,2468
5849,Home,205.66,3,2817
5850,Sports,488.65,25,2254
5851,Outdoors,365.88,10,2128
5852,Sports,299.61,24,2521
5853,Electronics,485.63,38,2428
5854,Garden,303.61,61,2748
5855,Outdoors,393.54,20,2874
5856,Games,117.11,10,2064
5857,Tools,338.83,15,2096
5858,Automotive,130.26,9,2801
5859,Outdoors,298.56,39,2064
5860,Books,368.05,15,2573
5861,Books,330.98,14,2461
