id,tipo,precio,intervalo pago,propiedad
4184,Tools,442.04,52,2679
4185,Toys,162.11,85,2734
4186,Jewelery,191.68,75,2966
4187,Clothing,457.1,42,2714
4188,Books,209.95,44,2733
4189,Health,454.71,31,2154
4190,Beauty,64.52,39,2240
4191,Outdoors,487.79,1,2860
4192,Industrial,308.64,77,2449
4193,Music,480.69,80,2796
4194,Games,492.5,71,2492
4195,Clothing,283.42,70,2330
4196,Computers,55.83,84,2366
4197,Garden,327.83,7,2535
4198,Games,135.11,17,2402
4199,Industrial,65.38,8,2597
4200,Tools,244.31,48,2008
4201,Computers,182.87,58,2589
4202,Home,226.84,40,2426
4203,Automotive,64.2,50,2246
4204,Sports,88.29,52,2627
4205,Health,297.61,83,2770
4206,Shoes,34.44,78,2588
4207,Baby,79.68,48,2631
4208,Games,396.9,90,2504
4209,Outdoors,84.52,24,2009
4210,Outdoors,92.52,26,2385
4211,Toys,27.57,15,2243
4212,Grocery,246.25,77,2446
4213,Shoes,421.54,37,2234
4214,Health,197.07,29,2598
4215,Games,174.4,49,2438
4216,Movies,347.73,4,2654
4217,Tools,255.76,37,2063
4218,Sports,412.63,31,2515
4219,Clothing,367.13,50,2633
4220,Kids,109.52,34,2137
4221,Baby,420.04,21,2598
4222,Tools,124.16,33,2754
4223,Computers,107.24,68,2369
4224,Music,367.7,72,2301
4225,Shoes,162.03,30,2929
4226,Clothing,473.41,87,2010
4227,Tools,265.32,43,2940
4228,Health,39.34,69,2490
4229,Computers,372.21,47,2451
4230,Beauty,116.07,83,2696
4231,Movies,120.41,25,2425
4232,Toys,21.12,62,2892
4233,Movies,47.27,66,2994
4234,Grocery,272.04,57,2505
4235,Computers,20.73,60,2894
4236,Garden,53.5,86,2080
4237,Electronics,182.19,12,2276
4238,Books,83.25,9,2246
4239,Tools,424.49,52,2862
4240,Grocery,489.5,59,2118
4241,Music,254.87,6,2841
4242,Sports,124.86,83,2992
4243,Kids,154.7,46,2285
4244,Movies,102.56,85,2695
4245,Toys,3.7,58,2710
4246,Toys,107.83,65,2110
4247,Books,378.98,44,2717
4248,Computers,388.07,39,2688
4249,Garden,323.34,41,2590
4250,Tools,142.57,29,2256
4251,Health,54.19,60,2201
4252,Grocery,223.01,56,2160
4253,Electronics,336.91,83,2281
4254,Music,315.02,18,2262
4255,Music,37.56,33,2263
4256,Games,34.55,12,2203
4257,Grocery,372.2,32,2318
4258,Kids,100.32,12,2826
4259,Baby,370.88,40,2290
4260,Sports,305.99,89,2017
4261,Baby,499.88,67,2308
4262,Home,422.37,19,2165
4263,Clothing,417.75,55,2354
4264,Grocery,365.1,81,2641
4265,Computers,394.11,49,2074
4266,Grocery,409.87,67,2907
4267,Outdoors,190.03,84,2671
4268,Garden,10.26,18,2972
4269,Computers,75.04,78,2254
4270,Music,221.03,35,2088
4271,Baby,81.53,31,2733
4272,Toys,418.55,33,2988
4273,Health,322.44,60,2950
4274,Games,265.72,31,2588
4275,Jewelery,270.14,35,2790
4276,Games,297.41,86,2514
4277,Music,425.67,42,2795
4278,Shoes,328.89,74,2723
4279,Garden,426.92,6,2781
4280,Automotive,497.85,44,2917
4281,Kids,162.7,42,2219
4282,Books,7.43,87,2281
4283,Music,21.21,52,2446
4284,Beauty,285.6,59,2980
4285,Shoes,60.67,6,2183
4286,Electronics,164.61,72,2176
4287,Sports,43.5,62,2859
4288,Books,260.89,72,2816
4289,Tools,188.43,31,2228
4290,Health,208.99,45,2261
4291,Games,202.93,13,2445
4292,Tools,380.69,30,2118
4293,Electronics,465.5,54,2272
4294,Electronics,222.73,15,2118
4295,Beauty,457.2,54,2610
4296,Electronics,368.9,70,2201
4297,Movies,167.46,16,2196
4298,Music,18.68,5,2563
4299,Garden,138.72,40,2998
4300,Industrial,456.05,41,2535
4301,Grocery,373.52,13,2111
4302,Clothing,429.25,34,2544
4303,Health,330.3,79,2755
4304,Sports,125.97,19,2987
4305,Kids,182.46,80,2230
4306,Garden,122.42,15,2308
4307,Tools,480.32,11,2140
4308,Garden,161.92,46,2861
4309,Jewelery,406.86,50,2234
4310,Games,478.76,19,2377
4311,Outdoors,75.83,28,2818
4312,Clothing,450.6,20,2869
4313,Health,437.32,74,2649
4314,Baby,331.67,62,2027
4315,Computers,73.59,16,2947
4316,Clothing,438.99,24,2993
4317,Sports,469.23,56,2047
4318,Automotive,128.76,44,2480
4319,Shoes,48.07,70,2541
4320,Home,356.12,56,2083
4321,Grocery,159.45,58,2154
4322,Movies,15.37,57,2509
4323,Automotive,439.86,35,2371
4324,Home,152.81,68,2626
4325,Clothing,163.08,78,2388
4326,Sports,37.28,74,2445
4327,Automotive,316.72,85,2336
4328,Beauty,16.94,8,2893
4329,Garden,198.24,4,2930
4330,Garden,8.25,1,2583
4331,Automotive,412.9,57,2180
4332,Sports,432.22,28,2116
4333,Outdoors,183.45,11,2444
4334,Grocery,51.86,77,2190
4335,Tools,20.05,31,2453
4336,Outdoors,406.34,72,2312
4337,Electronics,22.55,33,2684
4338,Computers,180.22,50,2378
4339,Industrial,469.44,87,2243
4340,Kids,71.97,81,2132
4341,Automotive,153.17,48,2027
4342,Garden,109.53,68,2503
4343,Outdoors,1.22,27,2939
4344,Baby,160.79,66,2977
4345,Outdoors,406.65,70,2047
4346,Baby,6.91,7,2067
4347,Games,280.54,22,2654
4348,Grocery,487.33,68,2151
4349,Garden,412.66,39,2819
4350,Jewelery,378.26,36,2292
4351,Shoes,432.25,90,2337
4352,Movies,57.63,61,2666
4353,Baby,438.48,65,2189
4354,Beauty,311.31,6,2326
4355,Games,375.41,78,2588
4356,Baby,402.93,86,2701
4357,Movies,16.36,61,2969
4358,Industrial,284.68,50,2748
4359,Beauty,486.17,46,2854
4360,Home,447.89,6,2687
4361,Toys,2.41,26,2547
4362,Baby,190.91,48,2457
4363,Garden,81.74,48,2878
4364,Clothing,207.22,90,2365
4365,Music,81.21,14,2615
4366,Books,189.3,37,2211
4367,Shoes,297.63,44,2983
4368,Health,245.66,17,2152
4369,Clothing,126.4,66,2477
4370,Home,268.79,83,2125
4371,Health,176.36,49,2882
4372,Baby,277.73,20,2767
4373,Clothing,269.11,34,2237
4374,Beauty,66.42,41,2678
4375,Automotive,273.15,14,2659
4376,Sports,170.83,19,2862
4377,Games,63.36,51,2290
4378,Music,255.62,10,2689
4379,Outdoors,88.47,68,2758
4380,Movies,355.16,75,2977
4381,Outdoors,234.95,16,2116
4382,Jewelery,189.82,51,2657
4383,Automotive,191.91,74,2109
4384,Games,80.49,37,2501
4385,Industrial,191.77,34,2409
4386,Toys,97.26,23,2739
4387,Books,25.77,37,2848
4388,Health,315.31,61,2772
4389,Shoes,238.07,53,2986
4390,Music,328.92,69,2186
4391,Toys,88.47,89,2494
4392,Movies,296.71,2,2690
4393,Grocery,438.24,80,2883
4394,Outdoors,108.97,19,2597
4395,Kids,183.28,30,2533
4396,Beauty,218.07,28,2951
4397,Toys,179.09,61,2622
4398,Outdoors,303.17,66,2188
4399,Outdoors,229.08,14,2791
4400,Electronics,110.0,63,2768
4401,Beauty,169.43,29,2188
4402,Garden,458.0,42,2582
4403,Kids,378.15,7,2919
4404,Baby,49.51,5,2318
4405,Clothing,314.12,53,2529
4406,Health,28.94,19,2338
4407,Tools,224.12,60,2036
4408,Electronics,173.32,57,2080
4409,Industrial,389.84,61,2725
4410,Health,338.55,37,2639
4411,Grocery,227.99,66,2151
4412,Music,65.7,1,2244
4413,Movies,386.03,31,2909
4414,Movies,33.08,79,2638
4415,Grocery,75.38,20,2678
4416,Jewelery,92.04,54,2992
4417,Computers,477.79,55,2142
4418,Jewelery,422.03,42,2539
4419,Garden,7.5,76,2045
4420,Garden,110.49,34,2265
4421,Shoes,417.56,81,2370
4422,Baby,254.7,19,2707
4423,Industrial,245.87,72,3000
4424,Health,175.68,85,2543
4425,Kids,437.37,53,2842
4426,Movies,407.73,11,2570
4427,Health,338.79,32,2851
4428,Industrial,34.16,10,2119
4429,Grocery,354.31,49,2482
4430,Automotive,399.43,30,2453
4431,Toys,443.7,42,2607
4432,Automotive,430.61,88,2419
4433,Music,139.59,38,2877
4434,Tools,490.08,38,2894
4435,Garden,274.2,15,2880
4436,Toys,288.77,2,2132
4437,Jewelery,397.08,40,2144
4438,Health,44.26,88,2259
4439,Kids,71.82,20,2452
4440,Kids,260.84,14,2432
4441,Computers,443.36,23,2912
4442,Beauty,178.18,68,2036
4443,Beauty,247.94,60,2943
4444,Games,442.21,5,2505
4445,Movies,444.69,70,2657
4446,Clothing,59.18,41,2092
4447,Kids,244.0,24,2671
4448,Electronics,487.88,53,2941
4449,Shoes,52.83,54,2776
4450,Home,476.93,27,2788
4451,Automotive,159.55,79,2427
4452,Games,262.02,21,2090
4453,Beauty,61.13,25,2420
4454,Music,441.77,39,2617
4455,Home,4.95,18,2302
4456,Tools,133.96,18,2124
4457,Home,167.94,58,2520
4458,Clothing,200.78,67,2682
4459,Automotive,237.0,32,2040
4460,Outdoors,321.71,39,2441
4461,Home,468.55,61,2877
4462,Electronics,489.31,37,2569
4463,Grocery,73.61,38,2445
4464,Toys,351.57,60,2871
4465,Tools,368.84,1,2165
4466,Music,64.46,78,2946
4467,Computers,329.07,79,2622
4468,Industrial,68.24,76,2798
4469,Baby,424.59,9,2658
4470,Kids,166.17,42,2785
4471,Sports,214.36,49,2672
4472,Clothing,426.32,3,2080
4473,Movies,166.62,87,2095
4474,Books,497.08,85,2017
4475,Beauty,303.77,41,2606
4476,Home,470.95,27,2513
4477,Beauty,438.91,86,2270
4478,Outdoors,186.13,71,2445
4479,Grocery,243.92,78,2157
4480,Electronics,404.29,1,2886
4481,Jewelery,126.34,6,2344
4482,Books,412.81,74,2494
4483,Music,128.22,34,2497
4484,Clothing,113.87,36,2234
4485,Games,124.25,90,2311
4486,Beauty,225.99,29,2457
4487,Electronics,320.0,50,2769
4488,Kids,85.15,72,2278
4489,Automotive,362.0,86,2919
4490,Baby,144.05,76,2873
4491,Automotive,267.11,84,2707
4492,Toys,300.89,36,2219
4493,Grocery,212.63,77,2965
4494,Outdoors,456.78,65,2786
4495,Electronics,170.06,2,2687
4496,Games,382.79,70,2773
4497,Grocery,286.66,32,2112
4498,Home,246.37,56,2097
4499,Books,383.49,80,2180
4500,Toys,472.67,3,2477
4501,Sports,239.57,60,2588
4502,Computers,345.28,82,2310
4503,Grocery,151.11,53,2454
4504,Music,282.76,64,2079
4505,Games,295.97,4,2800
4506,Automotive,280.25,62,2597
4507,Automotive,259.8,31,2988
4508,Movies,178.68,14,2009
4509,Sports,421.76,2,2273
4510,Jewelery,499.65,90,2887
4511,Home,307.98,56,2699
4512,Garden,459.94,74,2633
4513,Baby,88.13,14,2760
4514,Shoes,280.38,68,2065
4515,Automotive,106.87,9,2358
4516,Grocery,345.26,9,2767
4517,Electronics,273.17,12,2627
4518,Outdoors,245.93,1,2110
4519,Toys,488.88,48,2480
4520,Home,329.84,36,2919
4521,Books,240.87,62,2485
4522,Games,81.62,80,2469
4523,Kids,447.67,87,2849
4524,Grocery,399.65,53,2715
4525,Garden,200.23,60,2275
4526,Games,152.95,46,2970
4527,Industrial,120.14,70,2048
4528,Movies,115.91,44,2751
4529,Jewelery,320.06,76,2110
4530,Movies,19.42,62,2140
4531,Books,140.01,44,2579
4532,Garden,470.84,19,2083
4533,Electronics,95.99,60,2210
4534,Games,382.7,65,2382
4535,Shoes,170.65,11,2698
4536,Grocery,175.59,55,2341
4537,Beauty,139.82,84,2043
4538,Movies,44.29,66,2420
4539,Health,34.63,29,2268
4540,Sports,311.04,10,2023
4541,Kids,183.73,10,2215
4542,Music,300.02,83,2116
4543,Sports,47.14,11,2250
4544,Movies,27.98,81,2390
4545,Sports,382.93,56,2654
4546,Electronics,495.99,30,2216
4547,Kids,329.16,50,2928
4548,Home,295.24,63,2555
4549,Automotive,440.12,7,2062
4550,Industrial,280.42,19,2907
4551,Kids,167.91,23,2158
4552,Toys,452.87,54,2494
4553,Music,250.84,26,2361
4554,Home,91.08,20,2185
4555,Shoes,447.09,65,2709
4556,Electronics,206.45,71,2792
4557,Tools,123.88,81,2545
4558,Clothing,182.49,83,2373
4559,Kids,384.37,64,2211
4560,Beauty,36.91,40,2609
4561,Electronics,44.37,71,2033
4562,Beauty,68.93,61,2216
4563,Kids,21.86,1,2800
4564,Outdoors,293.07,69,2704
4565,Grocery,331.39,5,2767
4566,Clothing,298.69,10,2388
4567,Home,300.08,55,2814
4568,Baby,492.8,5,2838
4569,Garden,493.98,58,2018
4570,Garden,68.71,58,2120
4571,Shoes,115.22,34,2671
4572,Industrial,26.91,33,2967
4573,Computers,352.68,12,2140
4574,Home,462.84,54,2814
4575,Home,63.75,19,2543
4576,Movies,80.85,85,2911
4577,Electronics,285.76,69,2362
4578,Outdoors,231.07,69,2141
4579,Health,303.6,65,2224
4580,Industrial,377.28,30,2806
4581,Industrial,426.31,60,2482
4582,Toys,419.94,48,2710
4583,Health,114.86,50,2799
4584,Kids,343.78,5,2348
4585,Grocery,85.52,13,2530
4586,Games,274.61,20,2509
4587,Baby,169.97,37,2028
4588,Health,439.93,58,2374
4589,Music,389.03,66,2700
4590,Beauty,223.28,83,2248
4591,Tools,497.35,33,2685
4592,Garden,58.34,11,2885
4593,Books,23.11,69,2880
4594,Automotive,282.72,67,2806
4595,Automotive,171.84,78,2589
4596,Toys,302.37,3,2169
4597,Baby,82.4,42,2765
4598,Kids,472.19,35,2279
4599,Books,394.37,25,2089
4600,Home,83.06,75,2994
4601,Industrial,460.28,8,2412
4602,Movies,90.16,39,2172
4603,Electronics,133.69,12,2920
4604,Toys,441.04,34,2998
4605,Health,371.35,59,2744
4606,Games,387.85,1,2133
4607,Garden,390.9,82,2618
4608,Movies,387.99,87,2963
4609,Games,70.62,31,2108
4610,Toys,309.13,75,2894
4611,Garden,249.11,85,2419
4612,Games,187.46,12,2512
4613,Movies,244.84,55,2169
4614,Games,6.1,24,2495
4615,Baby,189.65,7,2664
4616,Outdoors,391.42,43,2037
4617,Clothing,355.93,78,2938
4618,Grocery,163.16,62,2725
4619,Tools,115.81,81,2540
4620,Kids,134.22,88,2254
4621,Toys,17.61,15,2899
4622,Outdoors,277.09,7,2566
4623,Computers,72.13,15,2939
4624,Baby,126.38,22,2561
4625,Jewelery,220.71,25,2875
4626,Books,284.99,13,2147
4627,Toys,468.29,17,2630
4628,Health,62.77,33,2998
4629,Kids,259.55,49,2929
4630,Baby,243.93,38,2349
4631,Kids,344.55,64,2216
4632,Automotive,361.87,88,2249
4633,Games,221.16,36,2334
4634,Beauty,121.57,36,2953
4635,Outdoors,352.0,7,2297
4636,Kids,326.24,66,2399
4637,Games,402.14,38,2725
4638,Music,137.57,30,2869
4639,Shoes,390.36,19,2726
4640,Industrial,480.78,31,2924
4641,Games,105.02,75,2323
4642,Grocery,104.1,14,2768
4643,Garden,48.22,61,2959
4644,Tools,319.05,82,2580
4645,Toys,113.22,51,2728
4646,Automotive,465.33,45,2132
4647,Beauty,239.58,64,2752
4648,Shoes,273.38,30,2668
4649,Beauty,305.28,15,2054
4650,Baby,448.94,29,2158
4651,Shoes,31.23,4,2976
4652,Automotive,358.15,55,2528
4653,Kids,286.75,46,2304
4654,Electronics,56.74,87,2285
4655,Home,183.37,29,2826
4656,Jewelery,262.7,62,2127
4657,Movies,87.82,4,2495
4658,Health,422.42,9,2777
4659,Tools,10.75,82,2839
4660,Jewelery,350.29,47,2075
4661,Computers,43.82,7,2909
4662,Computers,498.89,66,2230
4663,Kids,27.91,64,2643
4664,Toys,228.6,27,2411
4665,Toys,157.58,54,2087
4666,Music,247.16,13,2826
4667,Outdoors,453.07,54,2271
4668,Tools,101.75,41,2160
4669,Books,130.06,77,2378
4670,Music,444.65,19,2621
4671,Shoes,148.37,85,2283
4672,Electronics,335.5,46,2504
4673,Clothing,245.69,52,2363
4674,Computers,205.89,48,2993
4675,Computers,214.61,67,2038
4676,Clothing,249.19,35,2707
4677,Kids,498.86,68,2909
4678,Outdoors,26.61,13,2867
4679,Jewelery,37.43,59,2639
4680,Industrial,174.44,45,2973
4681,Tools,424.86,24,2530
4682,Music,248.62,64,2171
4683,Computers,148.34,11,2538
4684,Health,381.36,41,2175
4685,Games,451.01,31,2891
4686,Home,257.54,12,2665
4687,Books,352.64,53,2586
4688,Sports,478.3,17,2655
4689,Jewelery,456.99,64,2110
4690,Outdoors,207.21,49,2279
4691,Books,364.25,56,2096
4692,Automotive,199.53,27,2296
4693,Beauty,8.68,4,2296
4694,Computers,409.37,19,2171
4695,Automotive,269.61,61,2099
4696,Shoes,54.42,19,2521
4697,Books,244.97,61,2991
4698,Electronics,169.03,27,2586
4699,Industrial,134.94,10,2408
4700,Music,255.65,62,2697
4701,Computers,270.8,1,2796
4702,Baby,244.89,22,2738
4703,Baby,265.2,67,2530
4704,Automotive,7.53,86,2214
4705,Electronics,61.9,20,2075
4706,Clothing,187.24,58,2063
4707,Home,278.71,39,2911
4708,Shoes,305.82,9,2319
4709,Shoes,110.32,69,2853
4710,Games,429.95,72,2798
4711,Grocery,195.95,72,2351
4712,Baby,294.65,81,2688
4713,Kids,290.2,8,2630
4714,Electronics,44.43,25,2101
4715,Garden,377.89,76,2160
4716,Movies,288.39,6,2386
4717,Beauty,60.17,64,2505
4718,Beauty,282.16,69,2243
4719,Automotive,452.94,70,2202
4720,Garden,409.48,55,2024
4721,Tools,202.31,33,2495
4722,Movies,176.33,48,2597
4723,Beauty,249.64,38,2288
4724,Beauty,112.95,55,2353
4725,Sports,225.3,84,2825
4726,Beauty,90.31,52,2356
4727,Garden,40.31,42,2945
4728,Outdoors,299.06,62,2109
4729,Baby,182.83,28,2055
4730,Health,86.89,76,2765
4731,Clothing,470.1,55,2297
4732,Books,389.13,38,2036
4733,Toys,49.51,9,2595
4734,Jewelery,160.35,3,2447
4735,Movies,264.07,57,2743
4736,Automotive,99.59,30,2735
4737,Outdoors,479.16,10,2808
4738,Jewelery,206.01,59,2464
4739,Grocery,456.57,7,2247
4740,Automotive,489.88,21,2043
4741,Kids,440.04,8,2377
4742,Outdoors,402.34,47,2461
4743,Movies,318.92,1,2719
4744,Clothing,463.8,36,2789
4745,Automotive,420.2,65,2783
4746,Industrial,403.09,78,2629
4747,Books,402.95,13,2765
4748,Games,296.34,45,2259
4749,Clothing,490.64,39,2574
4750,Health,308.7,1,2147
4751,Beauty,189.37,79,2551
4752,Home,255.07,69,2921
4753,Books,315.47,72,2917
4754,Games,402.83,72,2205
4755,Movies,193.95,81,2167
4756,Clothing,123.09,52,2902
4757,Tools,14.14,30,2549
4758,Industrial,49.93,55,2746
4759,Outdoors,281.89,15,2388
4760,Computers,236.63,76,2974
4761,Toys,103.77,49,2162
4762,Books,259.55,56,2268
4763,Electronics,327.6,39,2573
4764,Tools,149.92,7,2964
4765,Music,142.82,75,2607
4766,Electronics,58.15,27,2121
4767,Computers,498.37,2,2943
4768,Shoes,485.76,89,2155
4769,Kids,205.71,86,2052
4770,Jewelery,325.53,51,2588
4771,Games,166.62,86,2901
4772,Outdoors,305.54,52,2921
4773,Home,458.86,67,2068
4774,Automotive,469.36,78,2006
4775,Industrial,276.51,64,2448
4776,Movies,421.51,88,2725
4777,Outdoors,322.76,4,2553
4778,Home,340.55,19,2141
4779,Automotive,425.14,39,2485
4780,Tools,175.94,24,2238
4781,Jewelery,433.51,74,2014
4782,Tools,354.3,62,2567
4783,Computers,400.59,37,2254
4784,Industrial,25.45,60,2046
4785,Games,304.3,66,2922
4786,Health,10.88,28,2948
4787,Movies,324.39,87,2954
4788,Health,460.25,63,2469
4789,Baby,323.23,31,2477
4790,Grocery,32.2,16,2567
4791,Music,170.6,44,2225
4792,Outdoors,10.38,82,2003
4793,Grocery,284.85,74,2384
4794,Games,436.45,88,2633
4795,Toys,363.43,50,2561
4796,Movies,487.27,70,2451
4797,Home,175.07,56,2942
4798,Kids,249.3,32,2632
4799,Industrial,283.12,54,2975
4800,Industrial,5.42,31,2390
4801,Grocery,18.94,42,2189
4802,Games,414.67,61,2775
4803,Sports,451.84,40,2667
4804,Automotive,427.9,77,2511
4805,Books,146.44,62,2971
4806,Electronics,50.29,88,2849
4807,Health,191.73,20,2019
4808,Automotive,302.4,44,2135
4809,Kids,132.99,69,2603
4810,Music,486.18,74,2125
4811,Grocery,440.84,47,2035
4812,Toys,122.16,51,2825
4813,Computers,360.02,36,2978
4814,Baby,258.86,9,2640
4815,Shoes,329.6,5,2753
4816,Beauty,441.29,24,2912
4817,Grocery,90.78,34,2035
4818,Shoes,206.07,18,2629
4819,Books,45.7,1,2550
4820,Tools,145.9,65,2125
4821,Industrial,112.89,28,2383
4822,Garden,47.98,74,2640
4823,Clothing,14.06,13,2311
4824,Games,349.39,53,2330
4825,Industrial,316.68,27,2761
4826,Grocery,476.64,22,2357
4827,Electronics,464.02,37,2310
4828,Beauty,16.51,4,2801
4829,Outdoors,40.29,40,2578
4830,Computers,249.48,10,2032
4831,Home,79.88,50,2630
4832,Sports,292.5,35,2370
4833,Jewelery,178.12,27,2133
4834,Games,139.22,74,2825
4835,Sports,268.97,82,2890
4836,Kids,198.7,45,2274
4837,Grocery,447.11,58,2952
4838,Baby,81.32,87,2150
4839,Shoes,235.84,59,2611
4840,Garden,147.11,3,2538
4841,Toys,215.22,55,2729
4842,Electronics,221.11,38,2726
4843,Kids,143.49,37,2895
4844,Toys,236.55,23,2531
4845,Baby,346.09,61,2172
4846,Music,81.8,31,2123
4847,Outdoors,428.67,23,2824
4848,Health,321.28,7,2825
4849,Automotive,437.37,9,2687
4850,Grocery,412.64,18,2452
4851,Grocery,107.21,80,2068
4852,Garden,146.22,9,2212
4853,Health,122.89,80,2416
4854,Kids,47.55,82,2966
4855,Automotive,440.96,88,2489
4856,Toys,22.17,68,2434
4857,Computers,321.53,78,2372
4858,Shoes,448.68,76,2395
4859,Games,337.08,73,2866
