id,capacidad,precio,tamanio,diasReservados,fechaCreacion,habilitada,operador
1039,14,242.44,201.2,31,2020-05-13,0,_amarrison98
1040,18,992.79,130.4,53,2020-04-12,0,_kcollumbell2r
1041,1,35.92,316.6,90,2019-09-17,0,_ccastelowk3
1042,11,942.95,53.9,88,2020-02-02,1,_tburrelk8
1043,3,433.23,17.2,73,2019-09-28,1,_lchristouq5
1044,1,240.66,355.3,51,2018-10-05,0,_elibrihw
1045,7,117.56,26.1,39,2018-12-17,1,_spershouse4y
1046,3,886.43,423.6,90,2020-01-19,0,_srandalsonjx
1047,2,812.91,28.3,86,2018-05-19,1,_tglendenningrl
1048,6,224.31,424.7,33,2020-01-26,0,_pedwinsonob
1049,12,814.42,187.3,14,2020-04-25,1,_jfittonp1
1050,20,483.62,418.8,20,2019-09-29,1,_mebbs7z
1051,13,910.84,251.2,21,2018-06-20,1,_vmcconnal71
1052,20,896.05,474.9,18,2019-05-07,0,_csaurinl6
1053,15,902.65,252.0,80,2017-10-14,1,_spershouse4y
1054,13,137.84,127.2,75,2019-01-27,1,_rblewittlg
1055,20,775.07,183.5,0,2019-01-05,0,_kwinckles7q
1056,11,402.18,325.8,33,2018-04-14,0,_jkarpfs
1057,5,849.69,365.5,32,2020-01-06,0,_pchandergm
1058,18,872.12,279.1,15,2018-11-09,0,_zfotheringhamgq
1059,10,210.63,43.4,32,2018-08-02,0,_asmeatonmu
1060,2,546.62,212.0,9,2018-11-11,0,_tcashfordc4
1061,8,223.85,141.6,19,2018-06-19,1,_cswaffieldx
1062,16,175.74,377.5,11,2019-08-29,1,_epierpointqe
1063,11,464.21,65.4,9,2018-10-24,0,_lfaintd4
1064,4,875.23,317.9,3,2018-06-08,0,_amarrison98
1065,5,132.54,477.8,46,2018-02-05,0,_bclail6d
1066,7,895.42,405.5,14,2018-10-10,1,_cyurkin64
1067,11,917.69,34.4,77,2020-02-22,1,_aaspellnm
1068,13,865.79,446.9,70,2018-03-03,1,_nstener6j
1069,12,885.64,129.7,90,2018-08-12,0,_asellicke0
1070,5,783.64,388.2,5,2019-12-05,1,_tbrockherstlh
1071,3,362.69,192.0,11,2019-10-04,0,_pscraneygg
1072,2,887.36,413.8,97,2017-12-23,1,_mocarrolmd
1073,19,834.07,125.3,67,2019-07-23,1,_lchristouq5
1074,10,194.62,421.4,14,2018-06-09,0,_astofflerq7
1075,7,623.76,191.9,66,2019-08-17,0,_lbelchambersra
1076,3,469.58,429.9,22,2019-05-28,1,_gclemett6
1077,11,339.94,233.5,53,2020-05-21,0,_rheffy2h
1078,10,671.1,287.0,35,2018-08-24,1,_djersoni4
1079,16,321.61,139.1,49,2018-04-28,0,_lreeken83
1080,20,820.74,188.1,77,2020-02-13,1,_jfittonp1
1081,11,10.56,162.6,33,2019-11-15,0,_rdownbg
1082,18,844.41,48.3,3,2017-11-21,1,_lchristouq5
1083,13,272.96,481.4,0,2020-04-04,1,_cdwightgi
1084,2,13.91,386.9,92,2018-02-08,0,_cdanielot94
1085,6,331.3,170.8,29,2019-06-10,1,_fomullenqh
1086,8,822.61,198.1,56,2019-02-04,0,_crubenovfg
1087,7,287.27,97.0,14,2018-04-06,1,_kaccomb8t
1088,15,594.13,370.3,9,2018-01-29,0,_fpletne
1089,20,950.15,387.0,41,2020-05-10,0,_mbever6s
1090,11,881.77,306.0,79,2017-12-11,0,_lheedgt
1091,10,857.12,328.6,25,2018-10-09,1,_rlorincz7w
1092,1,566.42,340.5,84,2019-08-07,0,_mphelipeauqj
1093,13,434.38,440.0,18,2019-05-30,0,_vcoleyjj
1094,15,372.3,473.0,37,2018-01-17,1,_spilch2k
1095,9,753.29,158.7,87,2018-07-11,1,_dburlesdx
1096,1,550.81,398.1,58,2018-01-17,1,_yspadeck91
1097,9,709.67,385.5,47,2017-09-21,1,_tpeascodnx
1098,16,297.17,118.2,39,2019-02-14,0,_apoundsford2u
1099,6,782.99,249.8,58,2018-04-02,0,_rrosierje
1100,1,163.69,167.4,66,2018-06-20,0,_esollitt93
1101,13,831.01,154.0,0,2018-08-21,1,_lsigginsel
1102,15,892.04,308.9,22,2020-05-18,0,_fshambrookejy
1103,12,957.61,470.7,12,2018-12-30,1,_saxelbydu
1104,1,853.55,203.4,65,2018-10-22,0,_hkempe1z
1105,12,289.83,215.8,42,2019-12-24,0,_zvasyutochkinmz
1106,8,701.82,359.3,40,2018-10-25,1,_ksaysei5
1107,17,545.23,93.4,59,2018-03-12,1,_lbehrendkl
1108,5,135.28,268.9,50,2020-01-20,1,_wdeloozeqi
1109,10,102.88,260.1,85,2020-02-18,0,_hgerckenspk
1110,17,376.67,126.5,23,2019-08-23,0,_cmaccarranec1
1111,3,994.67,489.3,92,2020-03-27,0,_cmcmenaminjo
1112,13,733.88,235.9,100,2019-04-28,0,_aemerton2z
1113,4,481.83,161.0,40,2018-11-05,0,_rbartolomieuj4
1114,19,904.56,165.0,11,2019-03-09,1,_fcarnockex
1115,4,982.42,117.9,4,2019-04-14,1,_spilch2k
1116,15,508.22,407.0,66,2020-01-18,1,_mgrievsonn1
1117,4,208.87,231.4,74,2017-11-20,0,_rosirinz
1118,18,798.28,106.3,64,2018-07-28,1,_egoeffip
1119,7,357.93,130.0,71,2017-10-14,1,_nhoulden6p
1120,3,637.57,384.2,75,2018-03-28,1,_rtrangmarop
1121,5,706.13,258.6,54,2019-11-10,0,_dblackallerpf
1122,12,358.43,176.0,72,2019-08-14,1,_jcoleridge9t
1123,15,327.53,298.0,69,2019-08-05,0,_oblacklidged6
1124,11,220.45,300.2,26,2019-11-20,1,_esaxby99
1125,9,163.48,402.9,55,2019-09-25,1,_cmoscrope6
1126,17,455.28,171.8,89,2019-10-19,0,_tmatussevichq0
1127,17,675.9,482.4,19,2018-08-12,1,_bbeachamda
1128,20,986.25,468.2,32,2017-10-31,1,_battenboroughl5
1129,2,66.28,90.1,78,2020-04-01,0,_gseamen5d
1130,6,598.86,346.1,10,2019-04-24,0,_ljealousp8
1131,13,467.37,45.3,41,2019-10-25,0,_mtille2c
1132,1,476.07,15.8,9,2018-07-22,1,_chatreyqt
1133,10,992.59,97.6,89,2019-10-19,1,_tvestypv
1134,3,121.12,164.1,75,2018-10-14,0,_hbroinlich8o
1135,2,868.22,459.8,73,2019-12-29,1,_tglendenningrl
1136,6,613.19,75.7,95,2018-05-05,1,_mebbs7z
1137,11,46.68,367.3,59,2019-01-15,0,_mdingsdale2v
1138,5,833.84,309.9,59,2019-12-09,1,_lbentj2
1139,13,873.49,41.2,74,2018-03-08,0,_dplevenk1
1140,13,20.37,187.6,6,2018-05-01,1,_sthomazinhd
1141,20,656.58,158.6,91,2019-08-01,1,_drudolpheq
1142,15,539.11,115.2,13,2019-04-26,1,_acussonsrm
1143,11,272.62,163.9,2,2018-10-19,0,_uterrettkv
1144,12,470.28,180.6,13,2018-06-05,0,_dstentonjs
1145,6,171.15,298.5,64,2019-03-09,1,_lpietraszekl3
1146,20,691.44,289.4,17,2018-07-29,1,_gchinneryk2
1147,6,45.47,218.6,70,2020-01-28,1,_nstener6j
1148,5,179.51,121.9,7,2019-07-10,0,_erumbelow3b
1149,16,90.62,450.1,17,2018-01-06,0,_fcousen7d
1150,10,970.8,207.8,35,2018-02-11,1,_acocktonhc
1151,2,755.36,211.5,31,2018-11-22,1,_rrosierje
1152,14,619.6,348.0,76,2018-09-11,1,_nrigglesfordm1
1153,9,760.64,243.1,93,2020-02-08,1,_wretchless2s
1154,5,915.17,95.7,9,2019-10-31,1,_sfeatherlv
1155,6,723.99,92.0,90,2019-05-15,0,_sjindra85
1156,3,572.92,441.7,64,2018-04-20,0,_glukinsou
1157,13,905.71,203.8,43,2018-03-22,1,_daps3w
1158,12,591.83,336.6,16,2018-07-29,1,_ldelacir5
1159,20,271.72,302.3,13,2020-01-20,0,_govettkj
1160,8,614.12,419.0,19,2020-03-18,1,_gcritchlow10
1161,13,704.87,300.8,52,2017-10-01,0,_zvasyutochkinmz
1162,12,823.88,126.6,88,2019-03-21,1,_kbattrickcw
1163,7,701.11,368.0,42,2017-10-23,1,_avanyakin6g
1164,20,379.35,333.7,48,2017-12-08,1,_hwarriorjb
1165,1,567.34,396.4,6,2020-03-25,0,_jgowling45
1166,5,555.5,27.3,80,2020-02-29,0,_jgraysmarklc
1167,2,651.99,351.6,51,2018-06-07,0,_lbernaldofd
1168,11,965.76,199.1,34,2018-04-16,1,_mgurradojw
1169,12,106.13,370.2,82,2018-08-24,1,_mtironk4
1170,7,702.78,450.0,58,2019-05-02,0,_hhaskinsam
1171,13,201.11,455.3,20,2017-09-08,1,_cgarretson3j
1172,17,65.35,335.7,35,2019-09-07,1,_dburlesdx
1173,15,468.63,472.8,25,2018-05-02,1,_pkebbellmf
1174,13,202.49,273.8,9,2019-12-21,1,_awithamgr
1175,14,389.01,61.2,17,2019-07-22,1,_csanzr3
1176,17,744.01,155.6,9,2019-11-13,0,_jcorradettigf
1177,14,743.81,453.6,82,2019-05-18,0,_cklimkovich4f
1178,12,774.55,458.0,70,2019-04-21,0,_cnormadell2f
1179,20,529.73,293.1,16,2018-08-13,0,_relsmore52
1180,17,846.74,37.5,85,2018-08-13,1,_toferrisnl
1181,5,693.6,450.7,21,2018-11-08,0,_bkennan0
1182,15,519.27,117.1,79,2019-03-05,0,_fblissittlb
1183,8,63.2,88.1,82,2020-05-09,0,_nlanderscr
1184,5,558.72,344.8,99,2019-08-22,1,_sjindra85
1185,10,921.0,170.2,0,2017-09-29,0,_eeasby3k
1186,16,392.21,248.6,6,2019-04-03,1,_kbonifazioky
1187,1,861.78,43.2,86,2017-08-27,1,_smapholmov
1188,3,996.22,211.0,60,2017-10-21,0,_ktompsett4q
1189,6,423.27,368.4,6,2020-03-07,0,_gcritchlow10
1190,1,205.71,43.5,59,2018-07-17,0,_rgiraudotcq
1191,3,716.55,156.8,54,2018-09-16,0,_blynett7t
1192,11,234.39,271.8,35,2018-11-06,0,_owyndhamgv
1193,6,224.81,10.8,21,2018-06-27,0,_dkelwickqr
1194,14,722.34,481.2,15,2018-12-11,1,_jscalloncg
1195,1,160.28,74.2,88,2020-03-01,0,_bkewardcu
1196,6,970.11,157.8,82,2019-11-02,0,_lpietraszekl3
1197,17,583.72,279.3,22,2020-03-23,1,_jgolyer
1198,18,43.61,140.5,25,2018-04-11,0,_wdeloozeqi
1199,10,229.09,464.7,71,2019-10-14,1,_nmacdougalla9
1200,17,72.07,81.2,84,2020-05-18,1,_zgopsell7o
1201,14,630.81,240.6,52,2018-04-16,0,_tavramovskyhe
1202,12,229.97,80.1,87,2019-03-31,0,_ctofanelli5p
1203,20,461.67,238.7,69,2020-04-14,1,_dgulliford1v
1204,3,680.83,151.0,37,2019-09-24,0,_barend8y
1205,11,870.1,329.6,92,2019-07-26,0,_osowtencm
1206,8,106.14,463.0,54,2018-02-26,0,_mstolbergerly
1207,12,667.24,489.2,60,2019-02-03,0,_cgroococku
1208,13,614.89,343.6,92,2019-01-11,0,_sfeatherlv
1209,2,581.38,364.0,88,2019-07-21,1,_lkopfen9w
1210,11,993.19,448.6,13,2017-12-30,0,_dblackallerpf
1211,5,796.9,45.0,99,2018-12-18,1,_ktrinert
1212,13,994.68,88.4,60,2018-01-09,0,_ldericutnz
1213,20,15.19,348.7,91,2020-05-21,1,_hpetrashov73
1214,8,862.01,463.3,26,2017-09-27,0,_dmeasordh
1215,3,643.38,279.0,75,2019-01-14,0,_kpyek7
1216,13,619.73,60.2,17,2020-05-17,1,_bbeachamda
1217,13,161.77,345.5,82,2018-01-26,1,_lkopfen9w
1218,1,331.99,230.1,84,2019-05-12,0,_ftroyesfa
1219,8,772.27,261.0,36,2019-03-07,1,_fdomeniconepn
1220,17,363.43,205.3,36,2018-02-02,0,_nklinerem
1221,14,222.68,124.5,20,2017-10-19,0,_barend8y
1222,3,992.18,73.6,8,2019-02-15,0,_rtremouillec8
1223,16,774.58,356.8,76,2019-04-28,1,_bburganp4
1224,17,609.57,55.7,26,2018-03-19,0,_geltoneho
1225,3,96.96,272.0,64,2017-10-29,0,_bolliarml
1226,10,10.82,191.6,80,2019-12-26,1,_fvarnalsr6
1227,9,713.46,441.2,0,2019-03-24,0,_kabdyqc
1228,15,163.58,21.9,74,2019-04-10,0,_kanneslieik
1229,20,381.03,101.0,74,2020-02-29,1,_zfotheringhamgq
1230,7,369.04,122.6,47,2018-12-01,1,_crasch6a
1231,5,970.67,70.4,79,2017-10-29,1,_mschulzeqm
1232,9,849.8,28.2,71,2018-01-18,0,_mantczakgk
1233,5,363.34,341.3,62,2018-12-05,0,_ccaulderbd
1234,4,42.64,298.2,80,2019-06-09,0,_spilch2k
1235,16,246.81,184.8,94,2019-03-18,1,_ddyde8h
1236,7,409.56,331.1,7,2019-01-05,0,_mmoyes2d
1237,12,477.04,244.3,33,2019-11-30,1,_hburtwistlerq
1238,14,969.94,232.2,51,2020-03-08,1,_croughce
1239,15,523.65,477.2,8,2018-11-09,1,_lasals5g
1240,3,42.13,451.2,33,2019-06-02,0,_cgarretson3j
1241,16,726.34,298.1,99,2018-08-16,1,_wmorrisj5
1242,3,449.0,367.7,32,2017-11-23,1,_wgayle6o
1243,3,257.02,284.1,86,2019-08-21,0,_smangeon5s
1244,2,31.72,73.1,48,2020-02-17,1,_cgaigerqn
1245,4,57.92,456.4,79,2018-07-13,0,_ddyde8h
1246,10,485.47,476.4,45,2019-10-19,1,_bolliarml
1247,14,982.17,134.1,76,2018-03-01,0,_cedmeadaa
1248,20,42.83,175.6,4,2018-06-19,0,_ekilcoyneng
1249,9,359.17,450.9,87,2020-03-09,1,_egoeffip
1250,17,685.39,46.7,9,2020-05-09,1,_kpayle2j
1251,13,649.81,106.9,25,2020-01-11,0,_okerleyqf
1252,14,832.5,322.8,96,2019-11-12,0,_mconklin5t
1253,11,466.91,37.4,90,2018-12-05,1,_tavramovskyhe
1254,6,318.5,25.1,94,2020-01-24,1,_tfolkesrh
1255,19,849.32,387.3,70,2018-12-11,0,_fshambrookejy
1256,5,491.21,28.8,3,2019-05-28,1,_lbernaldofd
1257,1,395.88,490.2,60,2018-04-08,1,_fblissittlb
1258,19,109.3,115.2,94,2019-06-28,0,_cbalfourgo
1259,8,127.27,83.8,13,2018-03-16,1,_jsymcockj8
1260,12,911.23,409.1,99,2018-11-28,1,_tbeckerlegmp
1261,3,968.93,303.1,74,2019-12-30,0,_rfentyfl
1262,14,608.13,421.1,10,2019-06-21,0,_zzorer2o
1263,10,949.57,333.9,63,2018-11-19,1,_rtoffanelli1r
1264,7,103.41,37.1,31,2017-10-11,0,_bblamiree9
1265,10,447.5,485.5,2,2019-02-13,0,_dstrivens7u
1266,2,865.12,241.2,41,2020-02-09,1,_ecarlosdv
1267,9,217.64,12.4,20,2019-12-26,0,_tbunchg5
1268,5,814.31,167.7,9,2018-09-29,1,_bwallbridgei0
1269,3,567.0,236.1,5,2018-01-07,1,_ajumonet9r
1270,12,856.23,35.1,25,2018-06-26,0,_cdanielot94
1271,10,17.56,404.2,16,2019-08-12,1,_solivoch
1272,7,525.68,216.0,65,2019-07-06,1,_achevolleaudo
1273,18,282.84,35.3,8,2020-05-13,0,_gcossemdc
1274,1,775.7,365.4,51,2019-09-05,1,_dmartindp
1275,19,60.57,272.0,15,2020-02-15,0,_zmitkcov5y
1276,11,723.66,261.2,67,2018-10-27,1,_melveya
1277,15,674.45,394.3,76,2019-08-23,1,_ainnett4g
1278,14,941.13,459.6,92,2019-04-13,0,_wshellard47
1279,5,310.81,134.1,25,2018-11-09,1,_spilch2k
1280,12,341.07,52.5,60,2018-10-12,1,_aelderkin9n
1281,14,187.97,159.9,91,2019-04-21,1,_hcraigg2t
1282,14,808.5,96.7,73,2017-08-29,1,_ccatonnetf7
1283,3,443.28,423.5,48,2019-09-20,0,_aspurrioran
1284,10,96.79,143.3,69,2019-12-27,0,_lcollopym
1285,3,144.55,71.2,77,2018-01-27,0,_rdownbg
1286,17,328.24,364.3,2,2020-05-08,0,_jrozeacn
1287,1,763.78,220.1,18,2020-02-25,0,_akinningley13
1288,19,90.96,56.0,59,2018-01-08,1,_ebecken6c
1289,1,763.08,498.6,66,2018-09-24,0,_spachcj
1290,1,392.28,248.9,18,2019-03-19,0,_erizzellonn
1291,2,616.95,35.0,16,2018-05-31,1,_bgaskom
1292,5,116.83,206.3,59,2018-01-15,1,_grembrantrf
1293,18,332.04,365.5,49,2019-07-10,1,_tpeascodnx
1294,17,333.8,256.3,56,2017-10-23,0,_slabesak
1295,12,860.27,286.0,91,2018-01-24,0,_mclissellm9
1296,6,500.98,337.5,3,2017-08-25,0,_mschulzeqm
1297,7,225.23,27.3,60,2017-11-06,1,_lathridgejf
1298,11,103.07,237.1,25,2020-05-13,1,_cmazzilliq8
1299,4,945.39,390.8,3,2017-12-06,1,_hfundellpz
1300,20,385.76,260.8,88,2020-02-22,1,_gchellenhamn9
1301,5,609.0,454.7,95,2018-04-30,0,_avanyakin6g
1302,3,728.53,473.5,60,2019-09-20,0,_tgrinikhin8b
1303,17,122.94,373.0,27,2020-04-29,0,_gkingsbury1q
1304,14,952.83,260.1,78,2018-04-15,0,_grendlebc
1305,13,179.05,329.7,39,2019-12-22,1,_hmccomiskiehl
1306,20,933.79,80.3,75,2019-02-04,1,_gfautley87
1307,11,940.53,347.6,83,2018-09-30,0,_csheersd5
1308,12,824.83,38.1,38,2018-02-06,1,_fkirag6
1309,4,895.16,197.9,38,2018-07-02,0,_creedmangu
1310,3,803.58,87.9,14,2017-11-21,0,_kfaintbi
1311,10,201.94,20.3,98,2017-10-21,0,_ecarlosdv
1312,13,853.44,187.5,91,2019-11-18,1,_kboog5f
1313,9,468.99,364.1,20,2017-10-16,1,_jomullallyld
1314,4,468.94,479.0,7,2017-09-13,1,_kgodbehereqp
1315,14,296.92,36.2,0,2020-04-08,0,_jkarpfs
1316,12,368.89,401.4,55,2018-03-15,0,_croughce
1317,7,309.22,271.5,30,2019-05-20,1,_abreed3e
1318,5,616.35,208.2,11,2019-02-11,1,_nhalwill17
1319,13,732.7,114.7,61,2019-01-04,0,_fgiddings2m
1320,17,364.73,246.7,43,2018-06-24,0,_kknevit7s
1321,2,530.27,48.0,53,2020-03-19,1,_kscraseps
1322,14,363.17,464.7,37,2020-04-19,1,_shanmore5m
1323,18,876.42,390.0,95,2020-03-13,0,_blivingstonpp
1324,4,572.79,206.6,79,2018-08-17,1,_ptomankiewiczlt
1325,1,915.21,263.4,94,2019-08-20,0,_jkinmannd
1326,9,268.95,487.0,83,2017-08-02,0,_acocktonhc
1327,17,140.19,342.6,77,2017-08-28,1,_vorro2q
1328,19,526.91,277.2,39,2018-02-02,1,_rriolfior
1329,8,909.93,484.3,17,2017-11-28,1,_nmacdougalla9
1330,10,557.16,68.6,96,2019-05-18,0,_dstode43
1331,11,967.14,24.4,21,2017-10-06,0,_sseggie7b
1332,2,891.05,11.3,79,2018-06-28,1,_jsherland8
1333,16,36.61,357.4,50,2018-09-17,1,_gbarrottpr
1334,5,651.16,133.2,44,2019-04-21,0,_bdelamarpi
1335,5,293.42,112.9,80,2019-10-20,0,_fgardendt
1336,19,381.0,130.5,98,2018-09-14,0,_hfundellpz
1337,8,453.95,177.0,2,2019-10-23,0,_mgrievsonn1
1338,2,514.62,233.9,69,2019-03-17,1,_bdelamarpi
1339,10,562.84,45.7,95,2018-04-03,0,_mwhalley9x
1340,11,914.32,228.7,68,2018-09-22,1,_cgarretson3j
1341,1,531.66,147.9,32,2020-04-29,1,_jsoarese3
1342,9,982.24,152.4,60,2018-09-09,0,_heeleshj
1343,12,961.7,307.1,86,2019-11-25,0,_blegoode1
1344,10,652.61,483.8,6,2019-06-14,1,_agrintag
1345,9,433.39,420.6,18,2020-01-02,1,_pdallincf
1346,15,559.64,389.7,24,2020-02-06,1,_tmeech8j
1347,5,802.87,151.4,53,2019-11-03,0,_tbunchg5
1348,14,322.31,411.2,98,2017-11-07,0,_ndelhaya8
1349,17,713.44,223.6,80,2020-03-15,0,_jcordellefv
1350,17,930.45,386.7,12,2017-11-30,1,_bgaskom
1351,20,449.65,199.2,53,2019-08-27,1,_klorandc5
1352,17,742.18,484.2,52,2018-10-01,1,_edepaepeku
1353,19,186.86,50.2,91,2018-04-09,0,_ayeandeldl
1354,9,259.42,287.8,39,2017-09-16,1,_mdmitrievskiln
1355,12,49.16,318.8,2,2019-02-09,1,_mmoyes2d
1356,8,274.32,365.9,12,2018-02-04,1,_aalthorp89
1357,12,406.46,407.0,75,2018-06-13,0,_dkelwickqr
1358,2,236.62,123.0,92,2018-11-01,1,_dmeasordh
1359,6,912.57,475.7,10,2019-07-20,0,_whullincb
1360,12,594.09,67.6,41,2017-11-03,0,_bburganp4
1361,14,788.39,229.7,12,2018-01-28,1,_anewlann4
1362,18,131.83,378.0,25,2019-05-14,0,_lgebhardo
1363,1,844.96,415.1,48,2019-01-04,0,_fvarnalsr6
1364,10,17.54,472.0,19,2019-01-31,0,_ejerche5a
1365,2,336.62,207.8,91,2019-07-26,0,_acaston95
1366,13,490.76,142.6,55,2020-03-03,1,_ebockhfh
1367,2,172.46,161.7,4,2018-11-30,1,_astoyellg7
1368,16,938.36,472.4,39,2017-08-21,0,_nvasovicbq
1369,7,681.43,224.2,45,2020-02-11,0,_acurseyll
1370,13,779.84,420.3,47,2018-01-14,0,_jgolyer
1371,3,591.13,202.7,50,2018-07-16,1,_dridingir
1372,16,505.81,278.5,22,2019-08-31,1,_uterrettkv
1373,11,187.52,380.3,1,2018-01-14,1,_csanzr3
1374,12,911.6,41.7,44,2019-04-12,0,_crosendale5z
1375,3,57.48,463.8,98,2019-08-17,1,_kpyek7
1376,7,362.78,221.6,6,2018-10-14,1,_mfishe24
1377,9,822.19,390.2,33,2020-01-24,0,_mmargaritelliqx
1378,17,548.67,497.5,14,2018-01-04,0,_egelardiko
1379,10,205.97,291.0,72,2019-02-16,0,_htourryni
1380,7,614.19,289.1,47,2019-06-09,1,_ccastelowk3
1381,9,617.93,145.8,94,2018-12-05,0,_mgoodbarneg
1382,8,780.14,172.2,86,2020-05-19,1,_csimonin6b
1383,7,986.37,257.0,89,2020-05-14,0,_lickovich8
1384,9,916.93,462.5,36,2019-03-20,0,_fswangerga
1385,8,596.82,18.7,24,2018-08-13,0,_gfaragher3
1386,6,141.62,281.5,44,2020-01-18,1,_tfolkesrh
1387,20,505.92,303.9,99,2018-04-01,1,_lsuddaby6y
1388,20,624.03,484.4,8,2018-12-29,1,_mkonmann96
1389,16,250.91,115.3,83,2020-04-09,1,_broonyi7
1390,16,653.8,116.4,48,2017-09-22,0,_farsonoy
1391,5,77.05,43.7,38,2019-02-16,0,_mcostigan68
1392,16,170.62,320.9,75,2020-04-29,0,_csondland18
1393,12,469.29,230.8,34,2020-03-25,0,_jfittonp1
1394,16,242.31,484.9,65,2019-04-12,1,_cabramowitchlk
1395,8,833.69,137.8,24,2019-10-29,0,_tfolkesrh
1396,5,829.21,378.8,31,2018-10-02,0,_wgayle6o
1397,19,847.73,424.1,21,2018-04-10,0,_hbroinlich8o
1398,20,894.54,174.0,91,2019-12-31,0,_jwillardri
1399,9,153.15,438.1,89,2019-08-13,0,_cclem4p
1400,15,772.86,62.5,80,2019-02-06,1,_ericeardsa3
1401,3,317.85,67.1,79,2017-11-03,0,_anewlann4
1402,11,598.05,420.9,18,2018-04-20,0,_calsopmj
1403,3,185.41,108.0,0,2019-04-11,0,_epidcockmw
1404,11,739.85,482.1,2,2017-12-01,0,_kwilmanm7
1405,10,97.09,446.0,71,2019-04-24,0,_cmazzilliq8
1406,5,211.87,245.3,9,2017-10-01,1,_jnutt4k
1407,2,565.26,399.2,15,2019-01-13,1,_drosekn
1408,4,455.02,355.2,65,2017-12-23,1,_gosiaghail9g
1409,11,282.91,287.1,94,2020-02-14,1,_igookey3t
1410,1,888.02,237.7,76,2019-12-25,1,_bwilkensonbl
1411,1,839.08,429.8,80,2018-12-27,1,_nrigglesfordm1
1412,12,402.21,372.2,93,2018-02-08,1,_akestonc6
1413,15,928.46,178.1,56,2019-12-02,0,_bhaigcy
1414,10,963.5,79.3,51,2018-11-29,1,_sknevetla
1415,17,582.28,382.1,99,2020-05-13,0,_djersoni4
1416,12,704.93,453.0,62,2019-06-03,0,_isoltanb6
1417,2,393.05,64.0,28,2019-04-08,0,_abelfitew
1418,2,957.7,160.6,89,2017-11-22,0,_hbreedy79
1419,8,689.73,167.2,86,2019-03-16,0,_rlafay22
1420,13,963.18,16.6,52,2019-08-25,0,_ftomensonlp
1421,12,918.44,387.2,74,2018-01-30,1,_dvaneybk
1422,16,601.29,89.1,96,2019-02-16,1,_rgillamgc
1423,7,847.18,113.8,38,2018-03-02,0,_zvasyutochkinmz
1424,6,45.1,126.2,97,2019-03-04,1,_atwintermankz
1425,6,627.01,35.4,67,2017-12-09,1,_fsexti1c
1426,18,492.47,480.8,43,2019-02-22,1,_croughce
1427,1,888.33,477.3,51,2019-08-08,1,_bkewardcu
1428,15,899.93,226.5,78,2020-03-26,1,_mbussel7g
1429,3,370.27,328.3,83,2018-02-10,1,_ngoatmanr0
1430,2,303.04,499.5,14,2018-09-05,1,_vsoan9a
1431,16,116.44,158.6,27,2019-06-02,1,_shanmore5m
