id,capacidad,precio,tamanio,diasReservados,fechaCreacion,habilitada,operador
50,11,196.33,426.4,79,2018-09-08,1,-sdoe6c
51,11,228.32,25.4,53,2018-08-24,1,-srameauxir
52,8,108.62,446.4,1,2017-08-17,1,-dsweeneyhb
53,5,252.6,216.7,12,2018-07-04,0,-gpaschokm
54,5,306.2,227.9,1,2019-07-20,0,-kjulliandm
55,17,56.51,83.2,77,2019-04-14,1,-rawdeli
56,17,297.23,283.9,22,2019-09-17,0,-clightowlers9
57,11,24.88,413.0,24,2019-02-28,1,-fredgateo1
58,4,84.15,246.6,26,2019-04-03,1,-rhriinchenko4v
59,11,281.8,325.6,37,2018-01-01,1,-gbannermanpn
60,11,36.39,358.3,57,2020-03-10,1,-egilfether2l
61,9,877.33,493.7,42,2018-03-07,1,-elakin8q
62,20,551.97,51.1,23,2017-12-19,1,-gklempke9s
63,14,542.87,389.1,6,2019-10-09,1,-mdoblinbi
64,8,790.83,291.7,19,2020-03-23,0,-sjurisch4a
65,20,446.5,305.6,91,2019-02-28,0,-dmeredythhi
66,16,796.7,161.4,36,2019-02-13,0,-pclayson6w
67,2,576.59,33.6,43,2017-12-25,0,-lkellettgn
68,16,53.39,441.9,43,2018-06-30,1,-vrennox7h
69,2,225.57,58.4,25,2019-12-29,1,-tferentz78
70,18,394.45,486.3,42,2018-12-10,1,-mginnetyc1
71,9,297.61,163.3,70,2018-10-28,1,-mbretelle9p
72,9,19.24,88.7,35,2019-03-08,1,-clowes61
73,12,293.19,330.6,92,2017-12-17,0,-aflighto6
74,10,324.2,90.5,1,2018-01-15,1,-jsommervilleej
75,13,234.83,413.9,59,2019-11-08,0,-mbretelle9p
76,15,545.67,307.1,96,2019-02-25,1,-mstitleo0
77,14,891.5,239.8,61,2019-12-13,1,-fsimmenaa
78,9,119.72,288.3,6,2017-08-10,1,-spepperdif
79,7,150.46,345.2,47,2020-01-21,1,-bgarredid
80,10,528.43,261.2,32,2017-11-18,1,-scourtneyip
81,15,788.26,435.4,62,2020-02-04,0,-akinnon3o
82,2,714.97,31.5,97,2018-08-01,1,-mcraighillai
83,19,674.53,416.2,11,2017-12-13,0,-jdaymondmb
84,15,740.93,473.5,53,2018-03-15,1,-gabrahmerh3
85,18,100.81,182.1,7,2017-11-21,1,-dsweeneyhb
86,4,587.41,373.7,3,2019-02-12,1,-couletlz
87,20,328.54,320.6,85,2018-03-14,0,-dcavillou
88,8,830.08,197.4,60,2017-09-11,0,-pdupreehz
89,11,869.71,403.6,97,2019-11-15,1,-couletlz
90,18,207.63,353.0,23,2019-04-11,0,-cblizardho
91,17,383.54,70.3,56,2018-01-17,1,-ewindibankqn
92,7,312.55,488.6,80,2019-04-21,1,-vnormanton9k
93,20,890.34,30.1,61,2018-10-10,0,-cirnisay
94,5,156.78,123.4,48,2018-04-12,1,-gneeves3d
95,11,480.54,112.6,55,2020-03-22,0,-gsmallpieceqv
96,7,449.93,147.2,76,2018-04-15,0,-ssherondn
97,3,901.07,361.8,12,2020-02-02,0,-gsmallpieceqv
98,5,224.61,284.0,74,2019-09-21,1,-cdollardoz
99,19,755.96,176.7,49,2018-11-04,1,-wspareyl9
100,2,708.84,144.8,34,2018-09-08,1,-cjanacek2p
101,5,71.86,343.7,30,2017-09-30,1,-cbroadfootqp
102,5,603.66,237.3,79,2020-04-24,0,-llapworthie
103,15,97.5,38.1,3,2019-05-26,1,-lramsdale2d
104,2,545.93,46.4,53,2017-12-21,1,-jsplavencj
105,10,767.88,354.1,3,2020-04-20,1,-lramsdale2d
106,13,548.07,201.4,26,2019-03-21,1,-tpuckinghornei
107,14,83.32,47.5,25,2018-03-03,0,-tgaller97
108,13,148.73,42.7,29,2018-02-08,1,-vmonshallgb
109,11,580.86,141.6,48,2019-10-13,0,-jduesberrych
110,8,217.29,275.1,70,2019-03-06,1,-vbernuzzi19
111,7,305.87,485.1,55,2018-05-16,1,-akeemerbl
112,11,598.82,32.6,99,2020-04-16,1,-dfuchscr
113,4,308.63,303.4,41,2017-10-17,1,-easmus1n
114,14,605.87,427.7,88,2017-10-05,0,-frogieriy
115,2,58.08,137.5,48,2018-09-07,0,-bcrookall2a
116,5,89.34,79.6,75,2019-07-31,0,-cevers77
117,6,691.38,313.1,94,2018-06-11,0,-sdreamer34
118,2,969.55,383.1,54,2018-12-22,1,-jmessruthermj
119,11,312.32,177.1,81,2017-10-20,0,-tmartinolli2
120,14,646.17,395.8,9,2018-10-10,0,-vbearcroftp4
121,2,244.25,237.2,54,2020-02-05,0,-cevers77
122,2,446.44,467.0,79,2018-09-22,1,-ckiesseldh
123,15,291.61,25.0,32,2020-03-21,1,-hthayev
124,6,545.64,104.9,80,2019-05-08,1,-rconachyd5
125,5,911.08,491.0,96,2018-07-26,1,-nbohmannt
126,20,846.85,125.9,50,2017-11-03,1,-bbrontmy
127,10,571.25,309.4,4,2019-08-29,1,-giamittiik2
128,4,680.33,421.9,80,2017-10-24,1,-zwashingtonk7
129,3,675.07,61.7,50,2019-10-24,1,-ekerswilldw
130,18,616.11,12.8,81,2019-01-03,1,-rharbertsonja
131,15,845.34,490.2,84,2017-09-14,0,-balvinq3
132,18,661.36,328.0,8,2017-12-28,1,-rhenaughan5z
133,13,37.94,102.3,10,2018-11-28,0,-bkempster7e
134,18,621.96,216.4,46,2018-03-19,1,-lbrokenshaw30
135,8,300.53,484.3,98,2020-04-22,0,-lramsdale2d
136,7,801.8,450.6,61,2018-12-13,1,-sdavittc8
137,12,43.95,478.6,92,2018-10-05,1,-rshankn3
138,17,767.86,453.6,100,2019-03-13,1,-ablaske7i
139,20,42.5,297.3,81,2019-03-07,1,-gneedhamq2
140,4,583.74,43.9,63,2017-09-06,0,-akenworthey5e
141,15,581.09,65.4,42,2018-05-31,0,-mpickled4
142,4,399.55,256.8,60,2019-01-01,0,-tcheales5p
143,17,48.91,373.3,91,2020-01-21,0,-ssherondn
144,5,194.1,283.3,99,2018-12-26,0,-iclaissep8
145,6,354.9,488.4,52,2018-09-23,0,-scomollijz
146,3,25.76,207.1,48,2019-05-29,1,-tmadison6a
147,11,128.62,27.2,28,2018-08-23,0,-dalbinson1z
148,3,921.77,50.8,79,2019-06-12,1,-mporcasav
149,7,409.12,296.9,16,2018-05-17,1,-clowes61
150,4,292.98,465.9,29,2018-04-04,1,-abaynonkw
151,17,629.99,72.5,81,2018-01-01,1,-ebubbearc9
152,5,656.49,218.4,0,2020-03-18,0,-jgubbin1w
153,18,621.06,288.7,27,2018-05-20,0,-jrochfordib
154,8,473.61,446.4,25,2020-04-12,0,-ehightown96
155,7,523.82,346.7,54,2017-09-22,1,-bgarredid
156,1,274.61,262.6,92,2018-09-22,1,-ptippelljb
157,1,478.62,117.9,79,2019-10-19,1,-ecapstaffqr
158,9,555.65,234.1,64,2019-12-30,0,-rberrillix
159,5,425.26,436.8,64,2019-12-08,0,-dbarefordin
160,10,380.45,424.6,59,2019-11-14,0,-ccorried6
161,13,232.48,247.2,35,2018-06-09,1,-tgaller97
162,11,500.34,128.9,80,2019-04-14,1,-ebubbearc9
163,10,166.54,462.8,43,2020-02-15,1,-umengueno
164,3,804.07,64.5,25,2019-12-25,1,-gtweddell3z
165,1,389.35,13.5,19,2018-07-16,1,-ehansellrh
166,8,376.16,160.8,50,2020-04-14,0,-acanon7y
167,15,827.83,389.9,94,2019-03-05,1,-llebond2r
168,5,552.24,462.3,55,2020-04-30,0,-flinneman4
169,16,289.87,309.5,41,2019-11-29,1,-ckirgan32
170,3,588.78,371.7,9,2019-05-30,1,-wdukes2i
171,8,559.52,483.4,36,2019-10-19,1,-chugh3c
172,13,339.55,345.6,88,2019-09-06,0,-rakers3w
173,19,958.15,482.2,31,2020-01-03,0,-bcurrelle5
174,11,519.5,34.8,98,2019-01-24,0,-ehobbingkp
175,16,678.24,351.5,25,2019-11-01,1,-tsoppitthx
176,11,850.35,168.0,34,2019-10-15,0,-ntolemacherr
177,1,52.63,403.4,84,2019-12-15,1,-nbeckerrq
178,11,576.35,65.8,80,2019-07-05,0,-fzorenrj
179,8,133.55,220.7,6,2019-07-01,0,-smatzelq
180,2,120.28,366.9,72,2019-01-04,0,-dwrigglesworth74
181,12,807.76,359.8,90,2017-10-15,1,-dblazevich
182,4,569.96,47.4,33,2019-04-28,1,-theinlein39
183,8,430.9,462.6,32,2020-01-01,0,-jgally1r
184,7,518.89,114.4,44,2019-01-19,0,-tmartinolli2
185,4,340.45,335.9,39,2018-12-01,0,-mailmer3a
186,14,418.0,228.6,17,2019-08-18,1,-wbleier5i
187,5,971.25,353.2,63,2018-08-07,1,-deadej4
188,6,421.58,148.5,53,2019-10-21,1,-chuckerga
189,1,434.46,311.6,62,2017-10-20,1,-rcraftkj
190,1,632.41,399.3,39,2019-04-18,0,-lsillwood18
191,4,487.48,409.1,21,2019-10-16,0,-flinneman4
192,15,379.29,302.3,88,2019-03-05,0,-lmichurinri
193,1,67.39,87.7,25,2017-10-07,1,-dcampaignen5
194,1,822.64,436.6,93,2019-02-15,1,-ehightown96
195,3,791.09,94.2,46,2018-01-04,1,-lhouse6e
196,9,60.48,197.8,17,2020-02-18,0,-njeromeni
197,8,523.34,489.1,44,2019-09-08,1,-sjurisch4a
198,9,475.56,457.7,39,2020-05-11,0,-rfruish1h
199,14,427.15,62.3,1,2019-06-07,1,-twills9j
200,17,404.34,52.2,38,2019-09-05,0,-bfernandezeh
201,2,302.49,82.7,89,2018-03-18,1,-roates45
202,1,841.75,273.5,44,2019-01-15,0,-jdaymondmb
203,6,516.88,46.7,37,2020-02-13,1,-kconnoldck
204,8,560.21,289.8,92,2019-07-25,0,-bwolstenholmelk
205,19,111.13,479.2,17,2018-05-27,1,-crispen9b
206,5,302.99,402.6,20,2020-05-13,0,-pambrogioni8z
207,19,348.4,450.3,81,2019-06-25,0,-lserotsky84
208,16,752.83,305.7,48,2018-02-26,0,-cfaill2h
209,19,486.83,150.3,54,2018-05-26,0,-aadvani1b
210,2,284.68,125.5,90,2017-10-27,1,-ffarfolomeev25
211,15,16.58,485.0,78,2019-02-07,1,-jedridgemm
212,9,857.25,477.5,60,2019-04-23,1,-lensergs
213,20,641.63,377.8,71,2017-11-03,1,-nmcgown9z
214,17,986.09,312.1,74,2019-12-17,0,-awoollettca
215,11,233.8,408.6,79,2020-05-18,0,-bgarredid
216,9,153.22,243.0,42,2019-02-22,0,-mvettorei8
217,8,982.01,146.7,85,2019-04-18,0,-dkuhnkeoy
218,18,433.43,356.7,6,2018-05-22,1,-vkepeb7
219,15,914.09,463.0,68,2019-10-03,1,-rkimberleycu
220,17,353.03,261.8,62,2018-05-13,0,-gbannermanpn
221,16,144.78,111.0,48,2019-04-25,1,-balvinq3
222,8,684.5,101.2,40,2020-05-06,1,-ogorgl5n
223,9,580.65,118.9,21,2020-03-03,0,-saddessjt
224,7,85.82,333.5,1,2019-10-10,0,-kstlouis4d
225,8,823.71,190.0,88,2018-08-03,0,-lgambrell1o
226,15,59.45,73.4,20,2019-11-19,0,-msertinb
227,19,352.7,199.7,94,2020-04-12,0,-mfedynski8n
228,17,453.53,275.6,94,2018-11-02,1,-crapport70
229,20,220.44,193.8,19,2018-03-02,0,-jloverocknq
230,9,922.8,296.1,73,2018-05-11,1,-ibuschkz
231,3,261.81,241.6,41,2017-11-05,0,-asent6s
232,14,416.87,451.9,84,2020-02-24,0,-cmantione7v
233,20,560.81,275.8,58,2019-07-15,1,-swarboys8d
234,3,350.59,100.8,32,2018-07-30,0,-roconcannonrf
235,14,592.51,400.1,97,2018-08-24,1,-ijerischcl
236,15,600.02,399.6,39,2019-05-26,1,-lsnawdon7f
237,3,36.13,46.6,73,2019-06-07,1,-sdreamer34
238,2,318.32,268.3,45,2018-03-04,0,-sbrentonc3
239,9,384.77,424.3,67,2019-07-24,0,-agoldsmith1s
240,13,140.39,199.6,1,2019-06-28,0,-treaveleyn0
241,4,599.56,392.6,1,2018-05-13,1,-kjulliandm
242,6,228.96,419.3,11,2017-11-24,0,-zwashingtonk7
243,1,406.8,168.3,19,2018-08-07,0,-gdailey51
244,6,949.74,120.9,26,2017-08-22,0,-aedgell90
245,10,928.28,137.8,97,2019-03-10,0,-mtrehearnerb
246,7,847.89,61.2,63,2018-01-20,1,-msabathe65
247,10,868.9,378.4,60,2019-09-19,1,-bsparkslc
248,17,409.38,415.7,91,2019-10-31,0,-afoakesd2
249,17,988.94,458.4,0,2018-06-12,0,-gneedhamq2
250,12,221.22,49.9,85,2019-09-13,1,-gslingera1
251,19,773.15,43.0,50,2018-09-12,0,-hraxworthym5
252,17,846.1,436.4,47,2018-01-04,0,-abaynonkw
253,8,378.84,46.4,24,2019-08-27,1,-lreddanbo
254,11,409.19,442.0,79,2017-08-01,0,-walcott5k
255,4,932.36,338.6,14,2020-01-09,0,-zmccartanbv
256,6,586.14,54.7,59,2020-04-12,1,-egoddertsf57
257,1,274.7,391.9,100,2019-10-11,0,-slitton88
258,5,581.83,383.7,6,2020-04-26,1,-cblizardho
259,3,648.65,67.9,70,2019-07-29,1,-mjouanet7r
260,3,900.99,404.5,24,2019-11-10,0,-karmitagede
261,19,505.33,482.9,92,2019-09-25,1,-jkirkhamew
262,20,664.13,459.5,63,2019-06-14,1,-atamburoa9
263,9,339.44,114.3,10,2018-01-27,0,-ggaythorf6
264,19,132.95,454.5,24,2019-02-04,1,-mgudd26
265,6,397.64,493.2,80,2017-08-19,0,-ecrebottr1
266,17,100.16,459.1,28,2018-11-03,0,-ctallent62
267,20,417.74,13.3,52,2020-01-30,1,-emoirqt
268,18,445.79,239.5,68,2018-07-20,1,-mmenichino5u
269,10,825.78,327.6,64,2017-08-19,1,-mgissop8x
270,1,935.07,69.7,15,2020-02-25,1,-drihosekoe
271,11,592.8,328.9,74,2017-11-17,1,-fcluet5w
272,3,873.36,225.6,36,2019-04-10,1,-cbroadfootqp
273,17,711.81,248.3,90,2020-03-26,0,-bwordsleyi6
274,9,243.51,446.5,2,2019-08-09,0,-rrenderf9
275,16,109.89,152.2,30,2018-06-05,1,-khayseyu
276,16,415.44,108.6,61,2018-08-12,0,-cswatheridge4t
277,6,24.39,97.7,46,2019-12-01,0,-jyouseff5
278,9,200.5,186.5,34,2018-04-22,1,-akeemerbl
279,10,808.02,103.9,61,2018-06-18,1,-egrowyol
280,17,498.48,104.1,99,2019-05-24,1,-frogieriy
281,18,801.04,404.1,62,2019-09-07,0,-mgudd26
282,15,995.38,220.8,76,2018-08-12,0,-dmaffioletti2j
283,8,601.83,333.4,65,2018-08-20,0,-aespinayed
284,3,185.03,410.9,1,2018-09-07,0,-nbennikefa
285,6,942.23,228.6,61,2020-04-21,1,-pjermanhw
286,10,28.16,127.8,39,2018-12-16,1,-ajovicic4g
287,13,986.78,470.7,61,2018-03-30,1,-mstormouth5t
288,5,821.76,369.4,66,2018-10-03,1,-eruskefj
289,10,446.32,200.1,89,2019-09-19,0,-gfrancescocciojk
290,7,271.11,404.8,99,2019-08-21,0,-bsparkslc
291,1,410.7,333.1,36,2017-10-29,1,-livell36
292,16,506.19,453.2,28,2018-08-10,1,-jyouseff5
293,13,845.86,127.1,87,2017-10-01,0,-nmcgown9z
294,18,845.82,270.6,31,2018-08-18,0,-iwetternko
295,8,236.29,101.7,5,2018-02-19,0,-aewensk
296,17,689.72,316.7,99,2020-03-26,1,-lbortoli33
297,1,697.72,319.6,98,2019-10-26,0,-otybaltfm
298,10,106.21,318.4,25,2018-01-10,1,-tbrookwoodce
299,4,339.6,457.1,29,2018-04-08,0,-jrochfordib
300,8,752.52,12.2,76,2018-05-07,1,-rjocelynma
301,15,936.88,196.0,62,2018-07-31,1,-lrydeardj1
302,12,35.93,367.3,98,2018-08-31,0,-kdantonirl
303,1,731.76,335.7,56,2018-04-17,0,-rmacallaster10
304,19,699.04,147.9,60,2018-09-16,0,-sreeders28
305,6,335.59,197.1,74,2020-04-06,0,-fnortheastaf
306,4,899.86,418.5,18,2018-04-08,0,-zfilpia5
307,20,261.97,269.6,35,2017-08-09,0,-gmcgruariv
308,12,664.28,431.1,99,2019-04-28,1,-ggeroldoks
309,3,390.45,461.9,76,2019-06-06,0,-ebirkenshawfb
310,13,67.19,434.3,41,2020-05-09,0,-walcott5k
311,15,949.47,31.7,26,2018-01-30,0,-mhordle72
312,16,352.94,303.6,97,2019-12-22,1,-lpashbeepc
313,8,850.36,236.1,8,2019-03-08,0,-tcisnerosb5
314,18,298.72,340.0,60,2018-12-31,1,-lcastellone5f
315,16,314.39,434.6,29,2020-05-07,1,-fyakebowitchjn
316,5,118.74,34.2,17,2018-04-26,0,-mabellahn
317,20,586.77,130.0,13,2019-10-07,1,-rcanlandea
318,13,303.01,236.7,14,2019-07-01,0,-fcluet5w
319,9,302.68,84.2,4,2018-05-29,0,-cwicken49
320,13,711.51,294.7,17,2017-12-13,1,-gwands1f
321,12,686.25,470.2,41,2018-10-04,0,-dreadett8u
322,6,229.41,195.2,41,2019-04-26,0,-tmacquaker8m
323,19,338.79,210.9,86,2018-09-10,1,-ppruvostqw
324,3,711.67,421.9,28,2020-05-10,0,-dlorrimern6
325,10,238.76,230.0,5,2017-10-29,1,-ldeeksl8
326,11,479.32,45.5,85,2018-01-15,0,-handrzejczakq4
327,12,136.27,459.3,1,2019-04-25,0,-jzecchii3y
328,19,402.12,471.7,31,2019-06-15,0,-ccharltonm7
329,5,816.76,242.5,64,2019-09-05,1,-lcastellone5f
330,18,213.43,212.4,47,2018-03-16,1,-ainnotfo
331,5,148.88,61.8,72,2019-08-12,0,-ngrishmanovq6
332,17,909.36,344.4,56,2018-11-10,0,-dfebeniz
333,19,341.88,100.8,64,2019-10-03,1,-bcamfield8a
334,9,255.82,291.9,89,2017-09-12,0,-tmandresmt
335,19,174.34,23.4,51,2020-05-01,1,-tvella7l
336,17,539.33,419.1,21,2018-07-29,1,-swarboys8d
337,19,605.83,168.8,92,2020-01-16,0,-hchristin43
338,4,997.32,21.5,60,2019-07-05,1,-crichthd
339,8,452.48,158.3,32,2018-06-05,1,-bgrassinei
340,10,443.21,421.8,11,2019-04-06,1,-dnowland7n
341,15,25.69,493.6,25,2018-12-14,1,-dtownsongc
342,10,855.04,24.8,100,2018-11-17,0,-jweinern1
343,9,309.22,258.0,41,2018-05-16,1,-hkubikkf
344,14,440.36,141.7,41,2019-12-10,1,-cdewickepk
345,2,55.54,256.3,70,2019-12-11,0,-adanbrook50
346,7,151.24,240.2,84,2018-07-02,0,-fgravestonej6
347,2,510.47,125.8,14,2018-04-01,1,-sgivesoi
348,18,611.6,464.7,38,2018-02-19,0,-fstilliardoq
349,6,511.38,121.2,75,2018-11-07,0,-arzehorik
350,4,372.8,71.5,47,2018-04-27,1,-ljohnigandd
351,3,746.39,359.0,7,2019-03-15,0,-abladenro
352,9,943.7,237.5,84,2020-02-04,1,-chacaudms
353,18,121.24,304.7,28,2019-11-18,0,-awinstanleymz
354,7,943.4,63.1,17,2019-11-18,0,-lnaismith8i
355,19,611.46,174.0,21,2017-12-14,1,-ctillertonpd
356,1,956.37,175.1,93,2018-08-13,0,-mheaneyme
357,8,144.93,46.5,21,2018-09-28,0,-gtweddell3z
358,5,638.31,223.4,11,2017-10-19,1,-gabrahmerh3
359,17,418.18,224.7,55,2018-01-27,0,-rearleaz
360,5,561.42,287.3,96,2020-03-03,1,-cfronek1c
361,20,367.36,203.5,79,2019-01-24,1,-smagog82
362,20,520.83,111.5,3,2018-10-05,0,-rstertra
363,10,839.41,37.0,34,2020-02-29,0,-dfuchscr
364,3,364.05,290.1,72,2019-03-24,1,-hivanchenkovhu
365,11,882.09,61.0,76,2020-04-18,0,-gpinkie3h
366,16,707.27,111.8,90,2018-03-30,1,-htravescg
367,6,308.64,352.3,78,2018-05-22,1,-cdiproseiu
368,8,951.16,419.3,47,2018-07-15,0,-drihosekoe
369,20,514.1,454.1,35,2018-08-04,1,-mbrokenshaw5c
370,14,621.11,386.6,89,2019-11-02,0,-miacomettii4i
371,12,599.9,424.3,27,2019-02-21,1,-egamble93
372,15,580.56,286.7,43,2019-12-09,0,-gbromage6t
373,16,694.28,342.8,60,2020-04-27,1,-swarboys8d
374,18,890.5,450.8,62,2020-05-19,1,-gpinkie3h
375,1,599.76,35.6,100,2019-05-26,0,-ealgate9f
376,15,266.67,29.6,1,2018-12-29,0,-ckermannesl4
377,1,578.94,85.2,73,2018-03-21,1,-pgontierku
378,9,701.31,360.5,19,2017-08-07,1,-ebirkenshawfb
379,4,130.38,470.2,5,2018-03-08,0,-mtrehearnerb
380,15,176.78,310.6,22,2017-11-19,1,-handrzejczakq4
381,5,46.92,408.9,19,2018-05-13,1,-njeromeni
382,4,527.87,10.8,53,2018-02-20,1,-vdearebm
383,5,849.67,143.5,76,2019-03-05,1,-mbanasikp1
384,11,54.5,111.1,48,2019-04-16,1,-ayarntonmh
385,17,584.46,51.1,17,2019-07-16,1,-mhelliker7u
386,13,582.17,381.1,66,2018-07-01,1,-rworpole5b
387,9,606.39,402.6,21,2019-03-04,1,-esumnergl
388,12,165.97,181.4,74,2018-02-03,0,-clydden23
389,12,556.9,143.5,57,2018-06-22,0,-afishlyci
390,11,141.96,293.7,29,2019-10-14,1,-mrobertazzilf
391,14,11.92,109.8,8,2017-11-25,1,-elakin8q
392,4,456.21,273.6,53,2019-12-27,1,-fwadlycc
393,1,474.88,281.3,90,2019-09-23,0,-ljakubovics91
394,20,684.3,308.6,23,2018-08-26,0,-dwilcemp
395,12,207.81,472.6,95,2018-02-20,1,-gmachargky
396,17,449.64,211.8,59,2018-06-30,1,-jloverocknq
397,6,255.64,352.9,89,2019-01-29,0,-ahucmv
398,19,674.26,122.6,53,2017-09-21,0,-bgateshill8y
399,18,317.79,193.7,73,2018-07-30,1,-igarda4
400,1,692.36,42.0,65,2018-08-31,0,-ystellibw
401,1,732.9,67.5,62,2018-03-19,1,-tcovingtonfn
402,13,338.94,324.4,48,2018-03-07,1,-walcott5k
403,17,635.13,411.1,53,2018-03-02,1,-whorsburghkk
404,10,922.05,141.0,95,2018-06-11,0,-tgerrit40
405,3,282.25,270.3,92,2019-06-20,0,-cmycock5
406,19,303.38,460.3,29,2019-03-06,1,-kstuckeyfw
407,5,15.36,20.6,77,2019-02-23,1,-llebond2r
408,12,743.21,487.3,28,2019-12-01,0,-jstedallha
409,16,831.56,466.6,48,2017-12-27,1,-dcavenge
410,11,165.59,250.2,22,2018-11-24,1,-ptippelljb
411,19,533.03,396.7,86,2018-01-01,1,-jtorresih5
412,4,986.85,433.5,94,2018-04-17,1,-lgambrell1o
413,10,363.34,428.9,13,2019-05-24,1,-wdukes2i
414,6,281.58,391.6,3,2018-07-26,1,-crayltonh4
415,9,944.9,185.9,51,2019-06-14,0,-fsimmenaa
416,6,179.42,370.7,22,2018-11-17,1,-rvella54
417,10,575.47,45.1,67,2017-12-28,1,-nbohmannt
418,9,217.37,149.9,90,2019-05-22,1,-lmunneryj2
419,1,881.04,125.4,90,2018-09-29,0,-qmcginnellow
420,17,580.52,164.6,47,2018-06-03,1,-mmenichino5u
421,11,901.0,340.2,17,2018-08-04,1,-msterndale13
422,7,111.93,140.3,26,2019-03-31,1,-drupprecht2w
423,18,957.14,447.0,20,2017-12-10,1,-lmunneryj2
424,15,392.64,60.3,60,2020-04-07,1,-dkasbyefd
425,20,711.11,285.8,43,2019-11-17,1,-mmatterdace6q
426,12,682.7,408.2,78,2018-01-24,1,-snoldag2
427,18,518.47,111.6,85,2019-09-26,1,-balvinq3
428,12,767.38,58.5,23,2019-01-18,0,-bprior80
429,3,245.35,65.8,12,2018-03-27,0,-nmcphillimeyiq
430,18,425.13,22.1,86,2019-12-24,0,-briseboroughr8
431,15,680.5,18.8,56,2017-10-28,1,-iwetternko
432,15,913.36,484.9,31,2020-01-14,0,-flesieurqm
433,3,853.37,315.2,86,2019-07-22,1,-lrydeardj1
434,7,934.17,173.5,14,2020-01-10,1,-lensergs
435,19,122.67,344.4,15,2018-10-15,0,-lensergs
436,20,930.51,202.4,65,2018-04-13,0,-mbrokenshaw5c
437,20,404.77,334.7,17,2018-09-10,1,-afishlyci
438,6,960.56,182.2,44,2020-03-22,0,-syanshonokgt
439,2,176.0,494.3,88,2018-12-13,1,-jfrillgm
440,4,681.81,32.5,97,2018-12-07,0,-cdewickepk
441,1,695.0,127.6,16,2017-09-24,1,-mmarquotkr
442,14,697.09,80.7,56,2019-11-05,0,-ajirek8s
443,15,818.22,189.9,15,2018-08-31,1,-nhesey1t
444,7,92.54,54.9,29,2020-02-05,0,-clawler5s
445,6,532.88,444.7,45,2018-03-25,1,-gpinkie3h
446,11,705.38,342.5,75,2019-11-20,1,-cbridejh
